,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC
,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
Date/Time,WindDir,WindSp,Max WindSp,AirTemp,RH,BP,DailyRain,Rain Duration,RainInten,RainInten
m/d/y,Degree,mph,mph,F,%,inHg,in,sec,in/h,in/h
7/10/2011 5:30,197,12.1,12.3,74.6,51,29.2,0,55160,0,0
7/10/2011 5:40,183,11.8,12.5,75.2,51,29.2,0,55160,0,0
7/10/2011 5:50,170,8.7,10.6,75.5,51,29.2,0,55160,0,0
7/10/2011 6:00,176,8.1,10.3,76.1,50,29.2,0,55160,0,0
7/10/2011 6:10,189,7.9,10.1,76.4,50,29.2,0,55160,0,0
7/10/2011 6:20,187,13.1,14.9,76.8,50,29.2,0,55160,0,0
7/10/2011 6:30,197,6.7,8,77.1,50,29.2,0,55160,0,0
7/10/2011 6:40,202,7,7.8,78.2,50,29.2,0,55160,0,0
7/10/2011 6:50,171,5.3,6.3,78.6,50,29.2,0,55160,0,0
7/10/2011 7:00,172,5.3,6.4,79.3,50,29.2,0,55160,0,0
7/10/2011 7:10,216,10.8,11.3,80,48,29.2,0,55160,0,0
7/10/2011 7:20,229,9.4,9.8,80.2,48,29.2,0,55160,0,0
7/10/2011 7:30,214,6.6,7.6,80.7,47,29.2,0,55160,0,0
7/10/2011 7:40,291,7.1,7.9,81.5,47,29.2,0,55160,0,0
7/10/2011 7:50,295,3.6,4.4,81.1,49,29.2,0,55160,0,0
7/10/2011 8:00,287,4.5,5.3,81.5,47,29.2,0,55160,0,0
7/10/2011 8:10,253,11.3,12.5,81.5,48,29.2,0,55160,0,0
7/10/2011 8:20,246,7.2,8.9,80.9,51,29.2,0,55160,0,0
7/10/2011 8:30,241,12.5,14.2,81.3,49,29.2,0,55160,0,0
7/10/2011 8:40,267,7.4,9.7,80.9,51,29.2,0,55160,0,0
7/10/2011 8:50,275,10.2,10.6,81.1,50,29.2,0,55160,0,0
7/10/2011 9:00,236,5,5.7,81.1,51,29.2,0,55160,0,0
7/10/2011 9:10,294,8.6,9.6,81.1,52,29.2,0,55160,0,0
7/10/2011 9:20,110,2.1,3,79.8,58,29.2,0,55160,0,0
7/10/2011 9:30,260,8.4,9.7,80.7,53,29.2,0,55160,0,0
7/10/2011 9:40,275,9.9,10.2,80,53,29.2,0,55160,0,0
7/10/2011 9:50,320,4.5,6.5,79.5,60,29.2,0,55160,0,0
7/10/2011 10:00,246,5.4,5.7,79.7,58,29.2,0,55160,0,0
7/10/2011 10:10,260,5.6,7.3,80,56,29.2,0,55160,0,0
7/10/2011 10:20,295,7.5,10.1,79.5,59,29.2,0,55160,0,0
7/10/2011 10:30,272,9.3,10.1,79.1,58,29.2,0,55160,0,0
7/10/2011 10:40,265,9.9,11.1,79.1,60,29.2,0,55160,0,0
7/10/2011 10:50,293,8.2,8.9,78.9,63,29.2,0,55160,0,0
7/10/2011 11:00,268,3.9,6,78.8,63,29.2,0,55160,0,0
7/10/2011 11:10,302,5,7.2,78.6,65,29.2,0,55160,0,0
7/10/2011 11:20,267,7.2,7.8,78,63,29.2,0,55160,0,0
7/10/2011 11:30,292,8.7,9.3,78.2,63,29.2,0,55160,0,0
7/10/2011 11:40,265,5.5,6.2,78.2,62,29.2,0,55160,0,0
7/10/2011 11:50,312,4.6,5,78.2,65,29.2,0,55160,0,0
7/10/2011 12:00,267,8.2,8.7,78.6,61,29.2,0,55160,0,0
7/10/2011 12:10,275,12,12.7,78.6,62,29.2,0,55160,0,0
7/10/2011 12:20,275,3.6,5.4,78.9,60,29.2,0,55160,0,0
7/10/2011 12:30,276,5,6,79.1,56,29.2,0,55160,0,0
7/10/2011 12:40,267,8.4,8.8,79.3,56,29.2,0,55160,0,0
7/10/2011 12:50,265,6.5,6.7,79.3,59,29.2,0,55160,0,0
7/10/2011 13:00,266,9.1,9.6,79.5,55,29.2,0,55160,0,0
7/10/2011 13:10,289,5,5.8,79.5,57,29.2,0,55160,0,0
7/10/2011 13:20,283,4.3,5.6,79.8,56,29.2,0,55160,0,0
7/10/2011 13:30,274,3.3,4.2,79.7,58,29.2,0,55160,0,0
7/10/2011 13:40,271,5.1,5.5,79.3,59,29.2,0,55160,0,0
7/10/2011 13:50,271,5.2,5.7,79.3,55,29.2,0,55160,0,0
7/10/2011 14:00,353,2.7,3.7,79.7,60,29.2,0,55160,0,0
7/10/2011 14:10,285,6.4,7.2,79.7,58,29.2,0,55160,0,0
7/10/2011 14:20,289,7,7.3,79.1,57,29.2,0,55160,0,0
7/10/2011 14:30,308,5,6,79.5,60,29.2,0,55160,0,0
7/10/2011 14:40,293,7.5,8,79.7,58,29.2,0,55160,0,0
7/10/2011 14:50,291,6.8,7.4,79.5,58,29.2,0,55160,0,0
7/10/2011 15:00,298,7.1,7.5,78.9,62,29.2,0,55160,0,0
7/10/2011 15:10,293,4.1,4.7,79.1,59,29.2,0,55160,0,0
7/10/2011 15:20,282,3.5,3.7,79.5,58,29.2,0,55160,0,0
7/10/2011 15:30,286,4.2,4.6,79.7,56,29.2,0,55160,0,0
7/10/2011 15:40,289,1.2,1.8,79.5,57,29.2,0,55160,0,0
7/10/2011 15:50,324,4.4,4.9,79.3,54,29.2,0,55160,0,0
7/10/2011 16:00,58,4.8,5,79.1,57,29.2,0,55160,0,0
7/10/2011 16:10,355,2.2,2.9,78.8,57,29.2,0,55160,0,0
7/10/2011 16:20,36,3.4,3.8,78.4,59,29.2,0,55160,0,0
7/10/2011 16:30,48,3.4,3.6,78.4,58,29.2,0,55160,0,0
7/10/2011 16:40,54,3,3.2,77.9,59,29.2,0,55160,0,0
7/10/2011 16:50,51,3.4,3.6,77.9,58,29.2,0,55160,0,0
7/10/2011 17:00,34,2,2.7,77.9,59,29.2,0,55160,0,0
7/10/2011 17:10,64,1.6,1.9,77.7,60,29.2,0,55160,0,0
7/10/2011 17:20,112,2.6,2.8,77.3,60,29.2,0,55160,0,0
7/10/2011 17:30,113,2.8,3,77.9,58,29.2,0,55160,0,0
7/10/2011 17:40,82,2.5,2.7,78.2,54,29.2,0,55160,0,0
7/10/2011 17:50,53,4.2,4.4,78,54,29.2,0,55160,0,0
7/10/2011 18:00,80,3,3.3,78,55,29.2,0,55160,0,0
7/10/2011 18:10,74,2.2,2.4,78.2,53,29.2,0,55160,0,0
7/10/2011 18:20,78,1.8,1.9,78.2,55,29.2,0,55160,0,0
7/10/2011 18:30,180,1.8,2,77.5,57,29.2,0,55160,0,0
7/10/2011 18:40,152,2.8,3,77.5,57,29.2,0,55180,0,0
7/10/2011 18:50,138,7.2,7.7,78.2,55,29.2,0,55260,0,0
7/10/2011 19:00,153,6.2,6.5,77.1,57,29.2,0,55260,0,0
7/10/2011 19:10,148,6.5,7.1,77.3,57,29.2,0,55260,0,0
7/10/2011 19:20,155,7,7.6,76.8,58,29.2,0,55260,0,0
7/10/2011 19:30,154,7.4,7.7,76.2,58,29.2,0,55260,0,0
7/10/2011 19:40,144,6.6,6.9,76.2,58,29.2,0,55260,0,0
7/10/2011 19:50,141,7,8.1,76.1,57,29.2,0,55260,0,0
7/10/2011 20:00,138,6.6,7.6,75.7,57,29.2,0,55260,0,0
7/10/2011 20:10,132,6.3,7,75.7,57,29.2,0,55260,0,0
7/10/2011 20:20,148,8.5,9.4,75.5,58,29.1,0,55260,0,0
7/10/2011 20:30,143,7.3,8,75.5,59,29.1,0,55260,0,0
7/10/2011 20:40,146,6.9,7.5,75.3,59,29.1,0,55260,0,0
7/10/2011 20:50,156,8.5,8.9,75,60,29.1,0,55260,0,0
7/10/2011 21:00,156,6.8,7.5,74.6,61,29.1,0,55260,0,0
7/10/2011 21:10,170,8.2,8.8,74.8,61,29.1,0,55260,0,0
7/10/2011 21:20,156,6,7.5,74.6,61,29.1,0,55260,0,0
7/10/2011 21:30,163,8.8,9.7,74.6,61,29.1,0,55260,0,0
7/10/2011 21:40,157,7.5,7.8,74.6,62,29.1,0,55260,0,0
7/10/2011 21:50,166,8.6,9.8,74.6,62,29.1,0,55260,0,0
7/10/2011 22:00,155,4.1,5.2,74.8,61,29.1,0,55260,0,0
7/10/2011 22:10,176,8.3,10.1,75,61,29.1,0,55260,0,0
7/10/2011 22:20,170,8,10.3,75.3,60,29.1,0,55260,0,0
7/10/2011 22:30,177,10.7,11.9,75.3,59,29.1,0,55260,0,0
7/10/2011 22:40,183,10.1,12.1,75.3,59,29.1,0,55260,0,0
7/10/2011 22:50,160,6.6,8.5,75.3,59,29.1,0,55260,0,0
7/10/2011 23:00,180,8.5,9.7,75.3,59,29.1,0,55260,0,0
7/10/2011 23:10,184,7.6,8.7,75.5,58,29.1,0,55260,0,0
7/10/2011 23:20,158,8.1,9.2,75.3,58,29.1,0,55260,0,0
7/10/2011 23:30,181,7,8.5,75.5,58,29.1,0,55260,0,0
7/10/2011 23:40,180,8.3,9,75.3,58,29.1,0,55260,0,0
7/10/2011 23:50,167,7.5,8,75.5,58,29.1,0,55260,0,0
7/11/2011 0:00,190,12.3,14,75.7,58,29.1,0,55260,0,0
7/11/2011 0:10,177,10.1,11,75.7,58,29.1,0,55260,0,0
7/11/2011 0:20,190,14,16.1,75.9,57,29.1,0,55260,0,0
7/11/2011 0:30,186,13.1,14.4,75.7,57,29.1,0,55260,0,0
7/11/2011 0:40,194,13.3,14,75.7,57,29.1,0,55260,0,0
7/11/2011 0:50,142,8.5,11.5,75.7,58,29.1,0,55260,0,0
7/11/2011 1:00,193,11.3,14.1,75.5,58,29.1,0,55260,0,0
7/11/2011 1:10,195,12,13.1,75.7,58,29.1,0,55260,0,0
7/11/2011 1:20,194,11.6,12.6,75.7,58,29.1,0,55260,0,0
7/11/2011 1:30,185,12,13.2,75.5,58,29.1,0,55260,0,0
7/11/2011 1:40,170,8.7,10.2,75.5,58,29.1,0,55260,0,0
7/11/2011 1:50,159,9.3,10.4,75.2,59,29.1,0,55260,0,0
7/11/2011 2:00,182,9.7,10.8,75.3,59,29.1,0,55260,0,0
7/11/2011 2:10,182,9.1,12.7,75.3,60,29.1,0,55260,0,0
7/11/2011 2:20,182,9.8,11.8,75.3,60,29.1,0,55260,0,0
7/11/2011 2:30,183,11.2,12.2,75.3,60,29.1,0,55260,0,0
7/11/2011 2:40,174,12.9,14.3,75.3,61,29.1,0,55260,0,0
7/11/2011 2:50,180,14.6,16.6,75.3,61,29.1,0,55260,0,0
7/11/2011 3:00,186,17.8,18.6,75.3,62,29.1,0,55260,0,0
7/11/2011 3:10,182,14.6,16.3,75.3,63,29.1,0,55260,0,0
7/11/2011 3:20,190,13.1,14.8,75.2,63,29.1,0,55260,0,0
7/11/2011 3:30,171,10.8,11.4,75,64,29.1,0,55260,0,0
7/11/2011 3:40,193,11.6,12.9,75,65,29.1,0,55260,0,0
7/11/2011 3:50,185,7.5,9.3,75,65,29.1,0,55260,0,0
7/11/2011 4:00,181,9.1,10.5,75.2,65,29.1,0,55260,0,0
7/11/2011 4:10,167,4.3,5.9,75.5,65,29.1,0,55260,0,0
7/11/2011 4:20,194,10.6,11.7,75.9,64,29.1,0,55260,0,0
7/11/2011 4:30,197,7.7,9.7,76.1,63,29.1,0,55260,0,0
7/11/2011 4:40,209,8.8,10.2,76.1,64,29.1,0,55260,0,0
7/11/2011 4:50,186,7.2,9,76.8,63,29.1,0,55260,0,0
7/11/2011 5:00,205,11.3,12.6,77.7,61,29.1,0,55260,0,0
7/11/2011 5:10,200,9.6,10.5,78,61,29.1,0,55260,0,0
7/11/2011 5:20,189,5.6,6.9,78.6,62,29.1,0,55260,0,0
7/11/2011 5:30,218,3.7,4.9,79.1,60,29.1,0,55260,0,0
7/11/2011 5:40,225,9.7,10.4,79.5,59,29.1,0,55260,0,0
7/11/2011 5:50,205,6.4,9.3,80.2,58,29.1,0,55260,0,0
7/11/2011 6:00,202,5.5,6.7,80.9,57,29.1,0,55260,0,0
7/11/2011 6:10,222,8.3,8.7,81.1,57,29.1,0,55260,0,0
7/11/2011 6:20,204,5.8,6.2,81.6,56,29.1,0,55260,0,0
7/11/2011 6:30,214,12.6,14.8,82,54,29.1,0,55260,0,0
7/11/2011 6:40,219,9.8,10.8,82.4,54,29.1,0,55260,0,0
7/11/2011 6:50,208,8,8.7,82.9,53,29.1,0,55260,0,0
7/11/2011 7:00,216,7.1,9.2,83.6,53,29.1,0,55260,0,0
7/11/2011 7:10,242,8.8,9.2,84,51,29.1,0,55260,0,0
7/11/2011 7:20,262,9.9,10.6,84.9,50,29.1,0,55260,0,0
7/11/2011 7:30,224,6.4,6.8,85.1,49,29.1,0,55260,0,0
7/11/2011 7:40,239,10.8,11.2,85.4,47,29.1,0,55260,0,0
7/11/2011 7:50,265,9.1,9.9,85.1,49,29.1,0,55260,0,0
7/11/2011 8:00,270,6.4,7.6,84.3,53,29.1,0,55260,0,0
7/11/2011 8:10,260,9.9,10.7,84.2,53,29.1,0,55260,0,0
7/11/2011 8:20,271,8.5,10.5,83.8,55,29.1,0,55260,0,0
7/11/2011 8:30,275,8.2,9.1,83.4,57,29.1,0,55260,0,0
7/11/2011 8:40,258,6,7.1,83.6,53,29.1,0,55260,0,0
7/11/2011 8:50,240,7.8,9.3,83.6,55,29.1,0,55260,0,0
7/11/2011 9:00,231,4.5,5.3,84.3,54,29.1,0,55260,0,0
7/11/2011 9:10,257,11.5,13,84.2,52,29.1,0,55260,0,0
7/11/2011 9:20,293,5.1,6.3,82.9,57,29.1,0,55260,0,0
7/11/2011 9:30,277,8.9,10.6,82.4,61,29.1,0,55260,0,0
7/11/2011 9:40,241,9.9,11.5,82.4,59,29.1,0,55260,0,0
7/11/2011 9:50,270,12,13.3,81.3,61,29.1,0,55260,0,0
7/11/2011 10:00,295,10.1,10.6,79.3,70,29.1,0,55260,0,0
7/11/2011 10:10,284,12.9,14.5,78.9,69,29.1,0,55260,0,0
7/11/2011 10:20,224,6.4,7.2,79.3,68,29.1,0,55270,0,0
7/11/2011 10:30,259,5.3,6.2,79.7,67,29.1,0,55270,0,0
7/11/2011 10:40,230,9.2,10.3,80.4,63,29.1,0,55270,0,0
7/11/2011 10:50,213,13.8,14.2,81.1,60,29,0,55270,0,0
7/11/2011 11:00,212,10,11.7,82.9,57,29,0,55270,0,0
7/11/2011 11:10,220,9.2,10.7,83.8,56,29,0,55270,0,0
7/11/2011 11:20,231,5.3,6.4,85.1,55,29.1,0,55270,0,0
7/11/2011 11:30,268,13.1,14,83.4,60,29.1,0,55270,0,0
7/11/2011 11:40,211,3.1,4.9,81.1,68,29.1,0,55270,0,0
7/11/2011 11:50,252,4.2,5.3,80.4,69,29.1,0,55270,0,0
7/11/2011 12:00,273,8.3,10.6,80.2,66,29.1,0,55270,0,0
7/11/2011 12:10,253,8.2,10.1,79.5,67,29.1,0,55270,0,0
7/11/2011 12:20,242,8.7,9.7,78.8,71,29.1,0,55270,0,0
7/11/2011 12:30,247,10.3,13.1,79.1,68,29.1,0,55270,0,0
7/11/2011 12:40,242,28.1,37.2,77.9,73,29.1,0,55290,0,0
7/11/2011 12:50,217,9.9,23.4,77.9,65,29,0,55290,0,0
7/11/2011 13:00,227,4.9,6.5,78.2,62,29,0,55310,0,0
7/11/2011 13:10,230,13.6,15.1,78,62,29,0,55480,0,0
7/11/2011 13:20,188,8.7,13.1,77.1,64,29,0,55490,0,0
7/11/2011 13:30,177,23.8,26.7,76.4,68,29,0,55520,0,0
7/11/2011 13:40,166,15.1,21.6,76.1,72,29,0,55750,0,0
7/11/2011 13:50,166,19,21.9,75.9,75,28.9,0,56120,0,0
7/11/2011 14:00,164,23,24.8,76.8,73,28.9,0.01,56140,0,0
7/11/2011 14:10,289,8.9,13.9,78.2,70,28.9,0.01,56140,0,0
7/11/2011 14:20,180,12.4,15,79.3,67,28.9,0.01,56140,0,0
7/11/2011 14:30,201,23.6,26.2,79.7,67,28.9,0.01,56140,0,0
7/11/2011 14:40,175,16.3,24.2,79.7,66,28.9,0.01,56140,0,0
7/11/2011 14:50,191,13.7,14.5,79.7,66,28.9,0.01,56140,0,0
7/11/2011 15:00,187,15.9,18,80,66,28.9,0.01,56140,0,0
7/11/2011 15:10,189,17,18.8,79.8,66,28.9,0.01,56140,0,0
7/11/2011 15:20,209,12.6,14.5,80,65,28.9,0.01,56140,0,0
7/11/2011 15:30,213,15.4,17.5,80.4,63,28.9,0.01,56140,0,0
7/11/2011 15:40,246,18.1,18.7,80.4,62,28.9,0.01,56140,0,0
7/11/2011 15:50,236,7.1,10.3,80.6,62,28.9,0.01,56140,0,0
7/11/2011 16:00,249,11,13.6,80.9,61,28.9,0.01,56140,0,0
7/11/2011 16:10,289,14.7,17.2,80.6,63,28.9,0.01,56140,0,0
7/11/2011 16:20,255,14,17.1,79.1,70,29,0.01,56140,0,0
7/11/2011 16:30,251,13.2,13.7,78,75,29,0.01,56140,0,0
7/11/2011 16:40,272,8.7,9.5,77.9,75,29,0.01,56140,0,0
7/11/2011 16:50,258,16.3,17.4,77.1,78,29,0.01,56140,0,0
7/11/2011 17:00,266,10.7,12.7,76.2,84,29,0.01,56140,0,0
7/11/2011 17:10,239,13.1,13.9,75.9,85,29,0.01,56140,0,0
7/11/2011 17:20,274,10.6,11.8,76.4,82,29,0.01,56140,0,0
7/11/2011 17:30,238,5.7,6.5,77,78,29,0.01,56140,0,0
7/11/2011 17:40,269,3.6,4.2,77.7,75,29,0.01,56140,0,0
7/11/2011 17:50,245,10.8,12.3,76.6,81,29,0.01,56140,0,0
7/11/2011 18:00,248,12.1,13.4,76.1,83,29,0.01,56140,0,0
7/11/2011 18:10,249,8.9,10.3,75.3,86,29,0.01,56140,0,0
7/11/2011 18:20,245,12.9,14.3,75.2,87,29,0.01,56140,0,0
7/11/2011 18:30,237,10.9,12.6,75,87,29,0.01,56140,0,0
7/11/2011 18:40,215,8.6,9.5,75,87,29,0.01,56140,0,0
7/11/2011 18:50,276,6.9,7.6,75.3,83,29,0.01,56140,0,0
7/11/2011 19:00,268,4.2,5.1,75.2,83,29,0.01,56140,0,0
7/11/2011 19:10,232,8.3,8.6,75.3,79,29,0.01,56140,0,0
7/11/2011 19:20,228,8.3,9,75.5,77,29,0.01,56140,0,0
7/11/2011 19:30,230,9.6,10.6,75.5,76,29,0.01,56140,0,0
7/11/2011 19:40,247,7.6,8,75.3,76,29,0.01,56140,0,0
7/11/2011 19:50,221,10.4,12.2,75,76,29,0.01,56140,0,0
7/11/2011 20:00,215,8,10.1,74.6,77,29,0.01,56140,0,0
7/11/2011 20:10,201,4.9,6.2,74.3,78,29,0.01,56140,0,0
7/11/2011 20:20,227,7.1,9.1,74.3,78,29,0.01,56140,0,0
7/11/2011 20:30,221,10.9,11.3,74.3,78,29,0.01,56140,0,0
7/11/2011 20:40,232,8.8,9.9,74.3,78,29,0.01,56140,0,0
7/11/2011 20:50,213,5.5,6.5,74.3,79,29,0.01,56140,0,0
7/11/2011 21:00,231,9.7,10.5,74.1,79,29,0,56140,0,0
7/11/2011 21:10,222,5.5,6.2,74.1,79,29,0,56140,0,0
7/11/2011 21:20,241,11.2,12.6,74.1,79,29,0,56140,0,0
7/11/2011 21:30,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-
7/11/2011 21:40,216,7.6,8.3,74.4,78,29,0,56140,0,0
7/11/2011 21:50,238,13.3,14.2,74.4,78,29,0,56140,0,0
7/11/2011 22:00,228,8.6,10,74.3,79,29,0,56140,0,0
7/11/2011 22:10,219,7.7,8.7,74.1,79,29,0,56140,0,0
7/11/2011 22:20,228,7.9,9.3,73.9,80,29,0,56140,0,0
7/11/2011 22:30,241,10.9,11.9,74.1,80,29,0,56140,0,0
7/11/2011 22:40,238,10.6,11.5,74.1,79,29,0,56140,0,0
7/11/2011 22:50,233,9.8,10.5,73.9,80,29,0,56140,0,0
7/11/2011 23:00,226,10.2,10.7,73.5,81,29,0,56140,0,0
7/11/2011 23:10,222,11.4,12.4,73.4,81,29,0,56140,0,0
7/11/2011 23:20,217,12.7,13.1,73.2,82,29,0,56140,0,0
7/11/2011 23:30,218,15.7,16.5,73.2,82,29,0,56140,0,0
7/11/2011 23:40,221,11.3,12.6,73.4,82,29,0,56140,0,0
7/11/2011 23:50,239,10.9,12,73.4,82,29,0,56140,0,0
7/12/2011 0:00,235,7.8,8.2,73.4,82,29,0,56140,0,0
7/12/2011 0:10,228,5.3,7.8,73.2,83,29,0,56140,0,0
7/12/2011 0:20,216,10.2,11.2,73.2,83,29,0,56140,0,0
7/12/2011 0:30,252,12.6,14.9,73,83,29,0,56140,0,0
7/12/2011 0:40,216,8.2,10.6,72.8,84,29,0,56140,0,0
7/12/2011 0:50,234,18.6,20.1,72.8,84,29,0,56140,0,0
7/12/2011 1:00,212,7,13.4,73,84,29,0,56140,0,0
7/12/2011 1:10,235,6.5,7.5,73,85,29,0,56140,0,0
7/12/2011 1:20,238,10.8,11.4,72.6,85,29,0,56140,0,0
7/12/2011 1:30,226,9.9,11,72.6,86,29,0,56140,0,0
7/12/2011 1:40,249,9,10,72.8,86,29,0,56140,0,0
7/12/2011 1:50,245,5.1,6.1,72.8,86,29,0,56140,0,0
7/12/2011 2:00,236,11,12.6,72.8,86,29,0,56140,0,0
7/12/2011 2:10,235,9.2,10.3,72.8,87,29,0,56140,0,0
7/12/2011 2:20,237,6,6.7,72.8,87,29,0,56140,0,0
7/12/2011 2:30,224,3.8,5,72.8,88,29,0,56140,0,0
7/12/2011 2:40,262,5.5,6,72.8,88,29,0,56140,0,0
7/12/2011 2:50,237,9.8,11.8,72.8,88,29,0,56140,0,0
7/12/2011 3:00,265,10,11.4,72.8,88,29,0,56140,0,0
7/12/2011 3:10,221,11,12,72.8,88,29,0,56140,0,0
7/12/2011 3:20,235,12.9,15.9,72.8,88,29,0,56140,0,0
7/12/2011 3:30,254,11.6,12.6,72.8,88,29,0,56140,0,0
7/12/2011 3:40,256,6.6,8.8,73,88,29,0,56140,0,0
7/12/2011 3:50,245,9.7,10.8,73,88,29,0,56140,0,0
7/12/2011 4:00,239,8.7,9.7,73,88,29,0,56140,0,0
7/12/2011 4:10,241,12.5,13,73.2,88,29,0,56140,0,0
7/12/2011 4:20,270,6.8,7.4,73.2,88,29,0,56140,0,0
7/12/2011 4:30,239,13.1,14.6,73.2,89,29,0,56140,0,0
7/12/2011 4:40,262,13.8,15.2,73.2,89,29,0,56140,0,0
7/12/2011 4:50,252,13.5,14,73.2,89,29,0,56140,0,0
7/12/2011 5:00,253,11.6,12.1,73.2,90,29,0,56140,0,0
7/12/2011 5:10,250,10.4,11.3,73.2,91,29,0,56140,0,0
7/12/2011 5:20,250,9.9,10.7,73.2,90,29,0,56140,0,0
7/12/2011 5:30,265,12.2,13.8,73.2,90,29,0,56140,0,0
7/12/2011 5:40,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-
7/12/2011 5:50,281,7.9,9.8,73.2,90,29,0,56140,0,0
7/12/2011 6:00,296,7.7,8.7,73.5,91,29.1,0,56140,0,0
7/12/2011 6:10,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-
7/12/2011 6:20,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-
7/12/2011 6:30,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-
7/12/2011 6:40,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-
7/12/2011 6:50,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-
7/12/2011 7:00,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-
7/12/2011 7:10,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-
7/12/2011 7:20,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-
7/12/2011 7:30,304,8.2,9.3,73.9,91,29.1,0,56140,0,0
7/12/2011 7:40,268,7.2,9.4,73.9,90,29.1,0,56140,0,0
7/12/2011 7:50,252,8.7,9.3,74.1,90,29.1,0,56140,0,0
7/12/2011 8:00,248,7.8,8.2,74.6,88,29.1,0,56140,0,0
7/12/2011 8:10,246,9.9,11.3,75,88,29.1,0,56140,0,0
7/12/2011 8:20,263,8.3,9.9,75.3,87,29.1,0,56140,0,0
7/12/2011 8:30,299,5.6,7,75.9,86,29.1,0,56140,0,0
7/12/2011 8:40,286,9.1,11.4,76.1,85,29.1,0,56140,0,0
7/12/2011 8:50,275,8.4,8.9,75.9,86,29.1,0,56140,0,0
7/12/2011 9:00,268,10.6,11.1,75.5,86,29.1,0,56140,0,0
7/12/2011 9:10,306,6.8,8.4,75.9,86,29.1,0,56140,0,0
7/12/2011 9:20,252,10.2,11.7,75.9,86,29.1,0,56140,0,0
7/12/2011 9:30,241,12.9,14.7,75.9,84,29.1,0,56140,0,0
7/12/2011 9:40,288,4.1,7.2,75.7,86,29.1,0,56140,0,0
7/12/2011 9:50,233,10.1,11.8,76.1,84,29.1,0,56140,0,0
7/12/2011 10:00,291,5.9,6.4,75.3,86,29.1,0,56140,0,0
7/12/2011 10:10,262,8.1,9,75.7,84,29.1,0,56140,0,0
7/12/2011 10:20,298,7.6,9,75.9,85,29.1,0,56140,0,0
7/12/2011 10:30,276,9.9,10.9,75,87,29.1,0,56140,0,0
7/12/2011 10:40,286,13.5,14.3,74.6,88,29.1,0,56140,0,0
7/12/2011 10:50,290,7.8,8.5,74.6,89,29.1,0,56140,0,0
7/12/2011 11:00,265,9.7,10.8,75.7,87,29.1,0,56140,0,0
7/12/2011 11:10,276,10.8,11.5,76.2,85,29.1,0,56140,0,0
7/12/2011 11:20,281,7.4,9.9,76.2,85,29.1,0,56140,0,0
7/12/2011 11:30,302,6.7,7.4,75.9,86,29.1,0,56140,0,0
7/12/2011 11:40,287,12.2,12.9,75.9,87,29.1,0,56140,0,0
7/12/2011 11:50,289,12,12.5,75.5,88,29.1,0,56140,0,0
7/12/2011 12:00,292,10,11.2,75,90,29.1,0,56140,0,0
7/12/2011 12:10,284,10.2,11.4,75.3,89,29.1,0,56140,0,0
7/12/2011 12:20,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-
7/12/2011 12:30,305,7.1,9.8,74.8,91,29.1,0,56140,0,0
7/12/2011 12:40,283,6.2,7,75,92,29.1,0,56140,0,0
7/12/2011 12:50,247,9.3,12.2,75.7,90,29.1,0,56140,0,0
7/12/2011 13:00,311,5.8,8.7,76.1,89,29.1,0,56140,0,0
7/12/2011 13:10,254,10.9,12.3,76.4,88,29.1,0,56140,0,0
7/12/2011 13:20,272,11.6,12.5,76.6,87,29.1,0,56140,0,0
7/12/2011 13:30,311,7.1,8.8,76.2,88,29.1,0,56140,0,0
7/12/2011 13:40,283,13.9,16,76.6,87,29,0,56140,0,0
7/12/2011 13:50,268,7,11.6,76.8,86,29.1,0,56140,0,0
7/12/2011 14:00,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-
