times,Units,parameter,value
2008-08-17 13:30:00,mg/L,Dissolved_Oxygen,9.01
2008-08-17 13:30:00,ÂµS/cm,Sp Cond,297.0
2008-08-17 13:30:00,%,ODOSat,107.5
2008-08-17 13:30:00,NTU+,Turb+,17.53
2008-08-17 13:30:00,F,Water_Temperature,75.55
2008-08-17 13:30:00,V,Bat,14.3
2008-08-17 14:00:00,ÂµS/cm,Sp Cond,298.0
2008-08-17 14:00:00,NTU+,Turb+,17.77
2008-08-17 14:00:00,V,Bat,14.2
2008-08-17 14:00:00,mg/L,Dissolved_Oxygen,8.99
2008-08-17 14:00:00,%,ODOSat,107.3
2008-08-17 14:00:00,F,Water_Temperature,75.61
2008-08-17 14:30:00,V,Bat,14.2
2008-08-17 14:30:00,mg/L,Dissolved_Oxygen,8.97
2008-08-17 14:30:00,ÂµS/cm,Sp Cond,300.0
2008-08-17 14:30:00,NTU+,Turb+,17.6
2008-08-17 14:30:00,F,Water_Temperature,75.66
2008-08-17 14:30:00,%,ODOSat,107.2
2008-08-17 15:00:00,%,ODOSat,106.6
2008-08-17 15:00:00,V,Bat,14.3
2008-08-17 15:00:00,mg/L,Dissolved_Oxygen,8.93
2008-08-17 15:00:00,ÂµS/cm,Sp Cond,300.0
2008-08-17 15:00:00,F,Water_Temperature,75.68
2008-08-17 15:00:00,NTU+,Turb+,19.73
2008-08-17 15:30:00,F,Water_Temperature,75.66
2008-08-17 15:30:00,%,ODOSat,106.2
2008-08-17 15:30:00,NTU+,Turb+,21.97
2008-08-17 15:30:00,V,Bat,14.2
2008-08-17 15:30:00,ÂµS/cm,Sp Cond,299.0
2008-08-17 15:30:00,mg/L,Dissolved_Oxygen,8.89
2008-08-17 16:00:00,%,ODOSat,105.7
2008-08-17 16:00:00,V,Bat,14.0
2008-08-17 16:00:00,NTU+,Turb+,20.53
2008-08-17 16:00:00,ÂµS/cm,Sp Cond,299.0
2008-08-17 16:00:00,mg/L,Dissolved_Oxygen,8.86
2008-08-17 16:00:00,F,Water_Temperature,75.56
2008-08-17 16:30:00,V,Bat,13.4
2008-08-17 16:30:00,mg/L,Dissolved_Oxygen,8.83
2008-08-17 16:30:00,%,ODOSat,105.3
2008-08-17 16:30:00,NTU+,Turb+,17.8
2008-08-17 16:30:00,F,Water_Temperature,75.48
2008-08-17 16:30:00,ÂµS/cm,Sp Cond,300.0
2008-08-17 17:00:00,%,ODOSat,104.6
2008-08-17 17:00:00,F,Water_Temperature,75.42
2008-08-17 17:00:00,ÂµS/cm,Sp Cond,300.0
2008-08-17 17:00:00,NTU+,Turb+,18.73
2008-08-17 17:00:00,mg/L,Dissolved_Oxygen,8.78
2008-08-17 17:00:00,V,Bat,13.3
2008-08-17 17:30:00,mg/L,Dissolved_Oxygen,8.74
2008-08-17 17:30:00,F,Water_Temperature,75.34
2008-08-17 17:30:00,ÂµS/cm,Sp Cond,300.0
2008-08-17 17:30:00,%,ODOSat,104.1
2008-08-17 17:30:00,NTU+,Turb+,17.93
2008-08-17 17:30:00,V,Bat,13.3
2008-08-17 18:00:00,mg/L,Dissolved_Oxygen,8.72
2008-08-17 18:00:00,F,Water_Temperature,75.27
2008-08-17 18:00:00,ÂµS/cm,Sp Cond,301.0
2008-08-17 18:00:00,NTU+,Turb+,17.73
2008-08-17 18:00:00,V,Bat,13.3
2008-08-17 18:00:00,%,ODOSat,103.7
2008-08-17 18:30:00,%,ODOSat,103.5
2008-08-17 18:30:00,mg/L,Dissolved_Oxygen,8.7
2008-08-17 18:30:00,F,Water_Temperature,75.23
2008-08-17 18:30:00,ÂµS/cm,Sp Cond,301.0
2008-08-17 18:30:00,NTU+,Turb+,18.2
2008-08-17 18:30:00,V,Bat,13.3
2008-08-17 19:00:00,%,ODOSat,103.0
2008-08-17 19:00:00,mg/L,Dissolved_Oxygen,8.67
2008-08-17 19:00:00,F,Water_Temperature,75.16
2008-08-17 19:00:00,V,Bat,13.3
2008-08-17 19:00:00,NTU+,Turb+,17.87
2008-08-17 19:00:00,ÂµS/cm,Sp Cond,301.0
2008-08-17 19:30:00,F,Water_Temperature,75.12
2008-08-17 19:30:00,V,Bat,13.2
2008-08-17 19:30:00,%,ODOSat,102.6
2008-08-17 19:30:00,NTU+,Turb+,17.9
2008-08-17 19:30:00,ÂµS/cm,Sp Cond,304.0
2008-08-17 19:30:00,mg/L,Dissolved_Oxygen,8.64
2008-08-17 20:00:00,%,ODOSat,102.2
2008-08-17 20:00:00,mg/L,Dissolved_Oxygen,8.61
2008-08-17 20:00:00,F,Water_Temperature,75.03
2008-08-17 20:00:00,V,Bat,13.2
2008-08-17 20:00:00,ÂµS/cm,Sp Cond,304.0
2008-08-17 20:00:00,NTU+,Turb+,17.77
2008-08-17 20:30:00,%,ODOSat,101.3
2008-08-17 20:30:00,V,Bat,13.2
2008-08-17 20:30:00,ÂµS/cm,Sp Cond,305.0
2008-08-17 20:30:00,F,Water_Temperature,74.97
2008-08-17 20:30:00,NTU+,Turb+,18.37
2008-08-17 20:30:00,mg/L,Dissolved_Oxygen,8.54
2008-08-17 21:00:00,F,Water_Temperature,74.87
2008-08-17 21:00:00,%,ODOSat,101.3
2008-08-17 21:00:00,mg/L,Dissolved_Oxygen,8.55
2008-08-17 21:00:00,ÂµS/cm,Sp Cond,305.0
2008-08-17 21:00:00,NTU+,Turb+,17.23
2008-08-17 21:00:00,V,Bat,13.2
2008-08-17 21:30:00,%,ODOSat,101.3
2008-08-17 21:30:00,mg/L,Dissolved_Oxygen,8.56
2008-08-17 21:30:00,ÂµS/cm,Sp Cond,304.0
2008-08-17 21:30:00,F,Water_Temperature,74.78
2008-08-17 21:30:00,NTU+,Turb+,17.1
2008-08-17 21:30:00,V,Bat,13.2
2008-08-17 22:00:00,NTU+,Turb+,16.93
2008-08-17 22:00:00,%,ODOSat,100.9
2008-08-17 22:00:00,mg/L,Dissolved_Oxygen,8.53
2008-08-17 22:00:00,V,Bat,13.2
2008-08-17 22:00:00,F,Water_Temperature,74.71
2008-08-17 22:00:00,ÂµS/cm,Sp Cond,304.0
2008-08-17 22:30:00,mg/L,Dissolved_Oxygen,8.51
2008-08-17 22:30:00,NTU+,Turb+,17.47
2008-08-17 22:30:00,%,ODOSat,100.7
2008-08-17 22:30:00,ÂµS/cm,Sp Cond,304.0
2008-08-17 22:30:00,F,Water_Temperature,74.65
2008-08-17 22:30:00,V,Bat,13.2
2008-08-17 23:00:00,NTU+,Turb+,17.4
2008-08-17 23:00:00,%,ODOSat,100.3
2008-08-17 23:00:00,V,Bat,13.2
2008-08-17 23:00:00,mg/L,Dissolved_Oxygen,8.5
2008-08-17 23:00:00,ÂµS/cm,Sp Cond,304.0
2008-08-17 23:00:00,F,Water_Temperature,74.55
2008-08-17 23:30:00,V,Bat,13.1
2008-08-17 23:30:00,mg/L,Dissolved_Oxygen,8.51
2008-08-17 23:30:00,ÂµS/cm,Sp Cond,304.0
2008-08-17 23:30:00,NTU+,Turb+,16.1
2008-08-17 23:30:00,F,Water_Temperature,74.46
2008-08-17 23:30:00,%,ODOSat,100.4
2008-08-18 00:00:00,F,Water_Temperature,74.38
2008-08-18 00:00:00,%,ODOSat,100.0
2008-08-18 00:00:00,V,Bat,13.1
2008-08-18 00:00:00,ÂµS/cm,Sp Cond,304.0
2008-08-18 00:00:00,mg/L,Dissolved_Oxygen,8.49
2008-08-18 00:00:00,NTU+,Turb+,16.4
2008-08-18 00:30:00,F,Water_Temperature,74.3
2008-08-18 00:30:00,ÂµS/cm,Sp Cond,304.0
2008-08-18 00:30:00,NTU+,Turb+,16.13
2008-08-18 00:30:00,V,Bat,13.1
2008-08-18 00:30:00,mg/L,Dissolved_Oxygen,8.49
2008-08-18 00:30:00,%,ODOSat,100.0
2008-08-18 01:00:00,ÂµS/cm,Sp Cond,304.0
2008-08-18 01:00:00,NTU+,Turb+,14.67
2008-08-18 01:00:00,F,Water_Temperature,74.21
2008-08-18 01:00:00,V,Bat,13.1
2008-08-18 01:00:00,mg/L,Dissolved_Oxygen,8.48
2008-08-18 01:00:00,%,ODOSat,99.8
2008-08-18 01:30:00,NTU+,Turb+,12.87
2008-08-18 01:30:00,mg/L,Dissolved_Oxygen,8.56
2008-08-18 01:30:00,F,Water_Temperature,74.18
2008-08-18 01:30:00,ÂµS/cm,Sp Cond,302.0
2008-08-18 01:30:00,%,ODOSat,100.6
2008-08-18 01:30:00,V,Bat,13.1
2008-08-18 02:00:00,F,Water_Temperature,74.1
2008-08-18 02:00:00,%,ODOSat,100.4
2008-08-18 02:00:00,mg/L,Dissolved_Oxygen,8.54
2008-08-18 02:00:00,NTU+,Turb+,13.33
2008-08-18 02:00:00,ÂµS/cm,Sp Cond,303.0
2008-08-18 02:00:00,V,Bat,13.1
2008-08-18 02:30:00,mg/L,Dissolved_Oxygen,8.57
2008-08-18 02:30:00,%,ODOSat,100.7
2008-08-18 02:30:00,V,Bat,13.1
2008-08-18 02:30:00,ÂµS/cm,Sp Cond,302.0
2008-08-18 02:30:00,F,Water_Temperature,74.05
2008-08-18 02:30:00,NTU+,Turb+,14.27
2008-08-18 03:00:00,NTU+,Turb+,13.63
2008-08-18 03:00:00,V,Bat,13.1
2008-08-18 03:00:00,ÂµS/cm,Sp Cond,302.0
2008-08-18 03:00:00,%,ODOSat,100.3
2008-08-18 03:00:00,mg/L,Dissolved_Oxygen,8.54
2008-08-18 03:00:00,F,Water_Temperature,73.96
2008-08-18 03:30:00,V,Bat,13.1
2008-08-18 03:30:00,ÂµS/cm,Sp Cond,302.0
2008-08-18 03:30:00,%,ODOSat,100.4
2008-08-18 03:30:00,NTU+,Turb+,13.97
2008-08-18 03:30:00,mg/L,Dissolved_Oxygen,8.56
2008-08-18 03:30:00,F,Water_Temperature,73.89
2008-08-18 04:00:00,mg/L,Dissolved_Oxygen,8.62
2008-08-18 04:00:00,ÂµS/cm,Sp Cond,302.0
2008-08-18 04:00:00,%,ODOSat,101.0
2008-08-18 04:00:00,F,Water_Temperature,73.83
2008-08-18 04:00:00,NTU+,Turb+,13.8
2008-08-18 04:00:00,V,Bat,13.1
2008-08-18 04:30:00,NTU+,Turb+,17.67
2008-08-18 04:30:00,F,Water_Temperature,73.56
2008-08-18 04:30:00,%,ODOSat,100.9
2008-08-18 04:30:00,V,Bat,13.1
2008-08-18 04:30:00,ÂµS/cm,Sp Cond,303.0
2008-08-18 04:30:00,mg/L,Dissolved_Oxygen,8.64
2008-08-18 05:00:00,V,Bat,13.5
2008-08-18 05:00:00,NTU+,Turb+,18.3
2008-08-18 05:00:00,%,ODOSat,101.2
2008-08-18 05:00:00,ÂµS/cm,Sp Cond,303.0
2008-08-18 05:00:00,F,Water_Temperature,73.51
2008-08-18 05:00:00,mg/L,Dissolved_Oxygen,8.66
2008-08-18 05:30:00,NTU+,Turb+,17.63
2008-08-18 05:30:00,mg/L,Dissolved_Oxygen,8.76
2008-08-18 05:30:00,V,Bat,13.9
2008-08-18 05:30:00,F,Water_Temperature,73.5
2008-08-18 05:30:00,%,ODOSat,102.3
2008-08-18 05:30:00,ÂµS/cm,Sp Cond,303.0
2008-08-18 06:00:00,F,Water_Temperature,73.63
2008-08-18 06:00:00,ÂµS/cm,Sp Cond,301.0
2008-08-18 06:00:00,V,Bat,14.1
2008-08-18 06:00:00,%,ODOSat,103.0
2008-08-18 06:00:00,NTU+,Turb+,14.53
2008-08-18 06:00:00,mg/L,Dissolved_Oxygen,8.81
2008-08-18 06:30:00,NTU+,Turb+,16.3
2008-08-18 06:30:00,%,ODOSat,103.3
2008-08-18 06:30:00,V,Bat,14.2
2008-08-18 06:30:00,mg/L,Dissolved_Oxygen,8.83
2008-08-18 06:30:00,ÂµS/cm,Sp Cond,301.0
2008-08-18 06:30:00,F,Water_Temperature,73.67
2008-08-18 07:00:00,V,Bat,14.2
2008-08-18 07:00:00,mg/L,Dissolved_Oxygen,8.89
2008-08-18 07:00:00,F,Water_Temperature,73.8
2008-08-18 07:00:00,NTU+,Turb+,16.13
2008-08-18 07:00:00,ÂµS/cm,Sp Cond,301.0
2008-08-18 07:00:00,%,ODOSat,104.2
2008-08-18 07:30:00,mg/L,Dissolved_Oxygen,8.94
2008-08-18 07:30:00,F,Water_Temperature,73.97
2008-08-18 07:30:00,V,Bat,14.2
2008-08-18 07:30:00,%,ODOSat,105.0
2008-08-18 07:30:00,NTU+,Turb+,16.27
2008-08-18 07:30:00,ÂµS/cm,Sp Cond,300.0
2008-08-18 08:00:00,NTU+,Turb+,18.67
2008-08-18 08:00:00,mg/L,Dissolved_Oxygen,8.98
2008-08-18 08:00:00,V,Bat,14.2
2008-08-18 08:00:00,%,ODOSat,105.6
2008-08-18 08:00:00,ÂµS/cm,Sp Cond,300.0
2008-08-18 08:00:00,F,Water_Temperature,74.1
2008-08-18 08:30:00,V,Bat,14.3
2008-08-18 08:30:00,mg/L,Dissolved_Oxygen,9.02
2008-08-18 08:30:00,F,Water_Temperature,74.31
2008-08-18 08:30:00,ÂµS/cm,Sp Cond,300.0
2008-08-18 08:30:00,NTU+,Turb+,20.7
2008-08-18 08:30:00,%,ODOSat,106.2
2008-08-18 09:00:00,F,Water_Temperature,74.5
2008-08-18 09:00:00,ÂµS/cm,Sp Cond,300.0
2008-08-18 09:00:00,NTU+,Turb+,17.93
2008-08-18 09:00:00,V,Bat,14.3
2008-08-18 09:00:00,mg/L,Dissolved_Oxygen,9.03
2008-08-18 09:00:00,%,ODOSat,106.6
2008-08-18 09:30:00,ÂµS/cm,Sp Cond,300.0
2008-08-18 09:30:00,NTU+,Turb+,22.83
2008-08-18 09:30:00,V,Bat,14.2
2008-08-18 09:30:00,mg/L,Dissolved_Oxygen,9.03
2008-08-18 09:30:00,F,Water_Temperature,74.77
2008-08-18 09:30:00,%,ODOSat,106.8
2008-08-18 10:00:00,V,Bat,14.3
2008-08-18 10:00:00,NTU+,Turb+,21.4
2008-08-18 10:00:00,%,ODOSat,107.3
2008-08-18 10:00:00,ÂµS/cm,Sp Cond,299.0
2008-08-18 10:00:00,F,Water_Temperature,74.97
2008-08-18 10:00:00,mg/L,Dissolved_Oxygen,9.05
2008-08-18 10:30:00,V,Bat,14.4
2008-08-18 10:30:00,%,ODOSat,107.4
2008-08-18 10:30:00,NTU+,Turb+,22.03
2008-08-18 10:30:00,mg/L,Dissolved_Oxygen,9.03
2008-08-18 10:30:00,ÂµS/cm,Sp Cond,299.0
2008-08-18 10:30:00,F,Water_Temperature,75.21
2008-08-18 11:00:00,mg/L,Dissolved_Oxygen,9.0
2008-08-18 11:00:00,V,Bat,14.3
2008-08-18 11:00:00,NTU+,Turb+,22.17
2008-08-18 11:00:00,F,Water_Temperature,75.45
2008-08-18 11:00:00,ÂµS/cm,Sp Cond,300.0
2008-08-18 11:00:00,%,ODOSat,107.2
2008-08-18 11:30:00,%,ODOSat,107.4
2008-08-18 11:30:00,NTU+,Turb+,20.73
2008-08-18 11:30:00,V,Bat,14.2
2008-08-18 11:30:00,F,Water_Temperature,75.64
2008-08-18 11:30:00,ÂµS/cm,Sp Cond,300.0
2008-08-18 11:30:00,mg/L,Dissolved_Oxygen,8.99
2008-08-18 12:00:00,mg/L,Dissolved_Oxygen,8.97
2008-08-18 12:00:00,NTU+,Turb+,23.17
2008-08-18 12:00:00,F,Water_Temperature,75.82
2008-08-18 12:00:00,%,ODOSat,107.4
2008-08-18 12:00:00,ÂµS/cm,Sp Cond,301.0
2008-08-18 12:00:00,V,Bat,14.2
2008-08-18 12:30:00,mg/L,Dissolved_Oxygen,8.94
2008-08-18 12:30:00,ÂµS/cm,Sp Cond,302.0
2008-08-18 12:30:00,F,Water_Temperature,76.0
2008-08-18 12:30:00,%,ODOSat,107.1
2008-08-18 12:30:00,V,Bat,14.3
2008-08-18 12:30:00,NTU+,Turb+,24.0
2008-08-18 13:00:00,V,Bat,14.2
2008-08-18 13:00:00,ÂµS/cm,Sp Cond,303.0
2008-08-18 13:00:00,NTU+,Turb+,23.13
2008-08-18 13:00:00,%,ODOSat,107.1
2008-08-18 13:00:00,mg/L,Dissolved_Oxygen,8.92
2008-08-18 13:00:00,F,Water_Temperature,76.2
2008-08-18 13:30:00,V,Bat,14.2
2008-08-18 13:30:00,%,ODOSat,107.0
2008-08-18 13:30:00,mg/L,Dissolved_Oxygen,8.89
2008-08-18 13:30:00,NTU+,Turb+,27.5
2008-08-18 13:30:00,F,Water_Temperature,76.38
2008-08-18 13:30:00,ÂµS/cm,Sp Cond,304.0
2008-08-18 14:00:00,NTU+,Turb+,19.07
2008-08-18 14:00:00,V,Bat,14.1
2008-08-18 14:00:00,F,Water_Temperature,76.4
2008-08-18 14:00:00,mg/L,Dissolved_Oxygen,8.9
2008-08-18 14:00:00,%,ODOSat,107.1
2008-08-18 14:00:00,ÂµS/cm,Sp Cond,304.0
2008-08-18 14:30:00,V,Bat,14.2
2008-08-18 14:30:00,F,Water_Temperature,76.58
2008-08-18 14:30:00,%,ODOSat,106.2
2008-08-18 14:30:00,NTU+,Turb+,28.3
2008-08-18 14:30:00,mg/L,Dissolved_Oxygen,8.81
2008-08-18 14:30:00,ÂµS/cm,Sp Cond,306.0
2008-08-18 15:00:00,NTU+,Turb+,20.63
2008-08-18 15:00:00,%,ODOSat,106.3
2008-08-18 15:00:00,mg/L,Dissolved_Oxygen,8.82
2008-08-18 15:00:00,V,Bat,14.1
2008-08-18 15:00:00,F,Water_Temperature,76.55
2008-08-18 15:00:00,ÂµS/cm,Sp Cond,306.0
2008-08-18 15:30:00,V,Bat,14.0
2008-08-18 15:30:00,F,Water_Temperature,76.45
2008-08-18 15:30:00,mg/L,Dissolved_Oxygen,8.82
2008-08-18 15:30:00,ÂµS/cm,Sp Cond,307.0
2008-08-18 15:30:00,%,ODOSat,106.2
2008-08-18 15:30:00,NTU+,Turb+,18.7
2008-08-18 16:00:00,F,Water_Temperature,76.46
2008-08-18 16:00:00,mg/L,Dissolved_Oxygen,8.75
2008-08-18 16:00:00,ÂµS/cm,Sp Cond,308.0
2008-08-18 16:00:00,%,ODOSat,105.3
2008-08-18 16:00:00,V,Bat,14.3
2008-08-18 16:00:00,NTU+,Turb+,19.9
2008-08-18 16:30:00,NTU+,Turb+,24.57
2008-08-18 16:30:00,F,Water_Temperature,76.44
2008-08-18 16:30:00,%,ODOSat,104.7
2008-08-18 16:30:00,V,Bat,13.6
2008-08-18 16:30:00,mg/L,Dissolved_Oxygen,8.7
2008-08-18 16:30:00,ÂµS/cm,Sp Cond,308.0
2008-08-18 17:00:00,%,ODOSat,104.5
2008-08-18 17:00:00,V,Bat,13.3
2008-08-18 17:00:00,mg/L,Dissolved_Oxygen,8.69
2008-08-18 17:00:00,F,Water_Temperature,76.37
2008-08-18 17:00:00,NTU+,Turb+,22.23
2008-08-18 17:00:00,ÂµS/cm,Sp Cond,309.0
2008-08-18 17:30:00,ÂµS/cm,Sp Cond,309.0
2008-08-18 17:30:00,mg/L,Dissolved_Oxygen,8.66
2008-08-18 17:30:00,F,Water_Temperature,76.33
2008-08-18 17:30:00,V,Bat,13.3
2008-08-18 17:30:00,NTU+,Turb+,21.67
2008-08-18 17:30:00,%,ODOSat,104.2
2008-08-18 18:00:00,%,ODOSat,103.6
2008-08-18 18:00:00,F,Water_Temperature,76.27
2008-08-18 18:00:00,V,Bat,13.3
2008-08-18 18:00:00,NTU+,Turb+,19.67
2008-08-18 18:00:00,mg/L,Dissolved_Oxygen,8.62
2008-08-18 18:00:00,ÂµS/cm,Sp Cond,309.0
2008-08-18 18:30:00,F,Water_Temperature,76.24
2008-08-18 18:30:00,V,Bat,13.3
2008-08-18 18:30:00,%,ODOSat,103.1
2008-08-18 18:30:00,ÂµS/cm,Sp Cond,309.0
2008-08-18 18:30:00,NTU+,Turb+,20.7
2008-08-18 18:30:00,mg/L,Dissolved_Oxygen,8.58
2008-08-18 19:00:00,%,ODOSat,103.9
2008-08-18 19:00:00,mg/L,Dissolved_Oxygen,8.66
2008-08-18 19:00:00,F,Water_Temperature,76.1
2008-08-18 19:00:00,NTU+,Turb+,18.5
2008-08-18 19:00:00,ÂµS/cm,Sp Cond,309.0
2008-08-18 19:00:00,V,Bat,13.3
2008-08-18 19:30:00,ÂµS/cm,Sp Cond,307.0
2008-08-18 19:30:00,%,ODOSat,104.3
2008-08-18 19:30:00,mg/L,Dissolved_Oxygen,8.71
2008-08-18 19:30:00,NTU+,Turb+,16.67
2008-08-18 19:30:00,F,Water_Temperature,75.96
2008-08-18 19:30:00,V,Bat,13.3
2008-08-18 20:00:00,NTU+,Turb+,19.13
2008-08-18 20:00:00,V,Bat,13.3
2008-08-18 20:00:00,%,ODOSat,104.0
2008-08-18 20:00:00,F,Water_Temperature,75.9
2008-08-18 20:00:00,ÂµS/cm,Sp Cond,308.0
2008-08-18 20:00:00,mg/L,Dissolved_Oxygen,8.69
2008-08-18 20:30:00,V,Bat,13.2
2008-08-18 20:30:00,F,Water_Temperature,75.87
2008-08-18 20:30:00,ÂµS/cm,Sp Cond,309.0
2008-08-18 20:30:00,NTU+,Turb+,20.37
2008-08-18 20:30:00,%,ODOSat,103.2
2008-08-18 20:30:00,mg/L,Dissolved_Oxygen,8.62
2008-08-18 21:00:00,ÂµS/cm,Sp Cond,309.0
2008-08-18 21:00:00,F,Water_Temperature,75.82
2008-08-18 21:00:00,mg/L,Dissolved_Oxygen,8.58
2008-08-18 21:00:00,NTU+,Turb+,20.4
2008-08-18 21:00:00,%,ODOSat,102.7
2008-08-18 21:00:00,V,Bat,13.2
2008-08-18 21:30:00,mg/L,Dissolved_Oxygen,8.59
2008-08-18 21:30:00,V,Bat,13.2
2008-08-18 21:30:00,ÂµS/cm,Sp Cond,307.0
2008-08-18 21:30:00,NTU+,Turb+,19.97
2008-08-18 21:30:00,F,Water_Temperature,75.73
2008-08-18 21:30:00,%,ODOSat,102.6
2008-08-18 22:00:00,F,Water_Temperature,75.65
2008-08-18 22:00:00,ÂµS/cm,Sp Cond,306.0
2008-08-18 22:00:00,mg/L,Dissolved_Oxygen,8.6
2008-08-18 22:00:00,%,ODOSat,102.7
2008-08-18 22:00:00,V,Bat,13.2
2008-08-18 22:00:00,NTU+,Turb+,20.7
2008-08-18 22:30:00,F,Water_Temperature,75.64
2008-08-18 22:30:00,%,ODOSat,103.8
2008-08-18 22:30:00,NTU+,Turb+,20.27
2008-08-18 22:30:00,ÂµS/cm,Sp Cond,306.0
2008-08-18 22:30:00,mg/L,Dissolved_Oxygen,8.69
2008-08-18 22:30:00,V,Bat,13.2
2008-08-18 23:00:00,mg/L,Dissolved_Oxygen,8.66
2008-08-18 23:00:00,%,ODOSat,103.4
2008-08-18 23:00:00,V,Bat,13.2
2008-08-18 23:00:00,NTU+,Turb+,17.2
2008-08-18 23:00:00,ÂµS/cm,Sp Cond,306.0
2008-08-18 23:00:00,F,Water_Temperature,75.57
2008-08-18 23:30:00,NTU+,Turb+,15.6
2008-08-18 23:30:00,%,ODOSat,102.8
2008-08-18 23:30:00,ÂµS/cm,Sp Cond,306.0
2008-08-18 23:30:00,V,Bat,13.1
2008-08-18 23:30:00,mg/L,Dissolved_Oxygen,8.62
2008-08-18 23:30:00,F,Water_Temperature,75.51
2008-08-19 00:00:00,%,ODOSat,101.2
2008-08-19 00:00:00,NTU+,Turb+,18.9
2008-08-19 00:00:00,V,Bat,13.1
2008-08-19 00:00:00,F,Water_Temperature,75.23
2008-08-19 00:00:00,mg/L,Dissolved_Oxygen,8.51
2008-08-19 00:00:00,ÂµS/cm,Sp Cond,305.0
2008-08-19 00:30:00,V,Bat,13.1
2008-08-19 00:30:00,mg/L,Dissolved_Oxygen,8.54
2008-08-19 00:30:00,F,Water_Temperature,75.21
2008-08-19 00:30:00,%,ODOSat,101.5
2008-08-19 00:30:00,NTU+,Turb+,17.4
2008-08-19 00:30:00,ÂµS/cm,Sp Cond,304.0
2008-08-19 01:00:00,V,Bat,13.1
2008-08-19 01:00:00,%,ODOSat,102.8
2008-08-19 01:00:00,F,Water_Temperature,75.23
2008-08-19 01:00:00,ÂµS/cm,Sp Cond,303.0
2008-08-19 01:00:00,mg/L,Dissolved_Oxygen,8.65
2008-08-19 01:00:00,NTU+,Turb+,14.7
2008-08-19 01:30:00,V,Bat,13.1
2008-08-19 01:30:00,mg/L,Dissolved_Oxygen,8.82
2008-08-19 01:30:00,F,Water_Temperature,75.31
2008-08-19 01:30:00,%,ODOSat,105.0
2008-08-19 01:30:00,NTU+,Turb+,12.83
2008-08-19 01:30:00,ÂµS/cm,Sp Cond,301.0
2008-08-19 02:00:00,F,Water_Temperature,75.24
2008-08-19 02:00:00,NTU+,Turb+,11.5
2008-08-19 02:00:00,mg/L,Dissolved_Oxygen,8.8
2008-08-19 02:00:00,V,Bat,13.1
2008-08-19 02:00:00,ÂµS/cm,Sp Cond,301.0
2008-08-19 02:00:00,%,ODOSat,104.7
2008-08-19 02:30:00,F,Water_Temperature,75.17
2008-08-19 02:30:00,V,Bat,13.1
2008-08-19 02:30:00,%,ODOSat,103.5
2008-08-19 02:30:00,mg/L,Dissolved_Oxygen,8.71
2008-08-19 02:30:00,NTU+,Turb+,14.43
2008-08-19 02:30:00,ÂµS/cm,Sp Cond,301.0
2008-08-19 03:00:00,ÂµS/cm,Sp Cond,301.0
2008-08-19 03:00:00,F,Water_Temperature,75.01
2008-08-19 03:00:00,%,ODOSat,103.6
2008-08-19 03:00:00,mg/L,Dissolved_Oxygen,8.73
2008-08-19 03:00:00,NTU+,Turb+,13.67
2008-08-19 03:00:00,V,Bat,13.1
2008-08-19 03:30:00,V,Bat,13.1
2008-08-19 03:30:00,NTU+,Turb+,14.07
2008-08-19 03:30:00,F,Water_Temperature,74.97
2008-08-19 03:30:00,ÂµS/cm,Sp Cond,301.0
2008-08-19 03:30:00,mg/L,Dissolved_Oxygen,8.69
2008-08-19 03:30:00,%,ODOSat,103.1
2008-08-19 04:00:00,NTU+,Turb+,13.37
2008-08-19 04:00:00,mg/L,Dissolved_Oxygen,8.65
2008-08-19 04:00:00,%,ODOSat,102.5
2008-08-19 04:00:00,ÂµS/cm,Sp Cond,301.0
2008-08-19 04:00:00,V,Bat,13.0
2008-08-19 04:00:00,F,Water_Temperature,74.86
2008-08-19 04:30:00,%,ODOSat,102.7
2008-08-19 04:30:00,V,Bat,13.1
2008-08-19 04:30:00,NTU+,Turb+,14.23
2008-08-19 04:30:00,F,Water_Temperature,74.79
2008-08-19 04:30:00,mg/L,Dissolved_Oxygen,8.67
2008-08-19 04:30:00,ÂµS/cm,Sp Cond,301.0
2008-08-19 05:00:00,mg/L,Dissolved_Oxygen,8.69
2008-08-19 05:00:00,F,Water_Temperature,74.66
2008-08-19 05:00:00,NTU+,Turb+,13.5
2008-08-19 05:00:00,%,ODOSat,102.7
2008-08-19 05:00:00,V,Bat,13.1
2008-08-19 05:00:00,ÂµS/cm,Sp Cond,301.0
2008-08-19 05:30:00,NTU+,Turb+,15.67
2008-08-19 05:30:00,ÂµS/cm,Sp Cond,301.0
2008-08-19 05:30:00,F,Water_Temperature,74.62
2008-08-19 05:30:00,%,ODOSat,101.9
2008-08-19 05:30:00,V,Bat,13.1
2008-08-19 05:30:00,mg/L,Dissolved_Oxygen,8.63
2008-08-19 06:00:00,mg/L,Dissolved_Oxygen,8.66
2008-08-19 06:00:00,NTU+,Turb+,13.2
2008-08-19 06:00:00,F,Water_Temperature,74.53
2008-08-19 06:00:00,%,ODOSat,102.3
2008-08-19 06:00:00,V,Bat,13.4
2008-08-19 06:00:00,ÂµS/cm,Sp Cond,301.0
2008-08-19 06:30:00,mg/L,Dissolved_Oxygen,8.65
2008-08-19 06:30:00,%,ODOSat,102.0
2008-08-19 06:30:00,ÂµS/cm,Sp Cond,304.0
2008-08-19 06:30:00,NTU+,Turb+,14.93
