times,Units,parameter,value
2011-06-24 07:15:00,ft,Hs,1.273
2011-06-24 07:15:00,ft,Level,42.984
2011-06-24 07:15:00,NTU+,Turb+,17.6
2011-06-24 07:45:00,V,Bat,12.9
2011-06-24 07:45:00,ft,Hs,1.724
2011-06-24 07:45:00,psi,Press,3.28
2011-06-24 07:45:00,ft,Level,43.001
2011-06-24 07:45:00,sec,Ts,5.0
2011-06-24 07:45:00,NTU+,Turb+,12.6
2011-06-24 07:45:00,mg/L,Dissolved_Oxygen,9.12
2011-06-24 07:45:00,F,Water_Temperature,65.59
2011-06-24 07:45:00,%,ODOSat,97.7
2011-06-24 07:45:00,F,ADCP Temp,17.25
2011-06-24 07:45:00,ÂµS/cm,Sp Cond,264.0
2011-06-24 08:15:00,%,ODOSat,97.5
2011-06-24 08:15:00,ft,Hs,1.386
2011-06-24 08:15:00,F,Water_Temperature,65.69
2011-06-24 08:15:00,psi,Press,3.24
2011-06-24 08:15:00,V,Bat,13.7
2011-06-24 08:15:00,ÂµS/cm,Sp Cond,264.0
2011-06-24 08:15:00,sec,Ts,5.0
2011-06-24 08:15:00,NTU+,Turb+,14.5
2011-06-24 08:15:00,mg/L,Dissolved_Oxygen,9.09
2011-06-24 08:15:00,F,ADCP Temp,17.25
2011-06-24 08:15:00,ft,Level,42.869
2011-06-24 08:45:00,V,Bat,13.1
2011-06-24 08:45:00,ft,Hs,1.819
2011-06-24 08:45:00,sec,Ts,5.0
2011-06-24 08:45:00,ÂµS/cm,Sp Cond,264.0
2011-06-24 08:45:00,ft,Level,42.831
2011-06-24 08:45:00,NTU+,Turb+,25.7
2011-06-24 08:45:00,%,ODOSat,97.2
2011-06-24 08:45:00,F,Water_Temperature,65.71
2011-06-24 08:45:00,F,ADCP Temp,17.25
2011-06-24 08:45:00,mg/L,Dissolved_Oxygen,9.06
2011-06-24 08:45:00,psi,Press,3.22
2011-06-24 09:15:00,mg/L,Dissolved_Oxygen,9.04
2011-06-24 09:15:00,F,ADCP Temp,17.25
2011-06-24 09:15:00,NTU+,Turb+,30.6
2011-06-24 09:15:00,psi,Press,3.25
2011-06-24 09:15:00,ft,Level,42.919
2011-06-24 09:15:00,sec,Ts,6.0
2011-06-24 09:15:00,F,Water_Temperature,65.71
2011-06-24 09:15:00,ft,Hs,2.154
2011-06-24 09:15:00,V,Bat,13.0
2011-06-24 09:15:00,%,ODOSat,97.0
2011-06-24 09:15:00,ÂµS/cm,Sp Cond,264.0
2011-06-24 09:45:00,ft,Level,42.813
2011-06-24 09:45:00,V,Bat,15.6
2011-06-24 09:45:00,F,Water_Temperature,65.85
2011-06-24 09:45:00,NTU+,Turb+,22.6
2011-06-24 09:45:00,sec,Ts,6.0
2011-06-24 09:45:00,ft,Hs,1.907
2011-06-24 09:45:00,psi,Press,3.22
2011-06-24 09:45:00,%,ODOSat,96.8
2011-06-24 09:45:00,mg/L,Dissolved_Oxygen,9.01
2011-06-24 09:45:00,F,ADCP Temp,17.26
2011-06-24 09:45:00,ÂµS/cm,Sp Cond,265.0
2011-06-24 10:15:00,ft,Level,42.908
2011-06-24 10:15:00,V,Bat,16.2
2011-06-24 10:15:00,ft,Hs,1.965
2011-06-24 10:15:00,F,ADCP Temp,17.28
2011-06-24 10:15:00,psi,Press,3.25
2011-06-24 10:15:00,sec,Ts,6.0
2011-06-24 10:45:00,ÂµS/cm,Sp Cond,265.0
2011-06-24 10:45:00,ft,Hs,2.099
2011-06-24 10:45:00,%,ODOSat,97.2
2011-06-24 10:45:00,NTU+,Turb+,21.0
2011-06-24 10:45:00,F,Water_Temperature,66.05
2011-06-24 10:45:00,mg/L,Dissolved_Oxygen,9.02
2011-06-24 10:45:00,ft,Level,42.973
2011-06-24 10:45:00,sec,Ts,6.0
2011-06-24 10:45:00,F,ADCP Temp,17.32
2011-06-24 10:45:00,psi,Press,3.3
2011-06-24 10:45:00,V,Bat,15.5
2011-06-24 11:15:00,mg/L,Dissolved_Oxygen,9.02
2011-06-24 11:15:00,ÂµS/cm,Sp Cond,265.0
2011-06-24 11:15:00,V,Bat,13.9
2011-06-24 11:15:00,%,ODOSat,97.2
2011-06-24 11:15:00,sec,Ts,5.0
2011-06-24 11:15:00,psi,Press,3.22
2011-06-24 11:15:00,NTU+,Turb+,33.5
2011-06-24 11:15:00,ft,Level,42.825
2011-06-24 11:15:00,F,ADCP Temp,17.37
2011-06-24 11:15:00,F,Water_Temperature,66.19
2011-06-24 11:15:00,ft,Hs,2.137
2011-06-24 11:45:00,%,ODOSat,97.4
2011-06-24 11:45:00,psi,Press,3.24
2011-06-24 11:45:00,F,ADCP Temp,17.41
2011-06-24 11:45:00,ft,Hs,2.415
2011-06-24 11:45:00,sec,Ts,5.0
2011-06-24 11:45:00,V,Bat,13.6
2011-06-24 11:45:00,ÂµS/cm,Sp Cond,266.0
2011-06-24 11:45:00,NTU+,Turb+,35.4
2011-06-24 11:45:00,ft,Level,42.817
2011-06-24 11:45:00,F,Water_Temperature,66.28
2011-06-24 11:45:00,mg/L,Dissolved_Oxygen,9.02
2011-06-24 12:15:00,mg/L,Dissolved_Oxygen,9.04
2011-06-24 12:15:00,ft,Hs,2.667
2011-06-24 12:15:00,F,Water_Temperature,66.2
2011-06-24 12:15:00,F,ADCP Temp,17.44
2011-06-24 12:15:00,ft,Level,42.85
2011-06-24 12:15:00,%,ODOSat,97.5
2011-06-24 12:15:00,NTU+,Turb+,36.9
2011-06-24 12:15:00,ÂµS/cm,Sp Cond,266.0
2011-06-24 12:15:00,sec,Ts,6.0
2011-06-24 12:15:00,psi,Press,3.23
2011-06-24 12:15:00,V,Bat,13.2
2011-06-24 12:45:00,F,Water_Temperature,66.34
2011-06-24 12:45:00,sec,Ts,6.0
2011-06-24 12:45:00,ÂµS/cm,Sp Cond,266.0
2011-06-24 12:45:00,ft,Hs,2.843
2011-06-24 12:45:00,%,ODOSat,97.6
2011-06-24 12:45:00,F,ADCP Temp,17.48
2011-06-24 12:45:00,psi,Press,3.25
2011-06-24 12:45:00,NTU+,Turb+,43.0
2011-06-24 12:45:00,mg/L,Dissolved_Oxygen,9.04
2011-06-24 12:45:00,V,Bat,13.5
2011-06-24 12:45:00,ft,Level,42.834
2011-06-24 13:15:00,psi,Press,3.23
2011-06-24 13:15:00,F,ADCP Temp,17.52
2011-06-24 13:15:00,ft,Level,42.888
2011-06-24 13:15:00,V,Bat,13.1
2011-06-24 13:15:00,sec,Ts,6.0
2011-06-24 13:15:00,F,Water_Temperature,66.49
2011-06-24 13:15:00,mg/L,Dissolved_Oxygen,8.99
2011-06-24 13:15:00,NTU+,Turb+,51.2
2011-06-24 13:15:00,ÂµS/cm,Sp Cond,267.0
2011-06-24 13:15:00,ft,Hs,2.143
2011-06-24 13:15:00,%,ODOSat,97.3
2011-06-24 13:45:00,ft,Level,42.877
2011-06-24 13:45:00,sec,Ts,6.0
2011-06-24 13:45:00,ft,Hs,2.28
2011-06-24 13:45:00,F,Water_Temperature,66.24
2011-06-24 13:45:00,F,ADCP Temp,17.57
2011-06-24 13:45:00,V,Bat,13.1
2011-06-24 13:45:00,mg/L,Dissolved_Oxygen,8.91
2011-06-24 13:45:00,%,ODOSat,96.2
2011-06-24 13:45:00,psi,Press,3.23
2011-06-24 13:45:00,ÂµS/cm,Sp Cond,267.0
2011-06-24 13:45:00,NTU+,Turb+,41.3
2011-06-24 14:15:00,F,Water_Temperature,66.44
2011-06-24 14:15:00,F,ADCP Temp,17.67
2011-06-24 14:15:00,V,Bat,13.2
2011-06-24 14:15:00,ft,Level,42.964
2011-06-24 14:15:00,mg/L,Dissolved_Oxygen,8.96
2011-06-24 14:15:00,NTU+,Turb+,54.3
2011-06-24 14:15:00,sec,Ts,6.0
2011-06-24 14:15:00,psi,Press,3.26
2011-06-24 14:15:00,%,ODOSat,96.9
2011-06-24 14:15:00,ÂµS/cm,Sp Cond,269.0
2011-06-24 14:15:00,ft,Hs,2.226
2011-06-24 14:45:00,F,ADCP Temp,17.85
2011-06-24 14:45:00,V,Bat,13.3
2011-06-24 14:45:00,ft,Hs,2.068
2011-06-24 14:45:00,sec,Ts,6.0
2011-06-24 14:45:00,ÂµS/cm,Sp Cond,270.0
2011-06-24 14:45:00,mg/L,Dissolved_Oxygen,8.92
2011-06-24 14:45:00,%,ODOSat,96.5
2011-06-24 14:45:00,NTU+,Turb+,49.6
2011-06-24 14:45:00,F,Water_Temperature,66.42
2011-06-24 14:45:00,psi,Press,3.28
2011-06-24 14:45:00,ft,Level,43.013
2011-06-24 15:15:00,V,Bat,12.8
2011-06-24 15:15:00,psi,Press,3.28
2011-06-24 15:15:00,%,ODOSat,96.5
2011-06-24 15:15:00,F,ADCP Temp,18.05
2011-06-24 15:15:00,ft,Level,43.038
2011-06-24 15:15:00,ft,Hs,1.849
2011-06-24 15:15:00,F,Water_Temperature,66.36
2011-06-24 15:15:00,ÂµS/cm,Sp Cond,271.0
2011-06-24 15:15:00,sec,Ts,5.0
2011-06-24 15:15:00,NTU+,Turb+,45.5
2011-06-24 15:15:00,mg/L,Dissolved_Oxygen,8.93
2011-06-24 15:45:00,%,ODOSat,96.4
2011-06-24 15:45:00,ft,Hs,2.087
2011-06-24 15:45:00,F,Water_Temperature,66.36
2011-06-24 15:45:00,F,ADCP Temp,18.2
2011-06-24 15:45:00,NTU+,Turb+,50.6
2011-06-24 15:45:00,ÂµS/cm,Sp Cond,270.0
2011-06-24 15:45:00,sec,Ts,6.0
2011-06-24 15:45:00,ft,Level,42.953
2011-06-24 15:45:00,mg/L,Dissolved_Oxygen,8.92
2011-06-24 15:45:00,psi,Press,3.27
2011-06-24 15:45:00,V,Bat,12.7
2011-06-24 16:15:00,NTU+,Turb+,44.3
2011-06-24 16:15:00,ft,Hs,1.823
2011-06-24 16:15:00,mg/L,Dissolved_Oxygen,8.92
2011-06-24 16:15:00,ÂµS/cm,Sp Cond,269.0
2011-06-24 16:15:00,%,ODOSat,96.3
2011-06-24 16:15:00,F,ADCP Temp,18.29
2011-06-24 16:15:00,psi,Press,3.25
2011-06-24 16:15:00,ft,Level,42.936
2011-06-24 16:15:00,sec,Ts,5.0
2011-06-24 16:15:00,V,Bat,12.6
2011-06-24 16:15:00,F,Water_Temperature,66.2
2011-06-24 16:45:00,NTU+,Turb+,49.4
2011-06-24 16:45:00,F,Water_Temperature,66.27
2011-06-24 16:45:00,ft,Level,42.866
2011-06-24 16:45:00,%,ODOSat,96.3
2011-06-24 16:45:00,ÂµS/cm,Sp Cond,270.0
2011-06-24 16:45:00,sec,Ts,5.0
2011-06-24 16:45:00,F,ADCP Temp,18.39
2011-06-24 16:45:00,psi,Press,3.23
2011-06-24 16:45:00,mg/L,Dissolved_Oxygen,8.92
2011-06-24 16:45:00,V,Bat,12.3
2011-06-24 16:45:00,ft,Hs,1.712
2011-06-24 17:15:00,F,ADCP Temp,18.42
2011-06-24 17:15:00,ft,Level,42.805
2011-06-24 17:15:00,NTU+,Turb+,55.4
2011-06-24 17:15:00,V,Bat,12.0
2011-06-24 17:15:00,ÂµS/cm,Sp Cond,270.0
2011-06-24 17:15:00,psi,Press,3.23
2011-06-24 17:15:00,sec,Ts,6.0
2011-06-24 17:15:00,ft,Hs,1.861
2011-06-24 17:15:00,%,ODOSat,96.4
2011-06-24 17:15:00,F,Water_Temperature,66.26
2011-06-24 17:15:00,mg/L,Dissolved_Oxygen,8.93
2011-06-24 17:45:00,NTU+,Turb+,52.7
2011-06-24 17:45:00,psi,Press,3.25
2011-06-24 17:45:00,F,Water_Temperature,66.14
2011-06-24 17:45:00,ft,Level,42.924
2011-06-24 17:45:00,F,ADCP Temp,18.48
2011-06-24 17:45:00,sec,Ts,6.0
2011-06-24 17:45:00,ft,Hs,1.844
2011-06-24 17:45:00,ÂµS/cm,Sp Cond,270.0
2011-06-24 17:45:00,mg/L,Dissolved_Oxygen,8.95
2011-06-24 17:45:00,V,Bat,11.9
2011-06-24 17:45:00,%,ODOSat,96.5
2011-06-24 18:15:00,sec,Ts,6.0
2011-06-24 18:15:00,F,ADCP Temp,18.52
2011-06-24 18:15:00,ft,Level,43.05
2011-06-24 18:15:00,mg/L,Dissolved_Oxygen,8.95
2011-06-24 18:15:00,%,ODOSat,96.4
2011-06-24 18:15:00,NTU+,Turb+,52.2
2011-06-24 18:15:00,ÂµS/cm,Sp Cond,269.0
2011-06-24 18:15:00,psi,Press,3.28
2011-06-24 18:15:00,F,Water_Temperature,66.06
2011-06-24 18:15:00,V,Bat,11.9
2011-06-24 18:15:00,ft,Hs,1.736
2011-06-24 18:45:00,mg/L,Dissolved_Oxygen,8.94
2011-06-24 18:45:00,V,Bat,12.0
2011-06-24 18:45:00,psi,Press,3.29
2011-06-24 18:45:00,F,ADCP Temp,18.47
2011-06-24 18:45:00,F,Water_Temperature,66.07
2011-06-24 18:45:00,sec,Ts,6.0
2011-06-24 18:45:00,ft,Hs,1.501
2011-06-24 18:45:00,ft,Level,43.028
2011-06-24 18:45:00,%,ODOSat,96.3
2011-06-24 18:45:00,ÂµS/cm,Sp Cond,269.0
2011-06-24 18:45:00,NTU+,Turb+,52.4
2011-06-24 19:15:00,NTU+,Turb+,49.9
2011-06-24 19:15:00,F,ADCP Temp,18.42
2011-06-24 19:15:00,F,Water_Temperature,65.99
2011-06-24 19:15:00,ft,Hs,1.575
2011-06-24 19:15:00,ÂµS/cm,Sp Cond,269.0
2011-06-24 19:15:00,sec,Ts,6.0
2011-06-24 19:15:00,mg/L,Dissolved_Oxygen,8.94
2011-06-24 19:15:00,V,Bat,12.0
2011-06-24 19:15:00,psi,Press,3.28
2011-06-24 19:15:00,ft,Level,43.049
2011-06-24 19:15:00,%,ODOSat,96.2
2011-06-24 19:45:00,psi,Press,3.3
2011-06-24 19:45:00,F,Water_Temperature,65.96
2011-06-24 19:45:00,ÂµS/cm,Sp Cond,270.0
2011-06-24 19:45:00,%,ODOSat,95.9
2011-06-24 19:45:00,V,Bat,11.9
2011-06-24 19:45:00,NTU+,Turb+,57.4
2011-06-24 19:45:00,F,ADCP Temp,18.38
2011-06-24 19:45:00,ft,Level,43.102
2011-06-24 19:45:00,sec,Ts,6.0
2011-06-24 19:45:00,ft,Hs,1.609
2011-06-24 19:45:00,mg/L,Dissolved_Oxygen,8.92
2011-06-24 20:15:00,ft,Hs,1.663
2011-06-24 20:15:00,ft,Level,42.997
2011-06-24 20:15:00,F,Water_Temperature,65.97
2011-06-24 20:15:00,mg/L,Dissolved_Oxygen,8.89
2011-06-24 20:15:00,sec,Ts,6.0
2011-06-24 20:15:00,psi,Press,3.29
2011-06-24 20:15:00,ÂµS/cm,Sp Cond,270.0
2011-06-24 20:15:00,NTU+,Turb+,56.6
2011-06-24 20:15:00,F,ADCP Temp,18.36
2011-06-24 20:15:00,%,ODOSat,95.7
2011-06-24 20:15:00,V,Bat,11.9
2011-06-24 20:45:00,psi,Press,3.27
2011-06-24 20:45:00,mg/L,Dissolved_Oxygen,8.88
2011-06-24 20:45:00,%,ODOSat,95.5
2011-06-24 20:45:00,NTU+,Turb+,52.4
2011-06-24 20:45:00,ft,Hs,1.287
2011-06-24 20:45:00,F,Water_Temperature,65.93
2011-06-24 20:45:00,sec,Ts,5.0
2011-06-24 20:45:00,F,ADCP Temp,18.34
2011-06-24 20:45:00,ÂµS/cm,Sp Cond,270.0
2011-06-24 20:45:00,ft,Level,42.983
2011-06-24 20:45:00,V,Bat,11.9
2011-06-24 21:15:00,ft,Hs,1.265
2011-06-24 21:15:00,sec,Ts,5.0
2011-06-24 21:15:00,psi,Press,3.3
2011-06-24 21:15:00,mg/L,Dissolved_Oxygen,8.87
2011-06-24 21:15:00,ÂµS/cm,Sp Cond,270.0
2011-06-24 21:15:00,F,Water_Temperature,65.86
2011-06-24 21:15:00,ft,Level,43.127
2011-06-24 21:15:00,%,ODOSat,95.3
2011-06-24 21:15:00,F,ADCP Temp,18.31
2011-06-24 21:15:00,NTU+,Turb+,47.6
2011-06-24 21:15:00,V,Bat,11.9
2011-06-24 21:45:00,F,ADCP Temp,18.28
2011-06-24 21:45:00,mg/L,Dissolved_Oxygen,8.85
2011-06-24 21:45:00,V,Bat,11.9
2011-06-24 21:45:00,NTU+,Turb+,50.5
2011-06-24 21:45:00,ft,Level,43.163
2011-06-24 21:45:00,%,ODOSat,95.1
2011-06-24 21:45:00,psi,Press,3.33
2011-06-24 21:45:00,sec,Ts,6.0
2011-06-24 21:45:00,F,Water_Temperature,65.85
2011-06-24 21:45:00,ft,Hs,1.321
2011-06-24 21:45:00,ÂµS/cm,Sp Cond,271.0
2011-06-24 22:15:00,V,Bat,11.9
2011-06-24 22:15:00,ft,Level,43.201
2011-06-24 22:15:00,ft,Hs,1.462
2011-06-24 22:15:00,F,Water_Temperature,65.76
2011-06-24 22:15:00,F,ADCP Temp,18.24
2011-06-24 22:15:00,NTU+,Turb+,58.2
2011-06-24 22:15:00,%,ODOSat,94.9
2011-06-24 22:15:00,psi,Press,3.33
2011-06-24 22:15:00,ÂµS/cm,Sp Cond,271.0
2011-06-24 22:15:00,mg/L,Dissolved_Oxygen,8.84
2011-06-24 22:15:00,sec,Ts,6.0
2011-06-24 22:45:00,F,ADCP Temp,18.2
2011-06-24 22:45:00,F,Water_Temperature,65.67
2011-06-24 22:45:00,mg/L,Dissolved_Oxygen,8.87
2011-06-24 22:45:00,V,Bat,11.9
2011-06-24 22:45:00,ft,Hs,1.505
2011-06-24 22:45:00,NTU+,Turb+,59.1
2011-06-24 22:45:00,%,ODOSat,95.1
2011-06-24 22:45:00,psi,Press,3.34
2011-06-24 22:45:00,ÂµS/cm,Sp Cond,271.0
2011-06-24 22:45:00,ft,Level,43.183
2011-06-24 22:45:00,sec,Ts,6.0
2011-06-24 23:15:00,ft,Hs,1.476
2011-06-24 23:15:00,ft,Level,43.03
2011-06-24 23:15:00,%,ODOSat,95.1
2011-06-24 23:15:00,ÂµS/cm,Sp Cond,271.0
2011-06-24 23:15:00,mg/L,Dissolved_Oxygen,8.87
2011-06-24 23:15:00,sec,Ts,5.0
2011-06-24 23:15:00,F,Water_Temperature,65.59
2011-06-24 23:15:00,V,Bat,11.9
2011-06-24 23:15:00,psi,Press,3.28
2011-06-24 23:15:00,NTU+,Turb+,51.8
2011-06-24 23:15:00,F,ADCP Temp,18.16
2011-06-24 23:45:00,psi,Press,3.29
2011-06-24 23:45:00,F,ADCP Temp,18.11
2011-06-24 23:45:00,ÂµS/cm,Sp Cond,270.0
2011-06-24 23:45:00,V,Bat,11.9
2011-06-24 23:45:00,sec,Ts,4.0
2011-06-24 23:45:00,ft,Level,43.048
2011-06-24 23:45:00,mg/L,Dissolved_Oxygen,8.9
2011-06-24 23:45:00,%,ODOSat,95.3
2011-06-24 23:45:00,NTU+,Turb+,54.8
2011-06-24 23:45:00,ft,Hs,1.668
2011-06-24 23:45:00,F,Water_Temperature,65.5
2011-06-25 00:15:00,psi,Press,3.27
2011-06-25 00:15:00,F,Water_Temperature,65.41
2011-06-25 00:15:00,%,ODOSat,95.2
2011-06-25 00:15:00,NTU+,Turb+,52.6
2011-06-25 00:15:00,ÂµS/cm,Sp Cond,270.0
2011-06-25 00:15:00,F,ADCP Temp,18.07
2011-06-25 00:15:00,sec,Ts,5.0
2011-06-25 00:15:00,mg/L,Dissolved_Oxygen,8.91
2011-06-25 00:15:00,V,Bat,11.9
2011-06-25 00:15:00,ft,Level,42.996
2011-06-25 00:15:00,ft,Hs,1.675
2011-06-25 00:45:00,F,Water_Temperature,65.27
2011-06-25 00:45:00,mg/L,Dissolved_Oxygen,8.91
2011-06-25 00:45:00,ft,Level,42.887
2011-06-25 00:45:00,ÂµS/cm,Sp Cond,270.0
2011-06-25 00:45:00,%,ODOSat,95.1
2011-06-25 00:45:00,ft,Hs,1.625
2011-06-25 00:45:00,psi,Press,3.23
2011-06-25 00:45:00,NTU+,Turb+,51.9
2011-06-25 00:45:00,sec,Ts,5.0
2011-06-25 00:45:00,F,ADCP Temp,18.04
2011-06-25 00:45:00,V,Bat,11.9
2011-06-25 01:15:00,ft,Hs,1.737
2011-06-25 01:15:00,mg/L,Dissolved_Oxygen,8.93
2011-06-25 01:15:00,F,Water_Temperature,65.23
2011-06-25 01:15:00,V,Bat,11.8
2011-06-25 01:15:00,ÂµS/cm,Sp Cond,270.0
2011-06-25 01:15:00,psi,Press,3.26
2011-06-25 01:15:00,ft,Level,42.957
2011-06-25 01:15:00,sec,Ts,5.0
2011-06-25 01:15:00,F,ADCP Temp,18.02
2011-06-25 01:15:00,NTU+,Turb+,57.2
2011-06-25 01:15:00,%,ODOSat,95.2
2011-06-25 01:45:00,sec,Ts,5.0
2011-06-25 01:45:00,V,Bat,11.8
2011-06-25 01:45:00,F,ADCP Temp,17.99
2011-06-25 01:45:00,NTU+,Turb+,45.0
2011-06-25 01:45:00,mg/L,Dissolved_Oxygen,8.92
2011-06-25 01:45:00,%,ODOSat,95.0
2011-06-25 01:45:00,psi,Press,3.27
2011-06-25 01:45:00,ft,Hs,1.694
2011-06-25 01:45:00,ft,Level,43.002
2011-06-25 01:45:00,F,Water_Temperature,65.07
2011-06-25 01:45:00,ÂµS/cm,Sp Cond,269.0
2011-06-25 02:15:00,V,Bat,11.8
2011-06-25 02:15:00,ft,Level,43.071
2011-06-25 02:15:00,psi,Press,3.29
2011-06-25 02:15:00,ft,Hs,2.027
2011-06-25 02:15:00,NTU+,Turb+,48.5
2011-06-25 02:15:00,mg/L,Dissolved_Oxygen,8.92
2011-06-25 02:15:00,F,Water_Temperature,65.05
2011-06-25 02:15:00,F,ADCP Temp,17.98
2011-06-25 02:15:00,%,ODOSat,95.0
2011-06-25 02:15:00,sec,Ts,6.0
2011-06-25 02:15:00,ÂµS/cm,Sp Cond,270.0
2011-06-25 02:45:00,%,ODOSat,95.0
2011-06-25 02:45:00,sec,Ts,6.0
2011-06-25 02:45:00,NTU+,Turb+,47.9
2011-06-25 02:45:00,F,Water_Temperature,64.98
2011-06-25 02:45:00,ft,Hs,1.988
2011-06-25 02:45:00,ÂµS/cm,Sp Cond,270.0
2011-06-25 02:45:00,ft,Level,43.182
2011-06-25 02:45:00,V,Bat,11.8
2011-06-25 02:45:00,F,ADCP Temp,17.96
2011-06-25 02:45:00,psi,Press,3.33
2011-06-25 02:45:00,mg/L,Dissolved_Oxygen,8.93
2011-06-25 03:15:00,F,ADCP Temp,17.93
2011-06-25 03:15:00,NTU+,Turb+,46.8
2011-06-25 03:15:00,ft,Hs,1.805
2011-06-25 03:15:00,V,Bat,11.8
2011-06-25 03:15:00,mg/L,Dissolved_Oxygen,8.92
2011-06-25 03:15:00,ÂµS/cm,Sp Cond,269.0
2011-06-25 03:15:00,sec,Ts,5.0
2011-06-25 03:15:00,psi,Press,3.33
2011-06-25 03:15:00,%,ODOSat,94.8
2011-06-25 03:15:00,ft,Level,43.155
2011-06-25 03:15:00,F,Water_Temperature,64.88
2011-06-25 03:45:00,psi,Press,3.3
2011-06-25 03:45:00,V,Bat,11.8
2011-06-25 03:45:00,ft,Level,43.099
2011-06-25 03:45:00,F,ADCP Temp,17.93
2011-06-25 03:45:00,sec,Ts,5.0
2011-06-25 03:45:00,ÂµS/cm,Sp Cond,271.0
2011-06-25 03:45:00,NTU+,Turb+,58.2
2011-06-25 03:45:00,%,ODOSat,95.1
2011-06-25 03:45:00,F,Water_Temperature,64.86
2011-06-25 03:45:00,ft,Hs,1.706
2011-06-25 03:45:00,mg/L,Dissolved_Oxygen,8.95
2011-06-25 04:15:00,NTU+,Turb+,63.1
2011-06-25 04:15:00,%,ODOSat,95.7
2011-06-25 04:15:00,ft,Level,43.172
2011-06-25 04:15:00,ft,Hs,1.682
2011-06-25 04:15:00,psi,Press,3.34
2011-06-25 04:15:00,ÂµS/cm,Sp Cond,272.0
2011-06-25 04:15:00,F,Water_Temperature,64.81
2011-06-25 04:15:00,mg/L,Dissolved_Oxygen,9.01
2011-06-25 04:15:00,sec,Ts,5.0
2011-06-25 04:15:00,F,ADCP Temp,17.91
2011-06-25 04:15:00,V,Bat,11.8
2011-06-25 04:45:00,F,Water_Temperature,64.77
2011-06-25 04:45:00,psi,Press,3.29
2011-06-25 04:45:00,ft,Hs,1.762
2011-06-25 04:45:00,%,ODOSat,95.3
2011-06-25 04:45:00,V,Bat,11.9
2011-06-25 04:45:00,ft,Level,43.078
2011-06-25 04:45:00,ÂµS/cm,Sp Cond,271.0
2011-06-25 04:45:00,F,ADCP Temp,17.88
2011-06-25 04:45:00,sec,Ts,5.0
2011-06-25 04:45:00,NTU+,Turb+,55.9
2011-06-25 04:45:00,mg/L,Dissolved_Oxygen,8.98
2011-06-25 05:15:00,psi,Press,3.33
2011-06-25 05:15:00,ÂµS/cm,Sp Cond,271.0
2011-06-25 05:15:00,F,ADCP Temp,17.87
2011-06-25 05:15:00,ft,Hs,1.941
2011-06-25 05:15:00,%,ODOSat,96.4
2011-06-25 05:15:00,ft,Level,43.172
2011-06-25 05:15:00,V,Bat,11.9
2011-06-25 05:15:00,mg/L,Dissolved_Oxygen,9.08
2011-06-25 05:15:00,sec,Ts,5.0
2011-06-25 05:15:00,NTU+,Turb+,67.2
2011-06-25 05:15:00,F,Water_Temperature,64.73
2011-06-25 05:45:00,V,Bat,12.1
2011-06-25 05:45:00,sec,Ts,5.0
2011-06-25 05:45:00,ft,Level,43.209
2011-06-25 05:45:00,psi,Press,3.34
2011-06-25 05:45:00,F,ADCP Temp,17.84
2011-06-25 05:45:00,NTU+,Turb+,55.6
2011-06-25 05:45:00,ft,Hs,1.73
2011-06-25 05:45:00,ÂµS/cm,Sp Cond,271.0
2011-06-25 05:45:00,F,Water_Temperature,64.71
2011-06-25 05:45:00,mg/L,Dissolved_Oxygen,8.97
2011-06-25 05:45:00,%,ODOSat,95.2
2011-06-25 06:15:00,F,ADCP Temp,17.82
2011-06-25 06:15:00,ÂµS/cm,Sp Cond,272.0
2011-06-25 06:15:00,F,Water_Temperature,64.72
2011-06-25 06:15:00,%,ODOSat,97.1
2011-06-25 06:15:00,mg/L,Dissolved_Oxygen,9.15
2011-06-25 06:15:00,sec,Ts,5.0
2011-06-25 06:15:00,NTU+,Turb+,74.3
2011-06-25 06:15:00,ft,Level,43.249
2011-06-25 06:15:00,psi,Press,3.36
2011-06-25 06:15:00,ft,Hs,1.536
2011-06-25 06:15:00,V,Bat,12.2
2011-06-25 06:45:00,F,ADCP Temp,17.79
2011-06-25 06:45:00,mg/L,Dissolved_Oxygen,8.99
2011-06-25 06:45:00,ÂµS/cm,Sp Cond,271.0
2011-06-25 06:45:00,NTU+,Turb+,58.0
2011-06-25 06:45:00,ft,Level,43.314
2011-06-25 06:45:00,%,ODOSat,95.3
2011-06-25 06:45:00,psi,Press,3.37
2011-06-25 06:45:00,sec,Ts,6.0
2011-06-25 06:45:00,F,Water_Temperature,64.68
2011-06-25 06:45:00,ft,Hs,1.731
2011-06-25 06:45:00,V,Bat,12.2
2011-06-25 07:15:00,mg/L,Dissolved_Oxygen,9.04
2011-06-25 07:15:00,sec,Ts,6.0
2011-06-25 07:15:00,ÂµS/cm,Sp Cond,271.0
2011-06-25 07:15:00,ft,Hs,1.879
2011-06-25 07:15:00,NTU+,Turb+,70.6
2011-06-25 07:15:00,ft,Level,43.261
2011-06-25 07:15:00,V,Bat,12.5
2011-06-25 07:15:00,psi,Press,3.35
2011-06-25 07:15:00,F,ADCP Temp,17.78
2011-06-25 07:15:00,%,ODOSat,95.9
2011-06-25 07:15:00,F,Water_Temperature,64.69
2011-06-25 07:45:00,F,Water_Temperature,64.69
2011-06-25 07:45:00,mg/L,Dissolved_Oxygen,9.07
2011-06-25 07:45:00,V,Bat,12.7
2011-06-25 07:45:00,sec,Ts,6.0
2011-06-25 07:45:00,F,ADCP Temp,17.76
