parameter,Units,times,value_mean,value_std
Air_Temperature,F,2014-05-06 04:00:00,42.779999999999994,0.19443340203289622
Air_Temperature,F,2014-05-06 05:00:00,42.38333333333333,0.2344564652285792
Air_Temperature,F,2014-05-06 06:00:00,41.833333333333336,0.0944939686201187
Air_Temperature,F,2014-05-06 07:00:00,41.333333333333336,0.2139198197715717
Air_Temperature,F,2014-05-06 08:00:00,41.083333333333336,0.03735202074850827
Air_Temperature,F,2014-05-06 09:00:00,40.86666666666667,0.21391981977156937
Air_Temperature,F,2014-05-06 10:00:00,41.81666666666666,0.1678764538901703
Air_Temperature,F,2014-05-06 11:00:00,42.51666666666667,0.49242374669046485
Air_Temperature,F,2014-05-06 12:00:00,44.300000000000004,0.3006779669663441
Air_Temperature,F,2014-05-06 13:00:00,45.06666666666666,0.2693492521018781
Air_Temperature,F,2014-05-06 14:00:00,45.0,0.3006779669663138
Air_Temperature,F,2014-05-06 15:00:00,46.4,0.8425344226758015
Air_Temperature,F,2014-05-06 16:00:00,47.833333333333336,0.3407028490819516
Air_Temperature,F,2014-05-06 17:00:00,51.81666666666666,1.2762152993112372
Air_Temperature,F,2014-05-06 18:00:00,54.25,1.0491862824130018
Air_Temperature,F,2014-05-06 19:00:00,56.11666666666667,0.26146414523956246
Air_Temperature,F,2014-05-06 20:00:00,54.98333333333333,0.8453448072456893
Air_Temperature,F,2014-05-06 21:00:00,55.18333333333334,0.6216615210523778
Air_Temperature,F,2014-05-06 22:00:00,54.65,0.2635899049831961
Air_Temperature,F,2014-05-06 23:00:00,55.03333333333333,0.13774744634424704
Air_Temperature,F,2014-05-07 00:00:00,53.98333333333333,0.5884573487365636
Air_Temperature,F,2014-05-07 01:00:00,49.53333333333333,1.656678972735187
Air_Temperature,F,2014-05-07 02:00:00,47.916666666666664,0.29741216683823596
Air_Temperature,F,2014-05-07 03:00:00,47.099999999999994,0.1636683546588648
Air_Temperature,F,2014-05-07 04:00:00,47.550000000000004,0.19835294654408817
Air_Temperature,F,2014-05-07 05:00:00,47.48333333333333,0.24832774042917488
Air_Temperature,F,2014-05-07 06:00:00,47.333333333333336,0.23623492155031225
Air_Temperature,F,2014-05-07 07:00:00,47.43333333333333,0.34070284908193676
Air_Temperature,F,2014-05-07 08:00:00,47.949999999999996,0.45101695044948437
Air_Temperature,F,2014-05-07 09:00:00,47.75,0.5135053873188051
Air_Temperature,F,2014-05-07 10:00:00,49.01666666666666,0.5997297028165581
Air_Temperature,F,2014-05-07 11:00:00,50.583333333333336,0.5592833703822577
Air_Temperature,F,2014-05-07 12:00:00,51.28333333333333,0.32946091531616445
Air_Temperature,F,2014-05-07 13:00:00,52.03333333333333,0.43173507322662374
Air_Temperature,F,2014-05-07 14:00:00,49.599999999999994,0.7891802264782467
Air_Temperature,F,2014-05-07 15:00:00,49.0,0.49100506397660765
Air_Temperature,F,2014-05-07 16:00:00,48.25,0.9015697722853424
Air_Temperature,F,2014-05-07 17:00:00,53.18333333333333,3.431388472275053
Air_Temperature,F,2014-05-07 18:00:00,58.03333333333333,0.597632331976141
Air_Temperature,F,2014-05-07 19:00:00,58.0,0.8162933551297326
Air_Temperature,F,2014-05-07 20:00:00,58.81666666666666,1.1794015150214856
Air_Temperature,F,2014-05-07 21:00:00,57.050000000000004,2.43086767370395
Air_Temperature,F,2014-05-07 22:00:00,52.96666666666667,0.23623492155030545
Air_Temperature,F,2014-05-07 23:00:00,54.78333333333333,1.0566067375747745
Air_Temperature,F,2014-05-08 00:00:00,51.96666666666667,1.1994594056330967
Air_Temperature,F,2014-05-08 01:00:00,49.199999999999996,1.4786872005613954
Air_Temperature,F,2014-05-08 02:00:00,49.199999999999996,0.1735965051674069
Air_Temperature,F,2014-05-08 03:00:00,50.550000000000004,1.0681633071205618
Air_Temperature,F,2014-05-08 04:00:00,52.449999999999996,2.0101495858433203
Air_Temperature,F,2014-05-08 05:00:00,52.81666666666667,2.505259926664454
Air_Temperature,F,2014-05-08 06:00:00,54.15,1.4417105852995256
Air_Temperature,F,2014-05-08 07:00:00,50.199999999999996,0.36597356678278975
Air_Temperature,F,2014-05-08 08:00:00,50.81666666666667,1.026059398078936
Air_Temperature,F,2014-05-08 09:00:00,51.48333333333334,0.5189108561414221
Air_Temperature,F,2014-05-08 10:00:00,53.51666666666666,0.505840697713272
Air_Temperature,F,2014-05-08 11:00:00,54.0,0.19191815751909522
Air_Temperature,F,2014-05-08 12:00:00,56.18333333333333,0.6807911731344848
Air_Temperature,F,2014-05-08 13:00:00,57.400000000000006,0.18298678339139987
Air_Temperature,F,2014-05-08 14:00:00,57.48333333333333,4.5949058618579395
Air_Temperature,F,2014-05-08 15:00:00,54.6,3.2851096939611373
Air_Temperature,F,2014-05-08 16:00:00,59.61666666666667,1.2918616356526769
Air_Temperature,F,2014-05-08 17:00:00,56.06666666666666,0.950240106197812
Air_Temperature,F,2014-05-08 18:00:00,58.25,0.7104743173796705
Air_Temperature,F,2014-05-08 19:00:00,60.6,2.076718609006876
Air_Temperature,F,2014-05-08 20:00:00,59.449999999999996,1.2134521265169147
Air_Temperature,F,2014-05-08 21:00:00,60.65,0.513505387318805
Air_Temperature,F,2014-05-08 22:00:00,60.199999999999996,0.3881735862106962
Air_Temperature,F,2014-05-08 23:00:00,60.333333333333336,0.44697744754335006
Air_Temperature,F,2014-05-09 00:00:00,59.21666666666667,0.5969315707439408
Air_Temperature,F,2014-05-09 01:00:00,60.916666666666664,0.7306116365753075
Air_Temperature,F,2014-05-09 02:00:00,62.56666666666667,0.8750263947753559
Air_Temperature,F,2014-05-09 03:00:00,64.96666666666667,0.7288909735221242
Air_Temperature,F,2014-05-09 04:00:00,70.5,3.624339540395236
Air_Temperature,F,2014-05-09 05:00:00,75.68333333333334,0.6402358634005629
Air_Temperature,F,2014-05-09 06:00:00,75.36666666666667,0.7288909735221419
Air_Temperature,F,2014-05-09 07:00:00,75.5,0.4519440160740586
Air_Temperature,F,2014-05-09 08:00:00,73.53333333333333,1.241975752878851
Air_Temperature,F,2014-05-09 09:00:00,72.36666666666666,0.7990190063753364
Air_Temperature,F,2014-05-09 10:00:00,72.36666666666666,0.6408892765967587
Air_Temperature,F,2014-05-09 11:00:00,72.48333333333333,0.7750881816226365
Air_Temperature,F,2014-05-09 12:00:00,73.8,0.15309772704762203
Air_Temperature,F,2014-05-09 13:00:00,72.66666666666667,0.8920801186888332
Air_Temperature,F,2014-05-09 14:00:00,76.61666666666667,2.7554046711800315
Air_Temperature,F,2014-05-09 15:00:00,76.63333333333333,1.5436826938936963
Air_Temperature,F,2014-05-09 16:00:00,68.39999999999999,1.1616418401150472
Air_Temperature,F,2014-05-09 17:00:00,70.56666666666666,2.040665020401476
Air_Temperature,F,2014-05-09 18:00:00,77.19999999999999,3.1931062622170887
Air_Temperature,F,2014-05-09 19:00:00,70.51666666666667,9.386600715994502
Air_Temperature,F,2014-05-09 20:00:00,62.78333333333333,3.3733238394038123
Air_Temperature,F,2014-05-09 21:00:00,68.26666666666667,0.7756279993421655
Air_Temperature,F,2014-05-09 22:00:00,69.76666666666667,0.12500377068221624
Air_Temperature,F,2014-05-09 23:00:00,70.16666666666667,0.6356431642655443
Air_Temperature,F,2014-05-10 00:00:00,70.13333333333334,1.465799140112786
Air_Temperature,F,2014-05-10 01:00:00,60.98333333333334,1.3940863034324031
Air_Temperature,F,2014-05-10 02:00:00,65.39999999999999,3.538795970817895
Air_Temperature,F,2014-05-10 03:00:00,70.03333333333333,0.6408892765967797
Air_Temperature,F,2014-05-10 04:00:00,60.449999999999996,4.0805437265237465
Air_Temperature,F,2014-05-10 05:00:00,57.166666666666664,1.875651721828636
Air_Temperature,F,2014-05-10 06:00:00,63.28333333333333,0.8492965770073725
Air_Temperature,F,2014-05-10 07:00:00,63.833333333333336,0.5509897853769677
Air_Temperature,F,2014-05-10 08:00:00,63.449999999999996,0.34111210190104685
Air_Temperature,F,2014-05-10 09:00:00,62.38333333333333,1.1271401630718463
Air_Temperature,F,2014-05-10 10:00:00,58.53333333333333,1.9551918739478678
Air_Temperature,F,2014-05-10 11:00:00,54.23333333333333,0.2931598280225548
Air_Temperature,F,2014-05-10 12:00:00,54.416666666666664,0.5711318180109242
Air_Temperature,F,2014-05-10 13:00:00,54.81666666666666,0.3084652809678769
Air_Temperature,F,2014-05-10 14:00:00,54.0,0.15309772704762914
Air_Temperature,F,2014-05-10 15:00:00,53.13333333333333,0.22160799981203214
Air_Temperature,F,2014-05-10 16:00:00,53.333333333333336,0.188987937240246
Air_Temperature,F,2014-05-10 17:00:00,53.48333333333334,0.16787645389018996
Air_Temperature,F,2014-05-10 18:00:00,53.46666666666667,0.09449396862012811
Air_Temperature,F,2014-05-10 19:00:00,54.199999999999996,0.3924629273208736
Air_Temperature,F,2014-05-10 20:00:00,53.400000000000006,0.16366835465886412
Air_Temperature,F,2014-05-10 21:00:00,53.5,0.31694240594749895
Air_Temperature,F,2014-05-10 22:00:00,55.050000000000004,0.48672420577643105
Air_Temperature,F,2014-05-10 23:00:00,55.199999999999996,0.5640031449480762
Air_Temperature,F,2014-05-11 00:00:00,55.1,0.10022598898877932
Air_Temperature,F,2014-05-11 01:00:00,55.06666666666666,1.2869925891726262
Air_Temperature,F,2014-05-11 02:00:00,59.35,0.2437916921067621
Air_Temperature,F,2014-05-11 03:00:00,59.5,0.11573100344493871
Air_Temperature,F,2014-05-11 04:00:00,59.43333333333334,0.22160799981203255
Air_Temperature,F,2014-05-11 05:00:00,59.28333333333333,0.14657991401128254
Air_Temperature,F,2014-05-11 06:00:00,58.166666666666664,0.4932729978187224
Air_Temperature,F,2014-05-11 07:00:00,53.75,2.435684002715854
Air_Temperature,F,2014-05-11 08:00:00,51.68333333333333,0.24832774042919004
Air_Temperature,F,2014-05-11 09:00:00,54.68333333333333,0.4497778905521838
Air_Temperature,F,2014-05-11 10:00:00,54.15,0.4510169504494808
Air_Temperature,F,2014-05-11 11:00:00,52.38333333333333,0.48901199373337373
Air_Temperature,F,2014-05-11 12:00:00,54.583333333333336,0.8433619785404454
Air_Temperature,F,2014-05-11 13:00:00,55.9,0.6068985021032821
Air_Temperature,F,2014-05-11 14:00:00,56.083333333333336,0.23445646522858088
Air_Temperature,F,2014-05-11 15:00:00,55.449999999999996,0.15033898348316863
Air_Temperature,F,2014-05-11 16:00:00,55.38333333333333,0.08995557811043571
Air_Temperature,F,2014-05-11 17:00:00,55.333333333333336,0.4469774475433555
