,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC
5/21/2011 1:45,49.92,265,8.15,4.9,95.8,10.82,11.5,9.23,3.01,10.4,41.79,0.116,3,
5/21/2011 2:15,49.89,264,8.14,4.2,95.4,10.77,11.5,9.23,3.01,10.4,41.801,0.091,3,
5/21/2011 2:45,49.85,264,8.14,4,95.4,10.78,11.5,9.23,3.01,10.4,41.79,0.11,3,
5/21/2011 3:15,49.89,264,8.12,3.9,94.9,10.72,11.5,9.23,3.03,10.4,41.797,0.112,3,
5/21/2011 3:45,49.93,266,8.14,4.3,95.6,10.79,11.5,9.24,3,10.4,41.701,0.08,3,
5/21/2011 4:15,49.98,266,8.15,4.1,95.8,10.81,11.6,9.25,3,10.4,41.702,0.079,3,
5/21/2011 4:45,49.99,266,8.14,4,95.6,10.79,11.7,9.26,3.01,10.6,41.767,0.075,3,
5/21/2011 5:15,50.12,266,8.14,3.9,95.8,10.79,11.8,9.27,3.03,10.6,41.75,0.085,3,
5/21/2011 5:45,50.12,265,8.13,3.9,95.2,10.72,12,9.28,3.02,10.8,41.691,0.065,3,
5/21/2011 6:15,50.42,266,8.15,3.7,96.2,10.8,12.3,9.29,2.99,11.2,41.674,0.053,3,
5/21/2011 6:45,50.63,266,8.15,3.7,96.2,10.76,12.4,9.3,3.01,11.4,41.673,0.054,3,
5/21/2011 7:15,51.03,267,8.14,3,96.5,10.74,12.5,9.31,3.03,11.4,41.802,0.06,4,
5/21/2011 7:45,51.73,267,8.15,2.8,97.4,10.75,12.7,9.33,3,11.4,41.75,0.053,3,
5/21/2011 8:15,51.79,267,8.14,2.9,97.9,10.79,12.6,9.35,2.99,11.6,41.706,0.064,3,
5/21/2011 8:45,52.08,266,8.17,3.1,99.1,10.88,12.6,9.38,2.99,11.6,41.738,0.133,4,
5/21/2011 9:15,52.53,264,8.23,3.4,101.7,11.1,12.8,9.43,2.97,11.6,41.674,0.275,5,
5/21/2011 9:45,52.67,264,8.23,3.6,101.9,11.11,12.8,9.52,2.99,11.6,41.726,0.336,5,
5/21/2011 10:15,53.32,265,8.22,3.5,102.7,11.1,12.7,9.64,2.99,11.6,41.685,0.243,5,
5/21/2011 10:45,53.65,262,8.3,4.1,105.5,11.36,12.8,9.76,2.97,11.6,41.619,0.109,5,
5/21/2011 11:15,54.03,262,8.31,4.1,106.4,11.4,12.7,9.87,2.99,11.6,41.633,0.06,5,
5/21/2011 11:45,53.98,263,8.27,4.2,105,11.25,12.8,9.99,2.98,11.6,41.644,0.089,5,
5/21/2011 12:15,54.12,263,8.27,4.2,105.1,11.24,12.7,10.1,2.98,11.6,41.638,0.082,5,
5/21/2011 12:45,54.23,264,8.28,4.5,105.2,11.24,12.6,10.21,2.96,11.4,41.554,0.056,4,
5/21/2011 13:15,55.25,264,8.28,3.6,106.3,11.21,12.8,10.3,2.98,11.6,41.568,0.046,4,
5/21/2011 13:45,55.1,264,8.27,3.7,105.9,11.19,12.7,10.37,2.97,11.6,41.595,0.077,4,
5/21/2011 14:15,55.17,264,8.26,3.8,105.8,11.17,12.5,10.42,2.96,11.4,41.622,0.078,3,
5/21/2011 14:45,54.99,265,8.27,4,105.5,11.17,12.4,10.47,2.96,11.2,41.596,0.055,4,
5/21/2011 15:15,55.55,265,8.26,3.7,106.1,11.15,12.3,10.51,2.97,11.2,41.527,0.139,4,
5/21/2011 15:45,55.61,265,8.27,3.9,105.7,11.1,12.2,10.54,2.97,11,41.606,0.147,3,
5/21/2011 16:15,56.01,264,8.27,3.4,106.3,11.11,12.1,10.58,2.96,11,41.627,0.067,4,
5/21/2011 16:45,54.74,263,8.28,4,105.7,11.22,12,10.6,2.97,10.8,41.646,0.066,4,
5/21/2011 17:15,54.5,263,8.28,4.6,105.2,11.2,12,10.62,2.98,10.8,41.691,0.063,4,
5/21/2011 17:45,54.52,263,8.26,4,105.2,11.2,12,10.64,2.97,10.8,41.616,0.052,5,
5/21/2011 18:15,54.18,263,8.28,4.4,105.6,11.29,11.9,10.65,2.96,10.8,41.549,0.037,5,
5/21/2011 18:45,53.87,262,8.28,4.6,105.2,11.29,11.9,10.65,2.98,10.8,41.648,0.03,4,
5/21/2011 19:15,53.65,262,8.3,5,105.1,11.31,11.9,10.64,2.98,10.8,41.641,0.03,5,
5/21/2011 19:45,53.73,262,8.29,4.8,105,11.29,11.9,10.63,2.96,10.8,41.554,0.026,3,
5/21/2011 20:15,53.68,262,8.3,4.9,104.9,11.29,11.9,10.63,2.95,10.8,41.53,0.029,4,
5/21/2011 20:45,53.45,262,8.3,4.2,104.9,11.32,11.9,10.62,2.97,10.8,41.604,0.026,5,
5/21/2011 21:15,53.56,262,8.3,4.8,104.9,11.3,11.9,10.62,2.96,10.8,41.554,0.035,4,
5/21/2011 21:45,53.34,262,8.32,5.3,105.1,11.35,11.8,10.6,2.95,10.8,41.534,0.031,4,
5/21/2011 22:15,53,262,8.32,4.3,104.7,11.36,11.9,10.58,2.97,10.8,41.565,0.021,4,
5/21/2011 22:45,53.26,262,8.31,4.3,105,11.35,11.9,10.56,2.95,10.8,41.539,0.021,4,
5/21/2011 23:15,53.22,262,8.26,3.9,102.7,11.12,11.8,10.55,2.96,10.8,41.599,0.018,4,
5/21/2011 23:45,53.01,262,8.27,3.6,102.8,11.15,11.8,10.53,2.95,10.8,41.507,0.02,4,
5/22/2011 0:15,53.05,262,8.3,4,103.9,11.26,11.9,10.52,2.93,10.8,41.464,0.015,4,
5/22/2011 0:45,53.28,262,8.28,4.2,103.7,11.21,11.9,10.51,2.96,10.8,41.593,0.017,4,
5/22/2011 1:15,53.03,262,8.28,4,103.4,11.22,11.9,10.49,2.92,10.8,41.518,0.015,4,
5/22/2011 1:45,52.87,263,8.25,4.2,103,11.19,11.9,10.48,2.96,10.8,41.56,0.016,4,
5/22/2011 2:15,52.96,262,8.28,3.9,103.2,11.21,11.9,10.46,2.94,10.8,41.568,0.015,3,
5/22/2011 2:45,52.82,262,8.28,3.7,103.2,11.23,11.8,10.45,2.94,10.8,41.556,0.031,3,
5/22/2011 3:15,52.64,262,8.27,3.8,102.8,11.2,11.8,10.43,2.97,10.8,41.622,0.031,3,
5/22/2011 3:45,52.71,262,8.27,3.7,102.8,11.2,11.8,10.42,2.96,10.8,41.599,0.048,4,
5/22/2011 4:15,52.89,262,8.28,3.7,103.6,11.26,11.9,10.4,2.95,10.8,41.568,0.051,4,
5/22/2011 4:45,52.88,262,8.26,3.6,102.6,11.16,11.8,10.38,2.97,10.8,41.68,0.063,4,
5/22/2011 5:15,52.89,262,8.27,3.6,103.2,11.21,11.8,10.36,2.99,10.8,41.694,0.035,4,
5/22/2011 5:45,52.87,262,8.27,3.9,103,11.2,11.9,10.35,2.97,10.8,41.561,0.015,5,
5/22/2011 6:15,53.06,262,8.28,3.9,103.2,11.2,12.1,10.35,2.97,11,41.62,0.026,4,
5/22/2011 6:45,52.94,262,8.29,4.7,104,11.29,12.1,10.36,2.96,11,41.554,0.025,4,
5/22/2011 7:15,52.95,262,8.3,3.7,104.2,11.32,12.2,10.38,2.96,11,41.604,0.028,4,
5/22/2011 7:45,53.08,262,8.32,3.8,104.6,11.34,12.4,10.42,2.91,11.2,41.363,0.026,4,
5/22/2011 8:15,53.08,262,8.34,4.2,105.2,11.4,12.3,10.46,2.97,11.2,41.498,0.097,3,
5/22/2011 8:45,53.32,262,8.34,3.7,105.7,11.42,12.6,10.51,2.99,11.4,41.621,0.093,4,
5/22/2011 9:15,53.5,262,8.34,3.6,105.8,11.41,12.4,10.56,2.97,11.2,41.695,0.087,4,
5/22/2011 9:45,53.51,262,8.33,3.6,105.5,11.38,12.5,10.6,2.97,11.4,41.649,0.032,4,
5/22/2011 10:15,53.84,262,8.36,3.7,106.9,11.48,13.4,10.64,2.96,11.8,41.529,0.023,4,
5/22/2011 10:45,53.95,262,8.38,3.5,107.6,11.53,12.8,10.69,2.96,12,41.693,0.026,4,
5/22/2011 11:15,54.17,262,8.36,3.9,107.2,11.46,13.5,10.73,2.95,12,41.545,0.039,3,
5/22/2011 11:45,54.66,262,8.36,3.3,107.8,11.45,13,10.78,2.96,11.8,41.608,0.037,4,
5/22/2011 12:15,54.4,262,8.36,3.5,107.5,11.46,13,10.83,2.92,11.8,41.521,0.036,3,
5/22/2011 12:45,54.39,262,8.37,3.7,108.1,11.53,12.8,10.87,2.93,11.6,41.465,0.027,4,
5/22/2011 13:15,54.65,262,8.38,3.9,108.7,11.55,12.8,10.91,2.94,11.6,41.393,0.023,4,
5/22/2011 13:45,54.74,262,8.42,4.1,109.8,11.66,12.7,10.93,2.94,11.6,41.51,0.04,6,
5/22/2011 14:15,53.75,262,8.47,4.6,110.8,11.91,12.5,10.95,2.92,11.4,41.45,0.043,4,
5/22/2011 14:45,53.65,262,8.49,4.4,111.2,11.96,12.4,10.97,2.91,11.4,41.41,0.028,4,
5/22/2011 15:15,53.63,262,8.5,4.4,111.4,11.99,12.4,10.97,2.93,11.2,41.407,0.028,4,
5/22/2011 15:45,53.69,262,8.5,4.1,111.6,12.01,12.2,10.97,2.92,11.2,41.389,0.019,3,
5/22/2011 16:15,53.94,262,8.5,5.4,111.8,11.98,12.2,10.97,2.89,11,41.41,0.017,6,
5/22/2011 16:45,53.84,262,8.51,4.3,112.3,12.06,12,10.97,2.91,11,41.385,0.014,5,
5/22/2011 17:15,53.69,262,8.52,4.6,112.1,12.06,12,10.97,2.92,11,41.408,0.011,4,
5/22/2011 17:45,53.55,262,8.53,4.6,112.1,12.08,12,10.95,2.9,10.8,41.397,0.012,4,
5/22/2011 18:15,53.52,262,8.52,5.3,111.6,12.03,12,10.91,2.89,10.8,41.342,0.018,3,
5/22/2011 18:45,53.39,262,8.5,4.8,111,11.99,12,10.86,2.91,10.8,41.444,0.014,5,
5/22/2011 19:15,53.66,262,8.5,4.4,110.7,11.91,12,10.81,2.88,10.8,41.327,0.015,3,
5/22/2011 19:45,53.42,262,8.5,4.7,110.4,11.91,12,10.76,2.88,10.8,41.322,0.012,4,
5/22/2011 20:15,53.47,262,8.45,4.3,108.9,11.75,12,10.72,2.9,10.8,41.361,0.028,4,
5/22/2011 20:45,53.38,262,8.41,3.7,107.4,11.6,11.9,10.68,2.91,10.8,41.425,0.015,3,
5/22/2011 21:15,53.34,262,8.46,4,109,11.77,11.9,10.65,2.9,10.8,41.468,0.018,5,
5/22/2011 21:45,53.3,262,8.46,4.1,108.7,11.75,11.9,10.63,2.95,10.8,41.508,0.02,5,
5/22/2011 22:15,53.18,262,8.45,4.1,108.3,11.72,11.9,10.63,2.93,10.8,41.419,0.019,5,
5/22/2011 22:45,53.34,262,8.45,3.9,108.2,11.69,11.9,10.64,2.91,10.8,41.482,0.019,4,
5/22/2011 23:15,53.29,262,8.45,4,108,11.68,11.9,10.66,2.95,10.8,41.552,0.019,9,
5/22/2011 23:45,53.24,262,8.44,4.2,107.7,11.65,11.9,10.69,2.93,10.8,41.487,0.021,4,
5/23/2011 0:15,53.16,262,8.44,3.8,107.5,11.65,11.9,10.71,2.93,10.8,41.434,0.033,3,
5/23/2011 0:45,53.14,262,8.44,4.2,107.3,11.63,11.9,10.74,2.95,10.8,41.645,0.047,4,
5/23/2011 1:15,53.29,262,8.41,3.9,106.5,11.51,11.8,10.76,2.91,10.8,41.369,0.055,4,
5/23/2011 1:45,53.29,262,8.42,4,106.6,11.53,11.8,10.79,2.94,10.8,41.475,0.067,4,
5/23/2011 2:15,53.25,262,8.41,4,106.1,11.48,11.8,10.81,2.93,10.8,41.399,0.081,2,
5/23/2011 2:45,53.25,262,8.41,3.9,105.8,11.44,11.8,10.84,2.97,10.6,41.498,0.118,2,
5/23/2011 3:15,53.35,262,8.38,5.1,105,11.34,11.8,10.87,2.9,10.6,41.304,0.122,3,
5/23/2011 3:45,53.31,262,8.4,4.6,105.4,11.39,11.9,10.89,2.9,10.8,41.373,0.155,3,
5/23/2011 4:15,53.46,262,8.37,5,104.2,11.25,12.2,10.92,2.94,11.2,41.414,0.161,3,
5/23/2011 4:45,53.48,262,8.38,5.7,104.6,11.28,12.1,10.94,2.86,11.2,41.249,0.182,4,
5/23/2011 5:15,53.61,262,8.41,5.8,105.5,11.36,12.7,10.96,2.88,11.6,41.319,0.173,3,
5/23/2011 5:45,53.68,262,8.42,5.4,105.9,11.4,12.4,10.98,2.89,11.4,41.375,0.16,4,
5/23/2011 6:15,53.82,262,8.41,5.1,105.7,11.35,12.8,11,2.88,11.6,41.241,0.156,4,
5/23/2011 6:45,53.94,262,8.43,5.4,106.2,11.39,12.2,11.02,2.86,11.2,41.209,0.193,3,
5/23/2011 7:15,53.88,262,8.44,5.8,106.5,11.43,12.4,11.06,2.86,11.2,41.228,0.289,3,
5/23/2011 7:45,54.28,262,8.44,7.1,105.9,11.31,12.5,11.1,2.88,11.4,41.279,0.332,4,
5/23/2011 8:15,54.15,262,8.44,9.7,106.3,11.37,12.7,11.14,2.87,11.6,41.27,0.453,3,
5/23/2011 8:45,54.16,263,8.45,13.1,106.5,11.39,13.1,11.19,2.92,12.2,41.348,0.49,3,
5/23/2011 9:15,54.31,263,8.44,19,106,11.31,14.3,11.3,2.87,13.2,41.306,0.487,3,
5/23/2011 9:45,54.43,263,8.43,17.3,105.7,11.26,13,11.65,2.91,11.8,41.305,0.565,3,
5/23/2011 10:15,54.37,264,8.42,16,106.1,11.31,15.1,11.82,2.96,13.8,41.57,0.701,4,
5/23/2011 10:45,54.72,264,8.4,20.6,104.7,11.12,15.5,11.92,2.96,14.2,41.334,0.612,4,
5/23/2011 11:15,54.79,264,8.38,24.6,104.7,11.1,15.2,11.89,2.91,13.8,41.397,0.732,4,
5/23/2011 11:45,55.01,264,8.37,25.5,104.2,11.02,15.2,11.86,2.92,14.2,41.405,0.62,4,
5/23/2011 12:15,55.14,264,8.36,26.9,104,10.98,15.1,11.94,2.93,13.8,41.535,0.613,4,
5/23/2011 12:45,55.32,265,8.35,22.9,104.4,11.01,14.9,11.97,2.93,13.6,41.499,0.672,4,
5/23/2011 13:15,55.6,265,8.34,32.8,103.6,10.88,14.5,12,2.95,13.2,41.419,0.689,4,
5/23/2011 13:45,55.82,265,8.32,29.6,102.4,10.73,13.8,12.05,2.92,12.4,41.421,0.715,4,
5/23/2011 14:15,55.93,265,8.3,36.8,102.6,10.73,13.2,12.11,2.94,12,41.448,0.725,3,
5/23/2011 14:45,56.06,265,8.29,42,102,10.65,13,12.2,2.95,11.8,41.417,0.629,4,
5/23/2011 15:15,56.35,266,8.28,37.4,101.2,10.53,12.5,12.28,2.96,11.4,41.522,0.606,3,
5/23/2011 15:45,56.35,266,8.26,31.4,101,10.51,12.1,12.33,2.93,11,41.439,0.544,3,
5/23/2011 16:15,56.61,266,8.25,24.9,100.3,10.41,12.1,12.35,2.9,11,41.31,0.459,4,
5/23/2011 16:45,56.26,263,8.25,21.6,100.8,10.5,12,12.36,2.97,10.8,41.338,0.449,4,
5/23/2011 17:15,57.09,259,8.27,23.4,99.5,10.26,12,12.34,2.91,10.8,41.352,0.368,4,
5/23/2011 17:45,55.66,260,8.28,18.7,101.4,10.64,12,12.32,2.99,10.8,41.49,0.421,3,
5/23/2011 18:15,56.67,259,8.25,21.9,99.3,10.29,12,12.32,2.96,10.8,41.616,0.397,4,
5/23/2011 18:45,55.89,260,8.22,21.5,99.3,10.39,12,12.33,3,10.8,41.791,0.493,3,
5/23/2011 19:15,56.04,259,8.23,21.8,98.9,10.33,11.9,12.35,2.95,10.8,41.339,0.748,4,
5/23/2011 19:45,56.09,257,8.23,25.5,98.5,10.29,11.9,12.33,2.95,10.8,41.771,1.355,4,
5/23/2011 20:15,56.21,258,8.25,39.6,99.4,10.36,11.9,12.57,3.08,10.8,41.883,1.309,5,
5/23/2011 20:45,56.52,256,8.26,57.7,97.8,10.15,11.9,13.15,3.06,10.8,41.814,1.191,5,
5/23/2011 21:15,55.94,258,8.27,36.3,99.8,10.44,11.9,12.74,3.02,10.8,41.952,1.131,5,
5/23/2011 21:45,55.39,258,8.26,41.7,99.6,10.49,11.9,12.1,3.11,10.8,42.182,1.162,5,
5/23/2011 22:15,54.43,258,8.26,33.2,99.9,10.64,11.9,11.83,3,10.8,41.729,1.22,4,
5/23/2011 22:45,54.97,260,8.27,46.6,98.6,10.44,11.9,11.69,3.1,10.8,42.114,1.291,5,
5/23/2011 23:15,54.61,258,8.26,38,99,10.52,11.9,12.04,3.04,10.8,41.954,1.027,5,
5/23/2011 23:45,54.65,259,8.26,39.6,99.1,10.53,11.9,12.14,3.06,10.8,42.041,1.094,5,
5/24/2011 0:15,54.91,258,8.23,54.5,97.4,10.32,11.9,12.26,3.09,10.8,41.988,0.987,5,
5/24/2011 0:45,55.01,259,8.24,61.5,97.8,10.34,11.8,12.24,3.07,10.8,41.956,0.952,5,
5/24/2011 1:15,55.11,259,8.23,57.5,97.1,10.26,11.9,12.13,3.1,10.8,41.965,1.273,5,
5/24/2011 1:45,55.06,259,8.22,52.8,97,10.26,11.9,12.09,3.05,10.8,41.856,1.067,5,
5/24/2011 2:15,55.15,260,8.25,57,98.1,10.36,11.8,12.09,3.08,10.8,42.074,1.155,5,
5/24/2011 2:45,55.44,260,8.26,38.4,98.6,10.37,11.9,12.1,3.05,10.8,41.87,0.924,5,
5/24/2011 3:15,55.46,261,8.25,38.5,98.1,10.32,11.8,12.13,3.11,10.8,42.094,0.834,5,
5/24/2011 3:45,55.48,260,8.22,40.1,96.8,10.18,11.8,12.15,3.12,10.8,42.079,0.751,4,
5/24/2011 4:15,55.54,260,8.22,40.8,96.3,10.12,12,12.17,3.08,11,41.993,1.037,5,
5/24/2011 4:45,55.62,260,8.21,42.3,96,10.09,12.3,12.19,3.09,11.2,41.967,1.201,5,
5/24/2011 5:15,55.68,260,8.21,39.4,96.2,10.09,13,12.21,3.14,11.8,42.126,0.907,4,
5/24/2011 5:45,55.84,261,8.21,40.3,96.3,10.08,12.9,12.24,3.06,11.8,41.978,1.015,5,
5/24/2011 6:15,55.97,261,8.24,39.4,97.1,10.16,13.7,12.3,3.14,12.4,42.123,1.233,5,
5/24/2011 6:45,56.14,261,8.22,45,96.5,10.07,13.1,12.35,3.11,11.8,42.015,1.123,5,
5/24/2011 7:15,56.19,260,8.22,43.2,96.7,10.08,15.3,12.39,3.11,14,41.998,1.25,5,
5/24/2011 7:45,56.46,259,8.22,41.8,97.2,10.1,15.3,12.47,3.1,14,41.961,1.274,5,
5/24/2011 8:15,56.79,260,8.21,49.2,96.9,10.03,15.3,12.61,3.09,14,41.956,1.219,5,
5/24/2011 8:45,57.22,259,8.22,46.7,97.5,10.03,15.4,12.65,3.1,14.2,41.876,1.032,5,
5/24/2011 9:15,57.56,260,8.22,59.5,97.1,9.95,15.6,12.65,3.08,14.2,41.942,0.946,5,
5/24/2011 9:45,57.58,260,8.21,42.7,97.9,10.04,15.7,12.62,3.09,14.2,42.031,0.93,5,
5/24/2011 10:15,57.83,259,8.2,42.1,97.9,10,15.5,12.65,3.13,14.2,42.11,0.85,4,
5/24/2011 10:45,58.29,260,8.2,42.3,98,9.96,15.1,12.71,3.09,13.8,41.945,0.791,4,
5/24/2011 11:15,58.55,260,8.2,44,97.9,9.92,14.8,12.75,3.11,13.4,42.07,0.779,5,
5/24/2011 11:45,58.84,260,8.2,50,97.8,9.88,14.6,12.86,3.06,13.2,41.967,0.677,5,
5/24/2011 12:15,59.15,260,8.2,39,98.1,9.87,14.4,12.93,3.08,13,42.015,0.67,5,
5/24/2011 12:45,59.42,260,8.18,48.6,97.5,9.78,14.1,12.88,3.1,12.8,42.048,0.667,5,
5/24/2011 13:15,59.57,260,8.18,39,97.9,9.8,13.8,12.85,3.06,12.4,41.874,0.558,5,
5/24/2011 13:45,59.28,261,8.17,39.3,97.3,9.77,13.4,12.78,3.09,12.2,41.961,0.568,4,
5/24/2011 14:15,59.42,260,8.17,37.5,97.4,9.77,13.3,12.72,3.06,12,42.005,0.576,4,
5/24/2011 14:45,59.64,261,8.17,35.5,97.2,9.72,13.1,12.66,3.08,12,41.998,0.5,4,
5/24/2011 15:15,58.95,261,8.15,29.5,96.3,9.71,12.9,12.59,3.08,11.6,41.973,0.427,4,
5/24/2011 15:45,59.43,261,8.16,30.3,96.6,9.68,12.6,12.47,3.08,11.6,42.003,0.412,3,
5/24/2011 16:15,58.62,261,8.17,28.2,97.4,9.86,12.4,12.36,3.1,11.2,42.044,0.368,4,
5/24/2011 16:45,58.05,261,8.16,23.9,96.8,9.87,12.1,12.28,3.07,11,41.943,0.471,4,
5/24/2011 17:15,57.68,261,8.15,24.1,96.1,9.84,12,12.2,3.12,10.8,42.08,0.329,4,
5/24/2011 17:45,57.52,261,8.15,23.5,96,9.85,12,12.15,3.1,10.8,42.046,0.341,4,
5/24/2011 18:15,57.06,261,8.12,21.1,95.3,9.83,12,12.1,3.1,10.8,42.024,0.247,4,
5/24/2011 18:45,57.14,261,8.14,20.2,95.6,9.85,12,12.08,3.1,10.8,42.082,0.324,4,
5/24/2011 19:15,57.16,262,8.13,19.2,94.9,9.78,12,12.07,3.11,10.8,42.086,0.348,4,
5/24/2011 19:45,57.06,262,8.12,19.9,94.9,9.79,12,12.08,3.11,10.8,42.073,0.33,4,
5/24/2011 20:15,57.14,262,8.13,19.3,94.8,9.77,12,12.12,3.08,10.8,41.95,0.269,4,
5/24/2011 20:45,57.29,265,8.15,29.6,96.6,9.94,11.9,12.21,3.09,10.8,42.028,0.356,4,
5/24/2011 21:15,57.27,263,8.15,24.4,95.8,9.86,11.9,12.32,3.12,10.8,42.114,0.272,4,
5/24/2011 21:45,57.17,264,8.11,17.9,94,9.69,11.9,12.4,3.1,10.8,42.124,0.229,3,
5/24/2011 22:15,57.06,263,8.11,19.5,94.3,9.73,11.9,12.42,3.11,10.8,42.062,0.194,4,
5/24/2011 22:45,57.21,263,8.09,18.6,93.3,9.6,11.9,12.4,3.13,10.8,42.141,0.186,3,
5/24/2011 23:15,57.1,263,8.13,20.5,94.2,9.72,11.9,12.36,3.09,10.8,42.052,0.203,4,
5/24/2011 23:45,56.94,266,8.14,17.3,95.5,9.86,11.8,12.33,3.16,10.8,42.221,0.182,4,
5/25/2011 0:15,56.8,262,8.15,18.4,95.7,9.9,11.9,12.29,3.12,10.8,42.046,0.18,3,
5/25/2011 0:45,56.5,262,8.15,18.9,95.3,9.9,11.8,12.23,3.08,10.8,42.001,0.163,3,
5/25/2011 1:15,55.7,261,8.18,16,97.4,10.22,11.8,12.16,3.1,10.8,41.964,0.142,3,
5/25/2011 1:45,55.86,261,8.16,16,96.4,10.09,11.7,12.09,3.12,10.6,42.056,0.108,3,
5/25/2011 2:15,55.37,262,8.21,17,98.3,10.36,11.8,12.03,3.1,10.6,42.105,0.109,3,
5/25/2011 2:45,54.73,260,8.21,15.1,99.1,10.53,11.7,11.97,3.07,10.6,42.003,0.128,3,
5/25/2011 3:15,54.77,261,8.18,14.3,98,10.4,11.8,11.93,3.12,10.6,42.027,0.122,3,
5/25/2011 3:45,54.56,261,8.22,15,98.8,10.51,11.8,11.89,3.08,10.8,42.072,0.111,3,
5/25/2011 4:15,54.54,260,8.2,15.7,98.3,10.46,12.2,11.86,3.09,11,42.038,0.162,3,
5/25/2011 4:45,54.46,260,8.21,14.9,99.4,10.59,12.7,11.82,3.08,11.6,42.077,0.131,3,
5/25/2011 5:15,54.34,260,8.22,15.9,99.5,10.62,13,11.79,3.1,11.8,42.015,0.097,3,
5/25/2011 5:45,54.06,259,8.26,15.9,100.8,10.8,13.3,11.72,3.09,12.2,42.033,0.087,3,
5/25/2011 6:15,54.18,260,8.26,14.6,100.7,10.76,13.7,11.65,3.07,12.4,42.012,0.072,3,
5/25/2011 6:45,54.17,260,8.26,13,100.6,10.75,13.8,11.58,3.08,12.6,41.911,0.084,4,
5/25/2011 7:15,54.36,260,8.27,11.5,101.3,10.8,13.6,11.51,3.04,12.6,41.901,0.065,3,
5/25/2011 7:45,53.93,261,8.28,10.7,101.4,10.88,14.2,11.46,3.06,12.8,41.979,0.073,3,
5/25/2011 8:15,54.19,260,8.29,10.8,102.2,10.93,14.2,11.41,3.04,13,41.84,0.12,3,
5/25/2011 8:45,53.7,261,8.3,8.9,102,10.97,14.5,11.36,3.01,13,41.862,0.096,3,
