,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC
1/2/2011 22:40,232,8.4,9.3,25.2,71,29.5,0,25946,0,0
1/2/2011 23:00,233,8.8,9.6,25.4,74,29.5,0,25946,0,0
1/2/2011 23:20,240,12.1,12.6,26.1,72,29.5,0,25946,0,0
1/2/2011 23:40,270,12.2,14.2,26.5,71,29.5,0,25946,0,0
1/3/2011 0:00,265,21.6,22.9,27.4,69,29.5,0,25946,0,0
1/3/2011 0:20,271,25.2,27.4,27.4,67,29.5,0,25946,0,0
1/3/2011 0:40,284,20.3,23,28.1,62,29.5,0,25946,0,0
1/3/2011 1:00,278,24.2,26.5,27.9,60,29.5,0,25946,0,0
1/3/2011 1:20,288,20.9,22.3,27.7,58,29.5,0,25946,0,0
1/3/2011 1:40,272,22.5,23.3,27.7,63,29.5,0,25946,0,0
1/3/2011 2:00,270,16.5,18.2,27.9,61,29.5,0,25946,0,0
1/3/2011 2:20,288,22.5,23.8,28.1,59,29.5,0,25946,0,0
1/3/2011 2:40,261,16.5,18,28.1,61,29.5,0,25946,0,0
1/3/2011 3:00,273,17.9,20.1,28.3,64,29.5,0,25946,0,0
1/3/2011 3:20,252,21.9,23.8,28.1,64,29.5,0,25946,0,0
1/3/2011 3:40,251,17.4,18,28.1,65,29.5,0,25946,0,0
1/3/2011 4:00,237,8,12.4,25.7,63,29.5,0,25946,0,0
1/3/2011 4:20,215,4.7,5.8,24.8,66,29.5,0,25946,0,0
1/3/2011 4:40,175,7.6,9,23.9,68,29.5,0,25946,0,0
1/3/2011 5:00,219,5.5,8.5,23.6,69,29.5,0,25946,0,0
1/3/2011 5:20,197,7.4,7.9,23.6,70,29.5,0,25946,0,0
1/3/2011 5:40,204,6,6.8,23.9,69,29.5,0,25946,0,0
1/3/2011 6:00,219,6.3,7.4,24.7,68,29.5,0,25946,0,0
1/3/2011 6:20,213,7.2,8.2,25.2,66,29.5,0,25946,0,0
1/3/2011 6:40,229,9.3,10.4,25.4,64,29.5,0,25946,0,0
1/3/2011 7:00,284,1.9,3.3,25.9,64,29.5,0,25946,0,0
1/3/2011 7:20,214,4.6,6.3,26.3,62,29.5,0,25946,0,0
1/3/2011 7:40,238,5.5,6.7,27,60,29.5,0,25946,0,0
1/3/2011 8:00,223,3.7,4.3,28.1,56,29.5,0,25946,0,0
1/3/2011 8:20,216,5.6,6.3,29.3,53,29.5,0,25946,0,0
1/3/2011 8:40,224,6,6.4,30.1,52,29.5,0,25946,0,0
1/3/2011 9:00,205,5.2,6.2,30.6,50,29.5,0,25946,0,0
1/3/2011 9:20,235,7.4,7.9,31.1,52,29.5,0,25946,0,0
1/3/2011 9:40,225,6.5,7.2,31.9,49,29.5,0,25946,0,0
1/3/2011 10:00,220,6.5,7.9,32.3,43,29.5,0,25946,0,0
1/3/2011 10:20,227,6.9,7.4,32.5,47,29.5,0,25946,0,0
1/3/2011 10:40,233,8.6,9.6,33,46,29.5,0,25946,0,0
1/3/2011 11:00,233,8.1,9.4,33.4,46,29.4,0,25946,0,0
1/3/2011 11:20,230,9.1,9.8,33.8,46,29.4,0,25946,0,0
1/3/2011 11:40,239,7.3,7.5,33.9,45,29.4,0,25946,0,0
1/3/2011 12:00,220,5.8,7.4,34.5,44,29.4,0,25946,0,0
1/3/2011 12:20,231,7.9,8.4,34.7,47,29.4,0,25946,0,0
1/3/2011 12:40,228,9.7,10.9,34.8,45,29.4,0,25946,0,0
1/3/2011 13:00,234,6.7,7.5,34.7,44,29.4,0,25946,0,0
1/3/2011 13:20,215,7.1,8,34.8,42,29.4,0,25946,0,0
1/3/2011 13:40,217,6.9,7.3,34.7,42,29.4,0,25946,0,0
1/3/2011 14:00,218,2.9,4,34.7,42,29.4,0,25946,0,0
1/3/2011 14:20,228,7.2,7.9,34.7,42,29.4,0,25946,0,0
1/3/2011 14:40,214,4.6,5.7,34.7,43,29.4,0,25946,0,0
1/3/2011 15:00,198,5.5,6.4,34.5,43,29.4,0,25946,0,0
1/3/2011 15:20,198,5.8,6.7,34.7,42,29.4,0,25946,0,0
1/3/2011 15:40,190,6.8,7.6,34.5,43,29.4,0,25946,0,0
1/3/2011 16:00,194,4.1,6.2,34.7,43,29.4,0,25946,0,0
1/3/2011 16:20,215,7.4,8.7,34.7,42,29.4,0,25946,0,0
1/3/2011 16:40,203,5.3,6.3,34.8,42,29.4,0,25946,0,0
1/3/2011 17:00,215,5,5.8,34.8,42,29.4,0,25946,0,0
1/3/2011 17:20,222,8,9.1,34.7,44,29.4,0,25946,0,0
1/3/2011 17:40,210,8.6,9.1,34.7,43,29.4,0,25946,0,0
1/3/2011 18:00,195,8.2,9.7,34.7,43,29.4,0,25946,0,0
1/3/2011 18:20,187,8.2,11.2,34.5,44,29.4,0,25946,0,0
1/3/2011 18:40,225,8.5,9,34.3,45,29.4,0,25946,0,0
1/3/2011 19:00,213,6.3,7.9,34.3,45,29.4,0,25946,0,0
1/3/2011 19:20,196,5.3,6.7,33.9,46,29.4,0,25946,0,0
1/3/2011 19:40,216,9.1,11.2,33.9,47,29.4,0,25946,0,0
1/3/2011 20:00,220,7.4,9.3,34.3,46,29.4,0,25946,0,0
1/3/2011 20:20,228,6.7,7.8,34.3,46,29.4,0,25946,0,0
1/3/2011 20:40,221,9.8,12.8,33.9,49,29.4,0,25946,0,0
1/3/2011 21:00,227,10.1,13.7,34.5,46,29.4,0,25946,0,0
1/3/2011 21:20,218,7.7,9.1,33.9,47,29.3,0,25946,0,0
1/3/2011 21:40,224,7,8.2,34.1,47,29.3,0,25946,0,0
1/3/2011 22:00,177,4.3,5.2,33.6,48,29.3,0,25946,0,0
1/3/2011 22:20,223,6.7,7,33.8,49,29.3,0,25946,0,0
1/3/2011 22:40,216,7.2,8.4,33.9,48,29.3,0,25946,0,0
1/3/2011 23:00,222,8.9,9.8,33.9,48,29.3,0,25946,0,0
1/3/2011 23:20,200,4.2,6,33.9,49,29.3,0,25946,0,0
1/3/2011 23:40,230,9.6,10.2,34.1,49,29.3,0,25946,0,0
1/4/2011 0:00,226,11.1,12.8,34.1,49,29.3,0,25946,0,0
1/4/2011 0:20,208,5.1,6,34.1,51,29.3,0,25946,0,0
1/4/2011 0:40,231,7.9,9,34.3,53,29.3,0,25946,0,0
1/4/2011 1:00,235,7.8,8.2,34.1,50,29.3,0,25946,0,0
1/4/2011 1:20,206,7,7.4,34.1,50,29.3,0,25946,0,0
1/4/2011 1:40,221,6.1,6.6,33.9,49,29.3,0,25946,0,0
1/4/2011 2:00,187,9,10.4,33.9,46,29.3,0,25946,0,0
1/4/2011 2:20,193,5.2,6.6,33.9,48,29.3,0,25946,0,0
1/4/2011 2:40,203,6.2,7.2,33.9,47,29.2,0,25946,0,0
1/4/2011 3:00,196,6.7,7.4,33.8,47,29.2,0,25946,0,0
1/4/2011 3:20,198,6.9,7.8,33.6,47,29.2,0,25946,0,0
1/4/2011 3:40,230,9.4,9.8,33.4,47,29.2,0,25946,0,0
1/4/2011 4:00,215,6.4,6.9,33.4,47,29.2,0,25946,0,0
1/4/2011 4:20,207,5.6,6.8,33.4,47,29.2,0,25946,0,0
1/4/2011 4:40,211,3.9,4.9,33.4,48,29.2,0,25946,0,0
1/4/2011 5:00,218,7.2,9,33.2,48,29.2,0,25946,0,0
1/4/2011 5:20,213,6.4,7.4,33,52,29.2,0,25946,0,0
1/4/2011 5:40,231,7.9,8.2,33,51,29.2,0,25946,0,0
1/4/2011 6:00,213,5.1,6.6,33,51,29.2,0,25946,0,0
1/4/2011 6:20,227,7.6,8.6,33.2,53,29.2,0,25946,0,0
1/4/2011 6:40,229,9.2,10,33.6,55,29.2,0,25946,0,0
1/4/2011 7:00,234,9.9,10.4,33.6,54,29.2,0,25946,0,0
1/4/2011 7:20,247,10.8,12.3,33.8,56,29.2,0,25946,0,0
1/4/2011 7:40,235,8.6,9.5,33.9,53,29.2,0,25946,0,0
1/4/2011 8:00,254,17.7,19,33.8,59,29.2,0,25946,0,0
1/4/2011 8:20,263,15.7,17.1,33.6,63,29.2,0,25946,0,0
1/4/2011 8:40,265,14.3,15.5,33.6,65,29.2,0,25946,0,0
1/4/2011 9:00,272,14.8,16.6,33.6,66,29.2,0,25946,0,0
1/4/2011 9:20,267,15.2,16.5,32.5,74,29.2,0,25946,0,0
1/4/2011 9:40,272,15,17.3,32.9,74,29.2,0,25946,0,0
1/4/2011 10:00,270,16.6,17.7,33.2,70,29.2,0,25946,0,0
1/4/2011 10:20,274,15.6,18.8,32.9,73,29.2,0,25946,0,0
1/4/2011 10:40,269,15.8,16.7,32.9,73,29.2,0,25946,0,0
1/4/2011 11:00,266,17.4,18.7,32.9,75,29.2,0,25946,0,0
1/4/2011 11:20,261,16.8,18.1,33,75,29.2,0,25946,0,0
1/4/2011 11:40,264,14.9,15.5,32.9,77,29.2,0,25946,0,0
1/4/2011 12:00,276,14.9,16.3,32.9,78,29.1,0,25946,0,0
1/4/2011 12:20,257,13.8,14.9,32.9,77,29.2,0,25946,0,0
1/4/2011 12:40,255,14.6,15.5,33,78,29.2,0,25946,0,0
1/4/2011 13:00,252,12.3,13,33.2,78,29.1,0,25946,0,0
1/4/2011 13:20,254,15.7,18,33.6,75,29.2,0,25946,0,0
1/4/2011 13:40,267,16.5,17.9,33.8,75,29.2,0,25946,0,0
1/4/2011 14:00,255,15.6,16.4,33.8,77,29.2,0,25946,0,0
1/4/2011 14:20,260,21.4,22.8,34.1,72,29.2,0,25946,0,0
1/4/2011 14:40,256,21.1,24.9,34.1,72,29.2,0,25946,0,0
1/4/2011 15:00,258,21.4,22.8,33.8,70,29.2,0,25946,0,0
1/4/2011 15:20,271,20.5,22.2,33.8,67,29.2,0,25946,0,0
1/4/2011 15:40,266,23.2,28.1,33.8,64,29.2,0,25946,0,0
1/4/2011 16:00,270,28.2,30.8,33.6,65,29.2,0,25946,0,0
1/4/2011 16:20,275,26.8,27.8,33.4,66,29.2,0,25946,0,0
1/4/2011 16:40,269,23.9,27.3,32.9,70,29.2,0,25946,0,0
1/4/2011 17:00,265,23.2,24.9,32,78,29.2,0,25946,0,0
1/4/2011 17:20,262,22.1,24.5,31.7,83,29.2,0,25946,0,0
1/4/2011 17:40,283,21.1,23.9,32.1,81,29.2,0,25946,0,0
1/4/2011 18:00,284,21,21.7,32.5,77,29.2,0,25946,0,0
1/4/2011 18:20,280,20,21.5,32.3,77,29.2,0,25946,0,0
1/4/2011 18:40,292,20.8,22.5,32.1,72,29.2,0,25946,0,0
1/4/2011 19:00,299,24.4,24.8,32,77,29.2,0,25946,0,0
1/4/2011 19:20,303,26.7,29,31.5,78,29.2,0,25946,0,0
1/4/2011 19:40,301,27.8,29.9,31,75,29.2,0,25946,0,0
1/4/2011 20:00,298,24.7,25.7,31.1,75,29.3,0,25946,0,0
1/4/2011 20:20,294,22.9,24.1,31,71,29.3,0,25946,0,0
1/4/2011 20:40,294,24.4,24.9,31,69,29.3,0,25946,0,0
1/4/2011 21:00,287,21.6,23.3,30.8,70,29.3,0,25946,0,0
1/4/2011 21:20,288,23,24.4,30.6,66,29.3,0,25946,0,0
1/4/2011 21:40,281,20.3,22,30.8,68,29.3,0,25946,0,0
1/4/2011 22:00,273,22.5,25.1,30.6,71,29.3,0,25946,0,0
1/4/2011 22:20,283,18.9,21.6,30.2,73,29.3,0,25946,0,0
1/4/2011 22:40,294,21.8,22.9,29.9,75,29.3,0,25946,0,0
1/4/2011 23:00,287,23.6,26.1,29.3,77,29.3,0,25946,0,0
1/4/2011 23:20,286,21.9,23.4,29.3,78,29.3,0,25946,0,0
1/4/2011 23:40,270,16.5,17.4,29.3,82,29.3,0,25956,0,0
1/5/2011 0:00,264,17.7,18.6,28.6,83,29.3,0,26026,0,0
1/5/2011 0:20,277,20.5,22.9,28.8,83,29.3,0,26406,0,0
1/5/2011 0:40,314,21.3,22.7,28.4,83,29.3,0,26416,0,0
1/5/2011 1:00,319,21.6,23.6,28.3,80,29.3,0,26416,0,0
1/5/2011 1:20,313,19.9,21.5,27.9,75,29.3,0,26416,0,0
1/5/2011 1:40,318,18.5,21.6,27.7,75,29.3,0,26416,0,0
1/5/2011 2:00,305,20.1,20.7,27.5,77,29.3,0,26416,0,0
1/5/2011 2:20,303,14.5,16.5,27.7,80,29.3,0,26416,0,0
1/5/2011 2:40,307,13.3,17.4,27.9,79,29.3,0,26416,0,0
1/5/2011 3:00,302,16.9,19.7,27.7,75,29.3,0,26416,0,0
1/5/2011 3:20,302,14.6,17,27.7,72,29.3,0,26416,0,0
1/5/2011 3:40,304,18.6,19.9,27.4,75,29.3,0,26416,0,0
1/5/2011 4:00,297,16.4,19,27.2,75,29.3,0,26416,0,0
1/5/2011 4:20,311,15.2,17,26.6,77,29.3,0,26416,0,0
1/5/2011 4:40,301,18.5,20.3,26.8,77,29.3,0,26416,0,0
1/5/2011 5:00,288,20.7,21.9,27,75,29.3,0,26416,0,0
1/5/2011 5:20,256,15.7,17,26.6,71,29.3,0,26416,0,0
1/5/2011 5:40,281,15.8,16.7,26.5,69,29.3,0,26416,0,0
1/5/2011 6:00,268,14.5,15.2,26.1,70,29.3,0,26416,0,0
1/5/2011 6:20,287,21,22.6,25.9,70,29.3,0,26416,0,0
1/5/2011 6:40,291,23.9,24.9,25.6,69,29.3,0,26416,0,0
1/5/2011 7:00,286,18,19.5,25.4,67,29.3,0,26416,0,0
1/5/2011 7:20,298,20.8,21.5,25.4,65,29.3,0,26416,0,0
1/5/2011 7:40,289,16.2,18.3,25.4,66,29.3,0,26416,0,0
1/5/2011 8:00,284,15.1,17.8,25.6,63,29.3,0,26416,0,0
1/5/2011 8:20,255,13.6,14.4,25.2,63,29.3,0,26416,0,0
1/5/2011 8:40,271,13.6,15.7,25.2,62,29.3,0,26416,0,0
1/5/2011 9:00,290,16.3,16.8,25,63,29.3,0,26416,0,0
1/5/2011 9:20,293,15.3,16.9,25,63,29.3,0,26416,0,0
1/5/2011 9:40,297,13.8,14.4,25.2,63,29.3,0,26416,0,0
1/5/2011 10:00,292,17,18.2,25.2,64,29.3,0,26416,0,0
1/5/2011 10:20,311,9.2,10,25.2,64,29.3,0,26416,0,0
1/5/2011 10:40,281,10.8,11.7,24.7,68,29.3,0,26416,0,0
1/5/2011 11:00,285,11.4,12,24.7,68,29.3,0,26416,0,0
1/5/2011 11:20,261,6.3,7.6,25,67,29.3,0,26416,0,0
1/5/2011 11:40,272,9.5,10.5,25.7,64,29.3,0,26416,0,0
1/5/2011 12:00,287,9,9.8,25.4,64,29.3,0,26416,0,0
1/5/2011 12:20,290,12.5,14,25.2,64,29.2,0,26416,0,0
1/5/2011 12:40,292,8.7,9,25,64,29.2,0,26416,0,0
1/5/2011 13:00,306,9,9.9,25,65,29.2,0,26416,0,0
1/5/2011 13:20,284,7.8,8.6,24.8,67,29.2,0,26416,0,0
1/5/2011 13:40,251,6.6,7,25,66,29.2,0,26416,0,0
1/5/2011 14:00,250,7.8,8.7,25,67,29.2,0,26416,0,0
1/5/2011 14:20,279,8.7,10.9,24.8,70,29.2,0,26416,0,0
1/5/2011 14:40,241,5.4,6,24.7,72,29.2,0,26416,0,0
1/5/2011 15:00,221,5,5.7,24.5,75,29.2,0,26416,0,0
1/5/2011 15:20,201,4,5.2,23.9,75,29.2,0,26416,0,0
1/5/2011 15:40,202,5.2,6.3,23.6,75,29.2,0,26416,0,0
1/5/2011 16:00,177,2.6,3.1,23,77,29.2,0,26416,0,0
1/5/2011 16:20,179,2.6,3.7,23,77,29.2,0,26416,0,0
1/5/2011 16:40,217,3.3,5,23.2,77,29.2,0,26416,0,0
1/5/2011 17:00,208,4.1,5.1,23.2,79,29.2,0,26416,0,0
1/5/2011 17:20,178,4.4,5.3,23,79,29.2,0,26416,0,0
1/5/2011 17:40,186,4.5,6,22.9,79,29.2,0,26416,0,0
1/5/2011 18:00,159,5.3,6.3,23.2,77,29.2,0,26416,0,0
1/5/2011 18:20,199,5.6,6.2,23.2,76,29.2,0,26416,0,0
1/5/2011 18:40,204,4.1,6.1,23.4,76,29.2,0,26416,0,0
