,4100-iSIC,SDL500R,SDL500R,SDL500R,SDL500R,SDL500R,SDL500R,SDL500R
5/21/2011 4:40,,49.7,264,8.25,7,104.3,11.81,12.1
5/21/2011 4:50,,49.75,264,8.27,6.2,104.6,11.83,12.1
5/21/2011 5:00,11.7,49.81,264,8.27,5.9,104.7,11.84,12
5/21/2011 5:10,,49.84,264,8.26,5.9,104.6,11.83,12.1
5/21/2011 5:20,,49.89,264,8.26,5.7,104.5,11.81,12.1
5/21/2011 5:30,11.8,49.92,264,8.25,5.2,104.2,11.77,12.1
5/21/2011 5:40,,49.97,264,8.26,5.5,104.6,11.8,12.1
5/21/2011 5:50,,50.04,264,8.26,5.2,104.9,11.82,12.1
5/21/2011 6:00,12,50.05,264,8.27,5.2,105.2,11.86,11.9
5/21/2011 6:10,,50.13,264,8.28,5.4,105.5,11.88,12.1
5/21/2011 6:20,,50.15,264,8.27,5.3,105.3,11.86,12.1
5/21/2011 6:30,12.3,50.17,264,8.26,5.5,104.9,11.8,12.1
5/21/2011 6:40,,50.29,263,8.26,5.3,105,11.79,12.1
5/21/2011 6:50,,50.52,263,8.26,4.9,105.4,11.8,12
5/21/2011 7:00,12.4,50.61,264,8.26,4.9,105.5,11.8,12
5/21/2011 7:10,,50.92,265,8.26,4.1,106,11.81,12
5/21/2011 7:20,,51.17,265,8.26,4.4,105.9,11.77,12.1
5/21/2011 7:30,12.5,51.29,265,8.26,3.9,106.2,11.78,12
5/21/2011 7:40,,52.78,265,8.25,2.9,107.6,11.71,12
5/21/2011 7:50,,52.23,265,8.23,3.2,107.1,11.74,12
5/21/2011 8:00,12.7,52.24,266,8.23,3.1,107,11.72,12
5/21/2011 8:10,,52.67,266,8.22,2.8,107.2,11.68,12
5/21/2011 8:20,,52.74,265,8.22,2.7,107.3,11.68,12
5/21/2011 8:30,12.6,52.71,265,8.22,2.9,107.7,11.73,12
5/21/2011 8:40,,52.49,264,8.23,3.1,107.7,11.77,12
5/21/2011 8:50,,52.51,263,8.24,3.2,108,11.8,12
5/21/2011 9:00,12.6,52.62,271,8.23,3.3,108,11.77,12
5/21/2011 9:10,,53.21,271,8.23,3,108.6,11.75,12
5/21/2011 9:20,,53.07,271,8.23,2.9,108.7,11.78,12
5/21/2011 9:30,12.8,52.86,271,8.24,3.3,108.7,11.81,12
5/21/2011 9:40,,53.15,270,8.27,3.5,109.6,11.87,12
5/21/2011 9:50,,53.48,270,8.29,4,111,11.97,12
5/21/2011 10:00,12.8,53.71,270,8.26,3.6,110.2,11.86,11.9
5/21/2011 10:10,,53.69,269,8.25,3.4,110.2,11.86,12
5/21/2011 10:20,,53.66,269,8.26,3.5,110.3,11.87,12
5/21/2011 10:30,12.7,53.61,268,8.29,4.3,111.6,12.01,12
5/21/2011 10:40,,53.72,267,8.33,4.7,112.9,12.14,12
5/21/2011 10:50,,53.63,268,8.3,4.4,112,12.06,12
5/21/2011 11:00,12.8,53.82,267,8.33,4.6,112.9,12.12,11.9
5/21/2011 11:10,,53.9,267,8.31,4.5,112.4,12.06,12
5/21/2011 11:20,,54.15,267,8.31,4.3,112.6,12.05,12
5/21/2011 11:30,12.7,54.29,266,8.31,4,112.9,12.06,12
5/21/2011 11:40,,54.45,266,8.31,4,113.2,12.06,12
5/21/2011 11:50,,54.14,266,8.31,4.4,112.8,12.06,12
5/21/2011 12:00,12.8,54.19,265,8.32,4.4,113.2,12.1,11.9
5/21/2011 12:10,,54.36,264,8.33,4.8,113.8,12.14,12
5/21/2011 12:20,,54.96,264,8.33,3.8,114.5,12.12,12
5/21/2011 12:30,12.7,54.57,263,8.33,4.2,113.9,12.11,12
5/21/2011 12:40,,54.63,263,8.33,4.5,114,12.12,12
5/21/2011 12:50,,54.79,262,8.33,4.3,114.4,12.13,12
5/21/2011 13:00,12.6,55.38,262,8.32,3.8,114.6,12.07,11.9
5/21/2011 13:10,,55.18,262,8.32,3.9,114,12.04,12
5/21/2011 13:20,,55.09,260,8.32,4.1,114.4,12.09,12
5/21/2011 13:30,12.8,54.85,260,8.33,4.3,114.3,12.12,12
5/21/2011 13:40,,54.65,259,8.32,4.3,113.7,12.09,12
5/21/2011 13:50,,55.89,259,8.32,3.2,115.3,12.07,12
5/21/2011 14:00,12.7,55.93,259,8.31,3.4,115.1,12.04,11.9
5/21/2011 14:10,,55.85,258,8.32,3.4,115.5,12.09,12
5/21/2011 14:20,,55.76,258,8.33,3.3,115.7,12.13,12
5/21/2011 14:30,12.5,55.66,253,8.32,3.7,115.1,12.08,12
5/21/2011 14:40,,56.01,253,8.32,3.8,115.1,12.03,12
5/21/2011 14:50,,57,252,8.32,3.4,116.4,12.02,12
5/21/2011 15:00,12.4,56.34,252,8.31,3.7,115,11.97,11.9
5/21/2011 15:10,,55.83,251,8.31,3.6,114.7,12.01,12
5/21/2011 15:20,,56.87,251,8.28,3.5,114.9,11.88,12
5/21/2011 15:30,12.3,56.5,250,8.3,3.5,114.7,11.92,12
5/21/2011 15:40,,57.23,250,8.26,3.8,113,11.63,12
5/21/2011 15:50,,57.19,249,8.28,3.4,114,11.75,12
5/21/2011 16:00,12.2,57.26,248,8.25,3.8,112.8,11.61,11.9
5/21/2011 16:10,,57.48,247,8.26,3.5,113.3,11.63,12
5/21/2011 16:20,,57.46,246,8.33,3.3,116.5,11.96,12
5/21/2011 16:30,12.1,56.88,245,8.32,3.1,116.2,12.02,12
5/21/2011 16:40,,57.36,245,8.32,3.3,116.4,11.97,12
5/21/2011 16:50,,56.91,245,8.32,3.3,115.8,11.97,12
5/21/2011 17:00,12,57.13,244,8.31,3.2,115.3,11.89,11.9
5/21/2011 17:10,,56.47,243,8.3,3.4,114.9,11.94,12
5/21/2011 17:20,,55.76,243,8.31,3.5,114.9,12.05,12
5/21/2011 17:30,12,56.47,242,8.31,3.2,115.4,11.99,12
5/21/2011 17:40,,57.03,243,8.28,3.4,113.1,11.67,12
5/21/2011 17:50,,56.5,242,8.28,3.8,113.5,11.79,12
5/21/2011 18:00,12,56.69,242,8.28,3.6,113.3,11.75,11.9
5/21/2011 18:10,,57.08,242,8.28,3.4,113.2,11.67,12
5/21/2011 18:20,,56.72,241,8.27,3.7,113.4,11.75,12
5/21/2011 18:30,11.9,56.07,241,8.27,3.6,112.8,11.77,12
5/21/2011 18:40,,55.4,239,8.3,4,113.5,11.95,12
5/21/2011 18:50,,54.83,240,8.33,4.3,113.7,12.05,12
5/21/2011 19:00,11.9,54.69,239,8.33,4.3,113.5,12.06,11.9
5/21/2011 19:10,,55.69,238,8.29,3.9,112.9,11.85,12
5/21/2011 19:20,,54.23,239,8.33,4.6,113.3,12.11,12
5/21/2011 19:30,11.9,55.84,238,8.3,3.9,112.4,11.77,12
5/21/2011 19:40,,55.51,237,8.29,4,112.5,11.84,12
5/21/2011 19:50,,54.97,232,8.31,4.3,113,11.97,12
5/21/2011 20:00,11.9,55,232,8.31,4.3,112.7,11.93,11.9
5/21/2011 20:10,,54.53,232,8.32,4.5,112.9,12.02,11.9
5/21/2011 20:20,,54.64,232,8.32,4.3,113,12.01,11.9
5/21/2011 20:30,11.9,54.63,232,8.31,4.4,112.5,11.97,12
5/21/2011 20:40,,54.42,231,8.32,4.4,112.8,12.02,12
5/21/2011 20:50,,54.5,230,8.32,4.3,112.4,11.96,12
5/21/2011 21:00,11.9,54.44,230,8.32,3.9,112.2,11.96,11.8
5/21/2011 21:10,,54.37,230,8.32,4,112.2,11.97,11.9
5/21/2011 21:20,,54.34,229,8.32,4.1,111.9,11.95,11.9
5/21/2011 21:30,11.9,54.28,229,8.33,4.7,112.3,11.99,11.9
5/21/2011 21:40,,53.94,229,8.33,4.4,112.7,12.08,11.9
5/21/2011 21:50,,53.66,229,8.34,4.9,112.7,12.12,11.9
5/21/2011 22:00,11.8,54.05,228,8.33,4.3,112.6,12.05,11.9
5/21/2011 22:10,,53.94,228,8.33,4.4,112.3,12.05,11.9
5/21/2011 22:20,,54.02,227,8.33,4.4,112.5,12.06,11.9
5/21/2011 22:30,11.9,54.02,227,8.32,4,112.1,12.01,11.9
5/21/2011 22:40,,54.17,227,8.32,4.3,112,11.98,11.9
5/21/2011 22:50,,53.79,227,8.32,4.1,111.8,12.01,12
5/21/2011 23:00,11.9,53.83,227,8.33,4.1,112.2,12.05,11.9
5/21/2011 23:10,,53.8,227,8.33,4.4,112,12.04,11.9
5/21/2011 23:20,,53.77,226,8.33,4.3,112.1,12.05,11.9
5/21/2011 23:30,11.8,53.67,226,8.33,4.1,112.2,12.07,11.9
5/21/2011 23:40,,53.3,227,8.33,4.1,111.9,12.09,11.9
5/21/2011 23:50,,53,226,8.33,4.4,111.6,12.11,11.9
5/22/2011 0:00,11.8,53.12,226,8.33,4.4,111.6,12.09,11.9
5/22/2011 0:10,,53.08,226,8.33,4.3,111.7,12.11,11.9
5/22/2011 0:20,,53.08,226,8.33,4.6,111.5,12.09,11.9
5/22/2011 0:30,11.9,53.05,225,8.34,4.4,111.5,12.1,11.9
5/22/2011 0:40,,53.08,225,8.33,4.4,111.7,12.11,11.9
5/22/2011 0:50,,53.12,226,8.33,4.2,111.6,12.09,11.9
5/22/2011 1:00,11.9,52.99,226,8.33,4.2,111.3,12.08,11.7
5/22/2011 1:10,,53.26,225,8.33,3.7,111.6,12.07,11.9
5/22/2011 1:20,,53.14,225,8.31,3.8,110.8,12,11.9
5/22/2011 1:30,11.9,52.91,225,8.29,3.3,109.7,11.92,11.9
5/22/2011 1:40,,52.8,225,8.3,3.7,110.1,11.98,11.9
5/22/2011 1:50,,53.09,224,8.3,3.6,110.6,11.98,11.9
5/22/2011 2:00,11.9,53.25,224,8.3,3.5,109.7,11.87,11.7
5/22/2011 2:10,,53.31,229,8.27,3,109.5,11.84,11.9
5/22/2011 2:20,,53.11,228,8.3,3.5,110.2,11.94,11.9
5/22/2011 2:30,11.9,53.15,228,8.3,3.3,110.5,11.97,11.9
5/22/2011 2:40,,53.47,228,8.28,3,109.2,11.79,11.9
5/22/2011 2:50,,53.18,229,8.27,2.9,109.3,11.84,11.9
5/22/2011 3:00,11.8,53.17,228,8.28,3,109.6,11.87,11.8
5/22/2011 3:10,,53.15,228,8.28,3.1,109.5,11.86,11.9
5/22/2011 3:20,,52.95,228,8.28,3.3,109.5,11.89,11.9
5/22/2011 3:30,11.8,52.85,228,8.28,3.2,109.3,11.89,11.9
5/22/2011 3:40,,53.08,227,8.27,3,109.1,11.83,11.9
5/22/2011 3:50,,52.95,227,8.27,3.1,109,11.84,11.9
5/22/2011 4:00,11.8,53.05,226,8.27,2.8,109.3,11.85,11.8
5/22/2011 4:10,,53.05,225,8.25,2.8,108.6,11.78,11.9
5/22/2011 4:20,,53.1,222,8.28,2.8,109.5,11.87,11.9
5/22/2011 4:30,11.9,53.16,222,8.27,2.8,109.4,11.85,11.9
5/22/2011 4:40,,53.04,221,8.24,2.8,108.4,11.76,11.9
5/22/2011 4:50,,53.19,220,8.29,2.9,109.9,11.9,11.9
5/22/2011 5:00,11.8,53.06,222,8.28,2.8,109.7,11.9,11.8
5/22/2011 5:10,,52.87,221,8.26,3.2,109.2,11.87,11.9
5/22/2011 5:20,,52.85,221,8.29,3.2,109.8,11.94,11.9
5/22/2011 5:30,11.8,52.85,222,8.31,3.2,110.2,11.98,11.9
5/22/2011 5:40,,52.86,221,8.31,3.4,110.4,12,11.9
5/22/2011 5:50,,53.08,221,8.29,3.1,109.9,11.91,11.9
5/22/2011 6:00,11.9,52.72,220,8.31,3.5,110,11.98,11.7
5/22/2011 6:10,,52.85,219,8.31,3.2,110.4,12.01,11.9
5/22/2011 6:20,,52.73,220,8.31,3.5,110.1,11.99,11.9
5/22/2011 6:30,12.1,52.79,216,8.32,3.4,110.5,12.02,11.9
5/22/2011 6:40,,53.18,215,8.31,3.2,110.5,11.97,11.9
5/22/2011 6:50,,53.07,216,8.26,2.9,109,11.81,11.9
5/22/2011 7:00,12.1,52.51,217,8.29,3.7,109.5,11.95,11.7
5/22/2011 7:10,,52.35,245,8.34,3.7,111.3,12.18,11.9
5/22/2011 7:20,,52.32,244,8.35,3.6,111.4,12.2,11.9
5/22/2011 7:30,12.2,52.4,245,8.34,3.6,111.3,12.18,11.9
5/22/2011 7:40,,52.42,245,8.33,3.5,111.4,12.17,11.9
5/22/2011 7:50,,52.34,245,8.33,3.5,111.1,12.16,11.9
5/22/2011 8:00,12.4,52.75,244,8.32,3.2,111.3,12.12,11.7
5/22/2011 8:10,,52.77,244,8.34,3.5,111.2,12.11,11.9
5/22/2011 8:20,,52.76,244,8.34,3.4,111.5,12.14,11.9
5/22/2011 8:30,12.3,53.1,243,8.32,3.3,111.6,12.1,11.9
5/22/2011 8:40,,53.4,243,8.32,3.1,111.5,12.04,11.9
5/22/2011 8:50,,53.19,243,8.33,3.1,111.3,12.05,11.9
5/22/2011 9:00,12.6,53.01,243,8.32,3,111.3,12.07,11.7
5/22/2011 9:10,,53.48,242,8.34,3.4,111.8,12.06,11.9
5/22/2011 9:20,,53.28,242,8.34,3.3,112,12.11,11.9
5/22/2011 9:30,12.4,53.57,242,8.34,3,112.1,12.08,11.9
5/22/2011 9:40,,53.45,241,8.35,3.3,112.4,12.13,11.9
5/22/2011 9:50,,53.76,241,8.35,2.8,112.8,12.12,11.9
5/22/2011 10:00,12.5,53.48,241,8.36,3.4,112.7,12.15,11.7
5/22/2011 10:10,,53.41,241,8.35,3.5,112.6,12.15,11.8
5/22/2011 10:20,,53.49,240,8.35,3.3,112.7,12.16,11.9
5/22/2011 10:30,13.4,53.83,235,8.36,3.2,113.7,12.21,11.9
5/22/2011 10:40,,54.11,237,8.4,3.5,114.8,12.28,11.9
5/22/2011 10:50,,54.13,240,8.4,3.3,115.3,12.34,11.9
5/22/2011 11:00,12.8,54.1,239,8.39,3.3,114.6,12.27,11.7
5/22/2011 11:10,,54.06,239,8.36,3.2,114,12.21,11.8
5/22/2011 11:20,,54.42,238,8.4,3.4,115.4,12.3,11.8
5/22/2011 11:30,13.5,54.81,237,8.4,2.9,115.8,12.29,11.8
5/22/2011 11:40,,54.75,236,8.37,2.9,115.1,12.21,11.9
5/22/2011 11:50,,54.89,235,8.36,3,114.8,12.17,11.8
5/22/2011 12:00,13,54.73,234,8.37,3.1,114.9,12.21,11.8
5/22/2011 12:10,,55,234,8.41,3.1,116.1,12.29,11.9
5/22/2011 12:20,,55.15,233,8.41,3.2,116.3,12.28,11.8
5/22/2011 12:30,13,55.28,231,8.41,3.1,116.5,12.28,11.8
5/22/2011 12:40,,55.39,230,8.41,3,116.6,12.28,11.8
5/22/2011 12:50,,55.84,228,8.36,2.9,115.7,12.11,11.8
5/22/2011 13:00,12.8,55.82,227,8.36,2.9,115.6,12.11,11.8
5/22/2011 13:10,,55.81,229,8.36,2.6,116.1,12.17,11.8
5/22/2011 13:20,,55.96,228,8.37,2.7,116.2,12.15,11.8
5/22/2011 13:30,12.8,56.16,228,8.37,2.8,116.4,12.14,11.8
5/22/2011 13:40,,56.16,227,8.37,2.9,116.5,12.15,11.8
5/22/2011 13:50,,56.38,227,8.36,2.8,116.3,12.1,11.8
5/22/2011 14:00,12.7,55.88,226,8.36,3.2,116,12.14,11.7
5/22/2011 14:10,,55.71,225,8.36,3.3,116.1,12.18,11.8
5/22/2011 14:20,,56.5,225,8.36,2.9,116.3,12.08,11.8
5/22/2011 14:30,12.5,56.33,224,8.36,3.1,116.1,12.09,11.8
5/22/2011 14:40,,56.06,224,8.37,3.1,116.2,12.14,11.8
5/22/2011 14:50,,56.19,223,8.38,3,116.4,12.14,11.8
5/22/2011 15:00,12.4,56.04,223,8.38,3.1,116.4,12.16,11.7
5/22/2011 15:10,,56.07,222,8.38,3.2,116.6,12.18,11.8
5/22/2011 15:20,,56.45,220,8.38,3,116.7,12.13,11.8
5/22/2011 15:30,12.4,56.14,220,8.38,3.2,116.8,12.19,11.8
5/22/2011 15:40,,56.05,219,8.39,3.2,116.9,12.21,11.8
5/22/2011 15:50,,56.7,219,8.38,2.9,117.1,12.13,11.8
5/22/2011 16:00,12.2,56.9,219,8.38,2.9,116.9,12.09,11.7
5/22/2011 16:10,,57.15,218,8.37,3,117.1,12.07,11.8
5/22/2011 16:20,,56.51,218,8.39,3.2,116.8,12.13,11.8
5/22/2011 16:30,12.2,56.63,217,8.38,3.2,116.9,12.13,11.8
5/22/2011 16:40,,56.55,217,8.39,3.1,117,12.15,11.8
5/22/2011 16:50,,56.21,217,8.4,3.2,117.2,12.22,11.8
5/22/2011 17:00,12,56.39,216,8.4,3.1,117.2,12.19,11.7
5/22/2011 17:10,,56.19,215,8.41,3.3,117.4,12.24,11.8
5/22/2011 17:20,,55.97,213,8.42,3.4,117.5,12.29,11.8
5/22/2011 17:30,12,55.66,212,8.42,3.3,117.6,12.34,11.8
5/22/2011 17:40,,55.87,211,8.41,3.3,117.4,12.29,11.8
5/22/2011 17:50,,55.93,210,8.41,3.1,117.4,12.28,11.8
5/22/2011 18:00,12,55.7,209,8.43,3.2,117.6,12.34,11.7
5/22/2011 18:10,,55.24,208,8.44,3.4,117.9,12.45,11.8
5/22/2011 18:20,,55.15,207,8.45,3.5,118.3,12.5,11.8
5/22/2011 18:30,12,54.75,206,8.47,3.8,118.4,12.58,11.8
5/22/2011 18:40,,54.55,206,8.47,3.7,118.4,12.6,11.8
5/22/2011 18:50,,54.3,204,8.47,3.7,118.1,12.61,11.8
5/22/2011 19:00,12,54.02,204,8.47,3.9,117.9,12.63,11.7
5/22/2011 19:10,,53.99,202,8.46,3.8,117.7,12.62,11.8
5/22/2011 19:20,,53.93,211,8.47,3.8,117.6,12.62,11.8
5/22/2011 19:30,12,53.76,210,8.49,3.9,118,12.68,11.8
5/22/2011 19:40,,53.57,209,8.49,4,117.6,12.67,11.8
5/22/2011 19:50,,53.35,207,8.48,3.9,117.2,12.66,11.8
5/22/2011 20:00,12,53.51,206,8.48,3.9,117.5,12.67,11.7
5/22/2011 20:10,,53.52,204,8.47,3.8,116.8,12.6,11.8
5/22/2011 20:20,,53.5,204,8.47,3.6,117.1,12.63,11.8
5/22/2011 20:30,12,53.29,203,8.47,3.8,116.8,12.63,11.8
5/22/2011 20:40,,53.18,201,8.47,3.8,116.8,12.65,11.8
5/22/2011 20:50,,53.55,198,8.48,3.7,117.4,12.65,11.8
5/22/2011 21:00,11.9,53.46,199,8.46,3.6,116.6,12.58,11.7
5/22/2011 21:10,,53.43,198,8.46,3.5,116.7,12.6,11.8
5/22/2011 21:20,,53.14,198,8.45,3.6,116.2,12.59,11.8
5/22/2011 21:30,11.9,53.45,195,8.47,3.6,116.7,12.59,11.8
5/22/2011 21:40,,53.61,223,8.45,3.3,116.4,12.53,11.8
5/22/2011 21:50,,53.23,222,8.43,3.4,115.1,12.46,11.8
5/22/2011 22:00,11.9,53.04,222,8.43,3.3,114.9,12.47,11.7
5/22/2011 22:10,,53.1,222,8.44,3.8,115.5,12.52,11.8
5/22/2011 22:20,,52.87,222,8.43,3.6,115,12.5,11.8
5/22/2011 22:30,11.9,52.95,219,8.38,3.2,113.2,12.29,11.8
5/22/2011 22:40,,52.91,221,8.39,3.3,113.2,12.3,11.8
5/22/2011 22:50,,52.79,221,8.41,3.5,113.8,12.39,11.8
5/22/2011 23:00,11.9,52.64,219,8.41,3.9,114,12.43,11.7
5/22/2011 23:10,,52.64,241,8.41,3.4,113.7,12.39,11.8
5/22/2011 23:20,,52.67,240,8.4,3.6,113.5,12.37,11.8
5/22/2011 23:30,11.9,52.72,239,8.39,3.3,113,12.31,11.8
5/22/2011 23:40,,52.85,238,8.4,3.3,113.2,12.31,11.8
5/22/2011 23:50,,52.71,245,8.41,3.6,113.7,12.38,11.8
5/23/2011 0:00,11.9,52.64,244,8.42,3.8,113.7,12.4,11.7
5/23/2011 0:10,,52.66,243,8.4,3.5,113,12.31,11.8
5/23/2011 0:20,,52.6,243,8.41,3.7,113.3,12.36,11.8
5/23/2011 0:30,11.9,52.57,242,8.41,3.6,113.4,12.38,11.8
5/23/2011 0:40,,52.52,242,8.41,3.8,113.3,12.37,11.8
5/23/2011 0:50,,52.55,241,8.4,3.7,113,12.33,11.8
5/23/2011 1:00,11.9,52.47,240,8.41,3.9,113.1,12.36,11.7
5/23/2011 1:10,,52.47,240,8.4,3.8,112.8,12.32,11.8
5/23/2011 1:20,,52.44,238,8.4,3.8,112.8,12.33,11.8
5/23/2011 1:30,11.8,52.39,237,8.4,4.1,112.6,12.32,11.8
5/23/2011 1:40,,52.33,265,8.4,4,112.7,12.34,11.8
5/23/2011 1:50,,52.24,265,8.41,4.1,112.6,12.34,11.8
5/23/2011 2:00,11.8,52.31,264,8.41,4.1,112.7,12.34,11.7
