parameter,Units,times,value_mean,value_std
Bat,V,2008-05-20,13.762037037037036,0.6215322628437107
Bat,V,2008-05-21,13.570833333333333,0.6458988424554699
Bat,V,2008-05-22,13.690277777777776,0.6640961515651931
Bat,V,2008-05-23,13.778472222222222,0.6661824436098939
Bat,V,2008-05-24,13.775694444444445,0.643335552612812
Bat,V,2008-05-25,13.784027777777778,0.6345157499898942
Bat,V,2008-05-26,13.699305555555556,0.5502061314650971
Bat,V,2008-05-27,13.638194444444444,0.5803298468610185
Bat,V,2008-05-28,13.792361111111111,0.6745192394225716
Bat,V,2008-05-29,13.781944444444443,0.6499760918440927
Bat,V,2008-05-30,13.636805555555556,0.5316219446156194
Bat,V,2008-05-31,13.631250000000001,0.5733558128351786
Bat,V,2008-06-01,13.746527777777779,0.6020841651134345
Bat,V,2008-06-02,13.757638888888888,0.5887737477414606
Bat,V,2008-06-03,13.472222222222221,0.4845074558223807
Bat,V,2008-06-04,13.622222222222222,0.5303969280839607
Bat,V,2008-06-05,13.639583333333333,0.49390958516886285
Bat,V,2008-06-06,13.689583333333333,0.49270464492723026
Bat,V,2008-06-07,13.693055555555555,0.5124536858183183
Bat,V,2008-06-08,13.698611111111111,0.5332295207823019
Bat,V,2008-06-09,13.711805555555555,0.5159683038698133
Bat,V,2008-06-10,13.61111111111111,0.5053713044882492
Bat,V,2008-06-11,13.70486111111111,0.5151318469438866
Bat,V,2008-06-12,13.68888888888889,0.5107393668542699
Bat,V,2008-06-13,13.641666666666667,0.4946567645199191
Bat,V,2008-06-14,13.57638888888889,0.48256107423329364
Bat,V,2008-06-15,13.70486111111111,0.5151318469438864
Bat,V,2008-06-16,13.677777777777777,0.5348608660914989
Bat,V,2008-06-17,13.1,0.028284271247461936
Bat,V,2008-06-18,,
Bat,V,2008-06-19,,
Bat,V,2008-06-20,,
Bat,V,2008-06-21,,
Bat,V,2008-06-22,,
Bat,V,2008-06-23,,
Bat,V,2008-06-24,,
Bat,V,2008-06-25,,
Bat,V,2008-06-26,,
Bat,V,2008-06-27,,
Bat,V,2008-06-28,,
Bat,V,2008-06-29,,
Bat,V,2008-06-30,,
Bat,V,2008-07-01,13.468539325842697,0.33628839950323686
Bat,V,2008-07-02,13.665277777777778,0.49151107727409316
Bat,V,2008-07-03,13.569444444444445,0.4632324519982444
Bat,V,2008-07-04,13.752083333333333,0.5368867456199489
Bat,V,2008-07-05,13.702777777777778,0.4964129293499471
Bat,V,2008-07-06,13.735416666666667,0.5084556007185854
Bat,V,2008-07-07,13.7,0.48241815132442173
Bat,V,2008-07-08,13.65486111111111,0.49920634369163813
Bat,V,2008-07-09,13.59236111111111,0.5123754989298899
Bat,V,2008-07-10,13.727777777777778,0.5364275046588001
Bat,V,2008-07-11,13.684722222222222,0.5242803185032352
Bat,V,2008-07-12,13.616666666666667,0.4829976327961792
Bat,V,2008-07-13,13.577777777777778,0.5025034452714864
Bat,V,2008-07-14,13.715277777777779,0.5392716461245753
Bat,V,2008-07-15,13.697222222222223,0.5086585187859227
Bat,V,2008-07-16,13.68888888888889,0.5057862550719776
Bat,V,2008-07-17,13.6875,0.49002283377652783
Bat,V,2008-07-18,13.688194444444443,0.48220016268350363
Bat,V,2008-07-19,13.647916666666667,0.4884639474639132
Bat,V,2008-07-20,13.665277777777778,0.4975913233740374
Bat,V,2008-07-21,13.694444444444445,0.4982174908819128
Bat,V,2008-07-22,13.603472222222223,0.4797162906372068
Bat,V,2008-07-23,13.589583333333334,0.5191061103918504
Bat,V,2008-07-24,13.71736111111111,0.5311723228096858
Bat,V,2008-07-25,13.7,0.5146796138328252
Bat,V,2008-07-26,13.65625,0.495676235127254
Bat,V,2008-07-27,13.690972222222221,0.5215513698484856
Bat,V,2008-07-28,13.690277777777778,0.526011439217849
Bat,V,2008-07-29,13.675,0.49578644173090797
Bat,V,2008-07-30,13.484027777777778,0.4157162820903557
Bat,V,2008-07-31,13.678472222222222,0.5042703230049925
Bat,V,2008-08-01,13.63888888888889,0.468909031556954
Bat,V,2008-08-02,13.67986111111111,0.5176033880185362
Bat,V,2008-08-03,13.690972222222221,0.5157536673421197
Bat,V,2008-08-04,13.590277777777779,0.4827542548250303
Bat,V,2008-08-05,13.570833333333333,0.4826898698849107
Bat,V,2008-08-06,13.691666666666666,0.5277608061721424
Bat,V,2008-08-07,13.585185185185185,0.559786821758173
Bat,V,2008-08-08,13.557142857142857,0.5131803165234242
Bat,V,2008-08-09,13.66875,0.544324660165545
Bat,V,2008-08-10,13.471527777777776,0.45736600612492323
Bat,V,2008-08-11,13.66875,0.5507107613415063
Bat,V,2008-08-12,13.669444444444444,0.5366664494924933
Bat,V,2008-08-13,13.622916666666667,0.5094517483688557
Bat,V,2008-08-14,13.64375,0.5127355334602121
Bat,V,2008-08-15,13.649305555555555,0.5323120867791357
Bat,V,2008-08-16,13.647916666666667,0.513995557924807
Bat,V,2008-08-17,13.676388888888889,0.538709427899538
Bat,V,2008-08-18,13.661805555555555,0.5118178937205665
Bat,V,2008-08-19,13.606944444444444,0.5295007250901732
Bat,V,2008-08-20,13.662500000000001,0.5568235335835295
Bat,V,2008-08-21,13.631944444444445,0.5014179583141876
Bat,V,2008-08-22,13.12972972972973,0.0661012055061736
Bat,V,2008-08-23,,
Bat,V,2008-08-24,,
Bat,V,2008-08-25,,
Bat,V,2008-08-26,,
Bat,V,2008-08-27,,
Bat,V,2008-08-28,,
Bat,V,2008-08-29,,
Bat,V,2008-08-30,,
Bat,V,2008-08-31,,
Bat,V,2008-09-01,,
Bat,V,2008-09-02,,
