times,parameter,Units,value_mean,value_std,location
2008-05-20 06:00:00,Bat,V,12.983333333333334,0.0752772652709082,Beach6_Buoy
2008-05-20 07:00:00,Bat,V,13.733333333333334,0.3669695718539435,Beach6_Buoy
2008-05-20 08:00:00,Bat,V,14.166666666666666,0.1861898672502525,Beach6_Buoy
2008-05-20 09:00:00,Bat,V,14.316666666666668,0.1602081978759721,Beach6_Buoy
2008-05-20 10:00:00,Bat,V,14.416666666666666,0.1169045194450005,Beach6_Buoy
2008-05-20 11:00:00,Bat,V,14.4,0.0894427190999912,Beach6_Buoy
2008-05-20 12:00:00,Bat,V,14.433333333333332,0.0816496580927721,Beach6_Buoy
2008-05-20 13:00:00,Bat,V,14.55,0.0836660026534075,Beach6_Buoy
2008-05-20 14:00:00,Bat,V,14.483333333333334,0.1169045194450008,Beach6_Buoy
2008-05-20 15:00:00,Bat,V,14.383333333333333,0.1471960144387969,Beach6_Buoy
2008-05-20 16:00:00,Bat,V,13.8,0.3521363372331796,Beach6_Buoy
2008-05-20 17:00:00,Bat,V,13.3,0.0894427190999923,Beach6_Buoy
2008-05-20 18:00:00,Bat,V,13.183333333333332,0.0408248290463861,Beach6_Buoy
2008-05-20 19:00:00,Bat,V,13.15,0.0547722557505164,Beach6_Buoy
2008-05-20 20:00:00,Bat,V,13.116666666666667,0.0408248290463858,Beach6_Buoy
2008-05-20 21:00:00,Bat,V,13.1,0.0,Beach6_Buoy
2008-05-20 22:00:00,Bat,V,13.1,0.0,Beach6_Buoy
2008-05-20 23:00:00,Bat,V,13.1,0.0,Beach6_Buoy
2008-05-21 00:00:00,Bat,V,13.083333333333334,0.0408248290463861,Beach6_Buoy
2008-05-21 01:00:00,Bat,V,13.083333333333334,0.0408248290463858,Beach6_Buoy
2008-05-21 02:00:00,Bat,V,13.05,0.0547722557505161,Beach6_Buoy
2008-05-21 03:00:00,Bat,V,13.05,0.0547722557505159,Beach6_Buoy
2008-05-21 04:00:00,Bat,V,13.083333333333334,0.0408248290463858,Beach6_Buoy
2008-05-21 05:00:00,Bat,V,13.1,0.0,Beach6_Buoy
2008-05-21 06:00:00,Bat,V,13.133333333333333,0.0516397779494321,Beach6_Buoy
2008-05-21 07:00:00,Bat,V,13.416666666666666,0.1329160135825118,Beach6_Buoy
2008-05-21 08:00:00,Bat,V,14.533333333333331,0.3204163957519435,Beach6_Buoy
2008-05-21 09:00:00,Bat,V,14.6,0.0894427190999911,Beach6_Buoy
2008-05-21 10:00:00,Bat,V,14.533333333333331,0.1032795558988639,Beach6_Buoy
2008-05-21 11:00:00,Bat,V,14.533333333333331,0.1505545305418158,Beach6_Buoy
2008-05-21 12:00:00,Bat,V,14.4,0.282842712474618,Beach6_Buoy
2008-05-21 13:00:00,Bat,V,14.5,0.109544511501033,Beach6_Buoy
2008-05-21 14:00:00,Bat,V,14.45,0.151657508881031,Beach6_Buoy
