times,parameter,Units,value_mean,value_std,location
2008-05-20,Bat,V,13.762037037037036,0.6215322628437107,Beach6_Buoy
2008-05-21,Bat,V,13.570833333333333,0.6458988424554699,Beach6_Buoy
2008-05-22,Bat,V,13.690277777777776,0.6640961515651931,Beach6_Buoy
2008-05-23,Bat,V,13.778472222222222,0.6661824436098939,Beach6_Buoy
2008-05-24,Bat,V,13.775694444444444,0.643335552612812,Beach6_Buoy
2008-05-25,Bat,V,13.784027777777778,0.6345157499898942,Beach6_Buoy
2008-05-26,Bat,V,13.699305555555556,0.5502061314650971,Beach6_Buoy
2008-05-27,Bat,V,13.638194444444444,0.5803298468610185,Beach6_Buoy
2008-05-28,Bat,V,13.792361111111113,0.6745192394225716,Beach6_Buoy
2008-05-29,Bat,V,13.781944444444443,0.6499760918440927,Beach6_Buoy
2008-05-30,Bat,V,13.636805555555556,0.5316219446156194,Beach6_Buoy
2008-05-31,Bat,V,13.63125,0.5733558128351786,Beach6_Buoy
2008-06-01,Bat,V,13.74652777777778,0.6020841651134345,Beach6_Buoy
2008-06-02,Bat,V,13.757638888888888,0.5887737477414606,Beach6_Buoy
2008-06-03,Bat,V,13.47222222222222,0.4845074558223807,Beach6_Buoy
2008-06-04,Bat,V,13.622222222222222,0.5303969280839607,Beach6_Buoy
2008-06-05,Bat,V,13.639583333333333,0.4939095851688628,Beach6_Buoy
2008-06-06,Bat,V,13.689583333333331,0.4927046449272302,Beach6_Buoy
2008-06-07,Bat,V,13.693055555555556,0.5124536858183183,Beach6_Buoy
2008-06-08,Bat,V,13.698611111111113,0.5332295207823019,Beach6_Buoy
2008-06-09,Bat,V,13.711805555555555,0.5159683038698133,Beach6_Buoy
2008-06-10,Bat,V,13.61111111111111,0.5053713044882492,Beach6_Buoy
2008-06-11,Bat,V,13.70486111111111,0.5151318469438866,Beach6_Buoy
2008-06-12,Bat,V,13.68888888888889,0.5107393668542699,Beach6_Buoy
2008-06-13,Bat,V,13.641666666666667,0.4946567645199191,Beach6_Buoy
2008-06-14,Bat,V,13.57638888888889,0.4825610742332936,Beach6_Buoy
2008-06-15,Bat,V,13.70486111111111,0.5151318469438864,Beach6_Buoy
2008-06-16,Bat,V,13.677777777777775,0.5348608660914989,Beach6_Buoy
2008-06-17,Bat,V,13.1,0.0282842712474619,Beach6_Buoy
2008-06-18,Bat,V,,,Beach6_Buoy
2008-06-19,Bat,V,,,Beach6_Buoy
2008-06-20,Bat,V,,,Beach6_Buoy
2008-06-21,Bat,V,,,Beach6_Buoy
2008-06-22,Bat,V,,,Beach6_Buoy
2008-06-23,Bat,V,,,Beach6_Buoy
2008-06-24,Bat,V,,,Beach6_Buoy
2008-06-25,Bat,V,,,Beach6_Buoy
2008-06-26,Bat,V,,,Beach6_Buoy
2008-06-27,Bat,V,,,Beach6_Buoy
2008-06-28,Bat,V,,,Beach6_Buoy
2008-06-29,Bat,V,,,Beach6_Buoy
2008-06-30,Bat,V,,,Beach6_Buoy
2008-07-01,Bat,V,13.468539325842697,0.3362883995032368,Beach6_Buoy
2008-07-02,Bat,V,13.665277777777778,0.4915110772740931,Beach6_Buoy
2008-07-03,Bat,V,13.569444444444445,0.4632324519982444,Beach6_Buoy
2008-07-04,Bat,V,13.752083333333331,0.5368867456199489,Beach6_Buoy
2008-07-05,Bat,V,13.702777777777778,0.4964129293499471,Beach6_Buoy
2008-07-06,Bat,V,13.735416666666667,0.5084556007185854,Beach6_Buoy
2008-07-07,Bat,V,13.7,0.4824181513244217,Beach6_Buoy
2008-07-08,Bat,V,13.65486111111111,0.4992063436916381,Beach6_Buoy
2008-07-09,Bat,V,13.59236111111111,0.5123754989298899,Beach6_Buoy
2008-07-10,Bat,V,13.727777777777778,0.5364275046588001,Beach6_Buoy
2008-07-11,Bat,V,13.684722222222222,0.5242803185032352,Beach6_Buoy
2008-07-12,Bat,V,13.616666666666667,0.4829976327961792,Beach6_Buoy
2008-07-13,Bat,V,13.577777777777778,0.5025034452714864,Beach6_Buoy
2008-07-14,Bat,V,13.71527777777778,0.5392716461245753,Beach6_Buoy
2008-07-15,Bat,V,13.697222222222225,0.5086585187859227,Beach6_Buoy
2008-07-16,Bat,V,13.68888888888889,0.5057862550719776,Beach6_Buoy
2008-07-17,Bat,V,13.6875,0.4900228337765278,Beach6_Buoy
2008-07-18,Bat,V,13.688194444444443,0.4822001626835036,Beach6_Buoy
2008-07-19,Bat,V,13.647916666666667,0.4884639474639132,Beach6_Buoy
2008-07-20,Bat,V,13.665277777777778,0.4975913233740374,Beach6_Buoy
2008-07-21,Bat,V,13.694444444444445,0.4982174908819128,Beach6_Buoy
2008-07-22,Bat,V,13.603472222222225,0.4797162906372068,Beach6_Buoy
2008-07-23,Bat,V,13.589583333333334,0.5191061103918504,Beach6_Buoy
2008-07-24,Bat,V,13.71736111111111,0.5311723228096858,Beach6_Buoy
2008-07-25,Bat,V,13.7,0.5146796138328252,Beach6_Buoy
2008-07-26,Bat,V,13.65625,0.495676235127254,Beach6_Buoy
2008-07-27,Bat,V,13.69097222222222,0.5215513698484856,Beach6_Buoy
2008-07-28,Bat,V,13.690277777777778,0.526011439217849,Beach6_Buoy
2008-07-29,Bat,V,13.675,0.4957864417309079,Beach6_Buoy
2008-07-30,Bat,V,13.484027777777778,0.4157162820903557,Beach6_Buoy
2008-07-31,Bat,V,13.678472222222222,0.5042703230049925,Beach6_Buoy
2008-08-01,Bat,V,13.63888888888889,0.468909031556954,Beach6_Buoy
2008-08-02,Bat,V,13.67986111111111,0.5176033880185362,Beach6_Buoy
2008-08-03,Bat,V,13.69097222222222,0.5157536673421197,Beach6_Buoy
2008-08-04,Bat,V,13.59027777777778,0.4827542548250303,Beach6_Buoy
2008-08-05,Bat,V,13.570833333333333,0.4826898698849107,Beach6_Buoy
2008-08-06,Bat,V,13.691666666666666,0.5277608061721424,Beach6_Buoy
2008-08-07,Bat,V,13.585185185185184,0.559786821758173,Beach6_Buoy
2008-08-08,Bat,V,13.557142857142855,0.5131803165234242,Beach6_Buoy
2008-08-09,Bat,V,13.66875,0.544324660165545,Beach6_Buoy
2008-08-10,Bat,V,13.471527777777776,0.4573660061249232,Beach6_Buoy
2008-08-11,Bat,V,13.66875,0.5507107613415063,Beach6_Buoy
2008-08-12,Bat,V,13.669444444444444,0.5366664494924933,Beach6_Buoy
2008-08-13,Bat,V,13.622916666666669,0.5094517483688557,Beach6_Buoy
2008-08-14,Bat,V,13.64375,0.5127355334602121,Beach6_Buoy
2008-08-15,Bat,V,13.649305555555555,0.5323120867791357,Beach6_Buoy
2008-08-16,Bat,V,13.647916666666667,0.513995557924807,Beach6_Buoy
2008-08-17,Bat,V,13.676388888888887,0.538709427899538,Beach6_Buoy
2008-08-18,Bat,V,13.661805555555556,0.5118178937205665,Beach6_Buoy
2008-08-19,Bat,V,13.606944444444444,0.5295007250901732,Beach6_Buoy
2008-08-20,Bat,V,13.6625,0.5568235335835295,Beach6_Buoy
2008-08-21,Bat,V,13.631944444444445,0.5014179583141876,Beach6_Buoy
2008-08-22,Bat,V,13.12972972972973,0.0661012055061736,Beach6_Buoy
2008-08-23,Bat,V,,,Beach6_Buoy
2008-08-24,Bat,V,,,Beach6_Buoy
2008-08-25,Bat,V,,,Beach6_Buoy
2008-08-26,Bat,V,,,Beach6_Buoy
2008-08-27,Bat,V,,,Beach6_Buoy
2008-08-28,Bat,V,,,Beach6_Buoy
2008-08-29,Bat,V,,,Beach6_Buoy
2008-08-30,Bat,V,,,Beach6_Buoy
2008-08-31,Bat,V,,,Beach6_Buoy
2008-09-01,Bat,V,,,Beach6_Buoy
2008-09-02,Bat,V,,,Beach6_Buoy
2008-09-03,Bat,V,,,Beach6_Buoy
2008-09-04,Bat,V,,,Beach6_Buoy
2008-09-05,Bat,V,,,Beach6_Buoy
2008-09-06,Bat,V,,,Beach6_Buoy
2008-09-07,Bat,V,,,Beach6_Buoy
2008-09-08,Bat,V,,,Beach6_Buoy
2008-09-09,Bat,V,,,Beach6_Buoy
2008-09-10,Bat,V,,,Beach6_Buoy
2008-09-11,Bat,V,,,Beach6_Buoy
2008-09-12,Bat,V,,,Beach6_Buoy
2008-09-13,Bat,V,,,Beach6_Buoy
2008-09-14,Bat,V,,,Beach6_Buoy
2008-09-15,Bat,V,,,Beach6_Buoy
2008-09-16,Bat,V,,,Beach6_Buoy
2008-09-17,Bat,V,,,Beach6_Buoy
2008-09-18,Bat,V,,,Beach6_Buoy
2008-09-19,Bat,V,,,Beach6_Buoy
2008-09-20,Bat,V,,,Beach6_Buoy
2008-09-21,Bat,V,,,Beach6_Buoy
2008-09-22,Bat,V,,,Beach6_Buoy
2008-09-23,Bat,V,,,Beach6_Buoy
2008-09-24,Bat,V,,,Beach6_Buoy
2008-09-25,Bat,V,,,Beach6_Buoy
2008-09-26,Bat,V,,,Beach6_Buoy
2008-09-27,Bat,V,,,Beach6_Buoy
2008-09-28,Bat,V,,,Beach6_Buoy
2008-09-29,Bat,V,,,Beach6_Buoy
2008-09-30,Bat,V,,,Beach6_Buoy
2008-10-01,Bat,V,,,Beach6_Buoy
2008-10-02,Bat,V,,,Beach6_Buoy
2008-10-03,Bat,V,,,Beach6_Buoy
2008-10-04,Bat,V,,,Beach6_Buoy
2008-10-05,Bat,V,,,Beach6_Buoy
2008-10-06,Bat,V,,,Beach6_Buoy
2008-10-07,Bat,V,,,Beach6_Buoy
2008-10-08,Bat,V,,,Beach6_Buoy
2008-10-09,Bat,V,,,Beach6_Buoy
2008-10-10,Bat,V,,,Beach6_Buoy
2008-10-11,Bat,V,,,Beach6_Buoy
2008-10-12,Bat,V,,,Beach6_Buoy
2008-10-13,Bat,V,,,Beach6_Buoy
2008-10-14,Bat,V,,,Beach6_Buoy
2008-10-15,Bat,V,,,Beach6_Buoy
2008-10-16,Bat,V,,,Beach6_Buoy
2008-10-17,Bat,V,,,Beach6_Buoy
2008-10-18,Bat,V,,,Beach6_Buoy
2008-10-19,Bat,V,,,Beach6_Buoy
2008-10-20,Bat,V,,,Beach6_Buoy
2008-10-21,Bat,V,,,Beach6_Buoy
2008-10-22,Bat,V,,,Beach6_Buoy
2008-10-23,Bat,V,,,Beach6_Buoy
2008-10-24,Bat,V,,,Beach6_Buoy
2008-10-25,Bat,V,,,Beach6_Buoy
2008-10-26,Bat,V,,,Beach6_Buoy
2008-10-27,Bat,V,,,Beach6_Buoy
2008-10-28,Bat,V,,,Beach6_Buoy
2008-10-29,Bat,V,,,Beach6_Buoy
2008-10-30,Bat,V,,,Beach6_Buoy
2008-10-31,Bat,V,,,Beach6_Buoy
2008-11-01,Bat,V,,,Beach6_Buoy
2008-11-02,Bat,V,,,Beach6_Buoy
2008-11-03,Bat,V,,,Beach6_Buoy
2008-11-04,Bat,V,,,Beach6_Buoy
2008-11-05,Bat,V,,,Beach6_Buoy
2008-11-06,Bat,V,,,Beach6_Buoy
2008-11-07,Bat,V,,,Beach6_Buoy
2008-11-08,Bat,V,,,Beach6_Buoy
2008-11-09,Bat,V,,,Beach6_Buoy
2008-11-10,Bat,V,,,Beach6_Buoy
2008-11-11,Bat,V,,,Beach6_Buoy
2008-11-12,Bat,V,,,Beach6_Buoy
2008-11-13,Bat,V,,,Beach6_Buoy
2008-11-14,Bat,V,,,Beach6_Buoy
2008-11-15,Bat,V,,,Beach6_Buoy
2008-11-16,Bat,V,,,Beach6_Buoy
2008-11-17,Bat,V,,,Beach6_Buoy
2008-11-18,Bat,V,,,Beach6_Buoy
2008-11-19,Bat,V,,,Beach6_Buoy
2008-11-20,Bat,V,,,Beach6_Buoy
2008-11-21,Bat,V,,,Beach6_Buoy
2008-11-22,Bat,V,,,Beach6_Buoy
2008-11-23,Bat,V,,,Beach6_Buoy
2008-11-24,Bat,V,,,Beach6_Buoy
2008-11-25,Bat,V,,,Beach6_Buoy
2008-11-26,Bat,V,,,Beach6_Buoy
2008-11-27,Bat,V,,,Beach6_Buoy
2008-11-28,Bat,V,,,Beach6_Buoy
2008-11-29,Bat,V,,,Beach6_Buoy
2008-11-30,Bat,V,,,Beach6_Buoy
2008-12-01,Bat,V,,,Beach6_Buoy
2008-12-02,Bat,V,,,Beach6_Buoy
2008-12-03,Bat,V,,,Beach6_Buoy
2008-12-04,Bat,V,,,Beach6_Buoy
2008-12-05,Bat,V,,,Beach6_Buoy
2008-12-06,Bat,V,,,Beach6_Buoy
2008-12-07,Bat,V,,,Beach6_Buoy
2008-12-08,Bat,V,,,Beach6_Buoy
2008-12-09,Bat,V,,,Beach6_Buoy
2008-12-10,Bat,V,,,Beach6_Buoy
2008-12-11,Bat,V,,,Beach6_Buoy
2008-12-12,Bat,V,,,Beach6_Buoy
2008-12-13,Bat,V,,,Beach6_Buoy
2008-12-14,Bat,V,,,Beach6_Buoy
2008-12-15,Bat,V,,,Beach6_Buoy
2008-12-16,Bat,V,,,Beach6_Buoy
2008-12-17,Bat,V,,,Beach6_Buoy
2008-12-18,Bat,V,,,Beach6_Buoy
2008-12-19,Bat,V,,,Beach6_Buoy
2008-12-20,Bat,V,,,Beach6_Buoy
2008-12-21,Bat,V,,,Beach6_Buoy
2008-12-22,Bat,V,,,Beach6_Buoy
2008-12-23,Bat,V,,,Beach6_Buoy
2008-12-24,Bat,V,,,Beach6_Buoy
2008-12-25,Bat,V,,,Beach6_Buoy
2008-12-26,Bat,V,,,Beach6_Buoy
2008-12-27,Bat,V,,,Beach6_Buoy
2008-12-28,Bat,V,,,Beach6_Buoy
2008-12-29,Bat,V,,,Beach6_Buoy
2008-12-30,Bat,V,,,Beach6_Buoy
2008-12-31,Bat,V,,,Beach6_Buoy
2009-01-01,Bat,V,,,Beach6_Buoy
2009-01-02,Bat,V,,,Beach6_Buoy
2009-01-03,Bat,V,,,Beach6_Buoy
2009-01-04,Bat,V,,,Beach6_Buoy
2009-01-05,Bat,V,,,Beach6_Buoy
2009-01-06,Bat,V,,,Beach6_Buoy
2009-01-07,Bat,V,,,Beach6_Buoy
2009-01-08,Bat,V,,,Beach6_Buoy
2009-01-09,Bat,V,,,Beach6_Buoy
2009-01-10,Bat,V,,,Beach6_Buoy
2009-01-11,Bat,V,,,Beach6_Buoy
2009-01-12,Bat,V,,,Beach6_Buoy
2009-01-13,Bat,V,,,Beach6_Buoy
2009-01-14,Bat,V,,,Beach6_Buoy
2009-01-15,Bat,V,,,Beach6_Buoy
2009-01-16,Bat,V,,,Beach6_Buoy
2009-01-17,Bat,V,,,Beach6_Buoy
2009-01-18,Bat,V,,,Beach6_Buoy
2009-01-19,Bat,V,,,Beach6_Buoy
2009-01-20,Bat,V,,,Beach6_Buoy
2009-01-21,Bat,V,,,Beach6_Buoy
2009-01-22,Bat,V,,,Beach6_Buoy
2009-01-23,Bat,V,,,Beach6_Buoy
2009-01-24,Bat,V,,,Beach6_Buoy
2009-01-25,Bat,V,,,Beach6_Buoy
2009-01-26,Bat,V,,,Beach6_Buoy
2009-01-27,Bat,V,,,Beach6_Buoy
2009-01-28,Bat,V,,,Beach6_Buoy
2009-01-29,Bat,V,,,Beach6_Buoy
2009-01-30,Bat,V,,,Beach6_Buoy
2009-01-31,Bat,V,,,Beach6_Buoy
2009-02-01,Bat,V,,,Beach6_Buoy
2009-02-02,Bat,V,,,Beach6_Buoy
2009-02-03,Bat,V,,,Beach6_Buoy
2009-02-04,Bat,V,,,Beach6_Buoy
2009-02-05,Bat,V,,,Beach6_Buoy
2009-02-06,Bat,V,,,Beach6_Buoy
2009-02-07,Bat,V,,,Beach6_Buoy
2009-02-08,Bat,V,,,Beach6_Buoy
2009-02-09,Bat,V,,,Beach6_Buoy
2009-02-10,Bat,V,,,Beach6_Buoy
2009-02-11,Bat,V,,,Beach6_Buoy
2009-02-12,Bat,V,,,Beach6_Buoy
2009-02-13,Bat,V,,,Beach6_Buoy
2009-02-14,Bat,V,,,Beach6_Buoy
2009-02-15,Bat,V,,,Beach6_Buoy
2009-02-16,Bat,V,,,Beach6_Buoy
2009-02-17,Bat,V,,,Beach6_Buoy
2009-02-18,Bat,V,,,Beach6_Buoy
2009-02-19,Bat,V,,,Beach6_Buoy
2009-02-20,Bat,V,,,Beach6_Buoy
2009-02-21,Bat,V,,,Beach6_Buoy
2009-02-22,Bat,V,,,Beach6_Buoy
2009-02-23,Bat,V,,,Beach6_Buoy
2009-02-24,Bat,V,,,Beach6_Buoy
2009-02-25,Bat,V,,,Beach6_Buoy
2009-02-26,Bat,V,,,Beach6_Buoy
2009-02-27,Bat,V,,,Beach6_Buoy
2009-02-28,Bat,V,,,Beach6_Buoy
2009-03-01,Bat,V,,,Beach6_Buoy
2009-03-02,Bat,V,,,Beach6_Buoy
2009-03-03,Bat,V,,,Beach6_Buoy
2009-03-04,Bat,V,,,Beach6_Buoy
2009-03-05,Bat,V,,,Beach6_Buoy
2009-03-06,Bat,V,,,Beach6_Buoy
2009-03-07,Bat,V,,,Beach6_Buoy
2009-03-08,Bat,V,,,Beach6_Buoy
2009-03-09,Bat,V,,,Beach6_Buoy
2009-03-10,Bat,V,,,Beach6_Buoy
2009-03-11,Bat,V,,,Beach6_Buoy
2009-03-12,Bat,V,,,Beach6_Buoy
2009-03-13,Bat,V,,,Beach6_Buoy
2009-03-14,Bat,V,,,Beach6_Buoy
2009-03-15,Bat,V,,,Beach6_Buoy
2009-03-16,Bat,V,,,Beach6_Buoy
2009-03-17,Bat,V,,,Beach6_Buoy
2009-03-18,Bat,V,,,Beach6_Buoy
2009-03-19,Bat,V,,,Beach6_Buoy
2009-03-20,Bat,V,,,Beach6_Buoy
2009-03-21,Bat,V,,,Beach6_Buoy
2009-03-22,Bat,V,,,Beach6_Buoy
2009-03-23,Bat,V,,,Beach6_Buoy
2009-03-24,Bat,V,,,Beach6_Buoy
2009-03-25,Bat,V,,,Beach6_Buoy
2009-03-26,Bat,V,,,Beach6_Buoy
2009-03-27,Bat,V,,,Beach6_Buoy
2009-03-28,Bat,V,,,Beach6_Buoy
2009-03-29,Bat,V,,,Beach6_Buoy
2009-03-30,Bat,V,,,Beach6_Buoy
2009-03-31,Bat,V,,,Beach6_Buoy
2009-04-01,Bat,V,,,Beach6_Buoy
2009-04-02,Bat,V,,,Beach6_Buoy
2009-04-03,Bat,V,,,Beach6_Buoy
2009-04-04,Bat,V,,,Beach6_Buoy
2009-04-05,Bat,V,,,Beach6_Buoy
2009-04-06,Bat,V,,,Beach6_Buoy
2009-04-07,Bat,V,,,Beach6_Buoy
2009-04-08,Bat,V,,,Beach6_Buoy
2009-04-09,Bat,V,,,Beach6_Buoy
2009-04-10,Bat,V,,,Beach6_Buoy
2009-04-11,Bat,V,,,Beach6_Buoy
2009-04-12,Bat,V,,,Beach6_Buoy
2009-04-13,Bat,V,,,Beach6_Buoy
2009-04-14,Bat,V,,,Beach6_Buoy
2009-04-15,Bat,V,,,Beach6_Buoy
2009-04-16,Bat,V,,,Beach6_Buoy
2009-04-17,Bat,V,,,Beach6_Buoy
2009-04-18,Bat,V,,,Beach6_Buoy
2009-04-19,Bat,V,,,Beach6_Buoy
2009-04-20,Bat,V,,,Beach6_Buoy
2009-04-21,Bat,V,,,Beach6_Buoy
2009-04-22,Bat,V,,,Beach6_Buoy
2009-04-23,Bat,V,,,Beach6_Buoy
2009-04-24,Bat,V,,,Beach6_Buoy
2009-04-25,Bat,V,,,Beach6_Buoy
2009-04-26,Bat,V,,,Beach6_Buoy
2009-04-27,Bat,V,,,Beach6_Buoy
2009-04-28,Bat,V,,,Beach6_Buoy
2009-04-29,Bat,V,,,Beach6_Buoy
2009-04-30,Bat,V,,,Beach6_Buoy
2009-05-01,Bat,V,,,Beach6_Buoy
2009-05-02,Bat,V,,,Beach6_Buoy
2009-05-03,Bat,V,,,Beach6_Buoy
2009-05-04,Bat,V,,,Beach6_Buoy
2009-05-05,Bat,V,,,Beach6_Buoy
2009-05-06,Bat,V,,,Beach6_Buoy
2009-05-07,Bat,V,,,Beach6_Buoy
2009-05-08,Bat,V,,,Beach6_Buoy
2009-05-09,Bat,V,,,Beach6_Buoy
2009-05-10,Bat,V,,,Beach6_Buoy
2009-05-11,Bat,V,,,Beach6_Buoy
2009-05-12,Bat,V,,,Beach6_Buoy
2009-05-13,Bat,V,,,Beach6_Buoy
2009-05-14,Bat,V,,,Beach6_Buoy
2009-05-15,Bat,V,,,Beach6_Buoy
2009-05-16,Bat,V,,,Beach6_Buoy
2009-05-17,Bat,V,,,Beach6_Buoy
2009-05-18,Bat,V,,,Beach6_Buoy
2009-05-19,Bat,V,,,Beach6_Buoy
2009-05-20,Bat,V,,,Beach6_Buoy
2009-05-21,Bat,V,,,Beach6_Buoy
2009-05-22,Bat,V,,,Beach6_Buoy
2009-05-23,Bat,V,,,Beach6_Buoy
2009-05-24,Bat,V,,,Beach6_Buoy
2009-05-25,Bat,V,,,Beach6_Buoy
2009-05-26,Bat,V,,,Beach6_Buoy
2009-05-27,Bat,V,,,Beach6_Buoy
2009-05-28,Bat,V,,,Beach6_Buoy
2009-05-29,Bat,V,,,Beach6_Buoy
2009-05-30,Bat,V,,,Beach6_Buoy
2009-05-31,Bat,V,,,Beach6_Buoy
2009-06-01,Bat,V,13.33809523809524,0.0903870684651618,Beach6_Buoy
2009-06-02,Bat,V,13.525,0.2551566089774978,Beach6_Buoy
2009-06-03,Bat,V,13.75347222222222,0.2205882771912148,Beach6_Buoy
2009-06-04,Bat,V,14.528472222222222,0.9666222057937064,Beach6_Buoy
2009-06-05,Bat,V,15.00486111111111,1.285003869881311,Beach6_Buoy
2009-06-06,Bat,V,15.055555555555555,1.321356464389116,Beach6_Buoy
