times,pH,Units
2008-05-20 06:00:00,,
2008-05-20 06:30:00,4.24,
2008-05-20 07:00:00,7.09,
2008-05-20 07:30:00,7.92,
2008-05-20 08:00:00,8.29,
2008-05-20 08:30:00,8.28,
2008-05-20 09:00:00,8.28,
2008-05-20 09:30:00,8.28,
2008-05-20 10:00:00,8.29,
2008-05-20 10:30:00,8.29,
2008-05-20 11:00:00,8.29,
2008-05-20 11:30:00,8.3,
2008-05-20 12:00:00,8.3,
2008-05-20 12:30:00,8.3,
2008-05-20 13:00:00,8.31,
2008-05-20 13:30:00,8.32,
2008-05-20 14:00:00,8.33,
2008-05-20 14:30:00,8.34,
2008-05-20 15:00:00,8.34,
2008-05-20 15:30:00,8.34,
2008-05-20 16:00:00,8.34,
2008-05-20 16:30:00,8.33,
2008-05-20 17:00:00,8.33,
2008-05-20 17:30:00,8.32,
2008-05-20 18:00:00,8.32,
2008-05-20 18:30:00,8.31,
2008-05-20 19:00:00,8.32,
2008-05-20 19:30:00,8.32,
2008-05-20 20:00:00,8.3,
2008-05-20 20:30:00,8.31,
2008-05-20 21:00:00,8.3,
2008-05-20 21:30:00,8.3,
2008-05-20 22:00:00,8.3,
2008-05-20 22:30:00,8.3,
2008-05-20 23:00:00,8.27,
2008-05-20 23:30:00,8.23,
2008-05-21 00:00:00,8.29,
2008-05-21 00:30:00,8.26,
2008-05-21 01:00:00,8.25,
2008-05-21 01:30:00,8.3,
2008-05-21 02:00:00,8.31,
2008-05-21 02:30:00,8.29,
2008-05-21 03:00:00,8.29,
2008-05-21 03:30:00,8.27,
2008-05-21 04:00:00,8.26,
2008-05-21 04:30:00,8.25,
2008-05-21 05:00:00,8.25,
2008-05-21 05:30:00,8.27,
2008-05-21 06:00:00,8.27,
2008-05-21 06:30:00,8.28,
2008-05-21 07:00:00,8.27,
2008-05-21 07:30:00,8.27,
2008-05-21 08:00:00,8.27,
2008-05-21 08:30:00,8.27,
2008-05-21 09:00:00,8.27,
2008-05-21 09:30:00,8.28,
2008-05-21 10:00:00,8.27,
2008-05-21 10:30:00,8.26,
2008-05-21 11:00:00,8.28,
2008-05-21 11:30:00,8.28,
2008-05-21 12:00:00,8.29,
2008-05-21 12:30:00,8.3,
2008-05-21 13:00:00,8.31,
2008-05-21 13:30:00,8.31,
2008-05-21 14:00:00,8.31,
2008-05-21 14:30:00,8.31,
2008-05-21 15:00:00,8.32,
2008-05-21 15:30:00,8.32,
2008-05-21 16:00:00,8.33,
2008-05-21 16:30:00,8.33,
2008-05-21 17:00:00,8.34,
2008-05-21 17:30:00,8.34,
2008-05-21 18:00:00,8.33,
2008-05-21 18:30:00,8.33,
2008-05-21 19:00:00,8.33,
2008-05-21 19:30:00,8.33,
2008-05-21 20:00:00,8.34,
2008-05-21 20:30:00,8.33,
2008-05-21 21:00:00,8.32,
2008-05-21 21:30:00,8.32,
2008-05-21 22:00:00,8.33,
2008-05-21 22:30:00,8.31,
2008-05-21 23:00:00,8.29,
2008-05-21 23:30:00,8.28,
2008-05-22 00:00:00,8.28,
2008-05-22 00:30:00,8.29,
2008-05-22 01:00:00,8.27,
2008-05-22 01:30:00,8.27,
2008-05-22 02:00:00,8.28,
2008-05-22 02:30:00,8.29,
2008-05-22 03:00:00,8.3,
2008-05-22 03:30:00,8.29,
2008-05-22 04:00:00,8.3,
2008-05-22 04:30:00,8.3,
2008-05-22 05:00:00,8.3,
2008-05-22 05:30:00,8.3,
2008-05-22 06:00:00,8.31,
2008-05-22 06:30:00,8.31,
2008-05-22 07:00:00,8.31,
2008-05-22 07:30:00,8.31,
2008-05-22 08:00:00,8.32,
2008-05-22 08:30:00,8.32,
2008-05-22 09:00:00,8.32,
2008-05-22 09:30:00,8.33,
2008-05-22 10:00:00,8.33,
2008-05-22 10:30:00,8.33,
2008-05-22 11:00:00,8.33,
2008-05-22 11:30:00,8.34,
2008-05-22 12:00:00,8.34,
2008-05-22 12:30:00,8.35,
2008-05-22 13:00:00,8.34,
2008-05-22 13:30:00,8.34,
2008-05-22 14:00:00,8.35,
2008-05-22 14:30:00,8.35,
2008-05-22 15:00:00,8.35,
2008-05-22 15:30:00,8.35,
2008-05-22 16:00:00,8.35,
2008-05-22 16:30:00,8.34,
2008-05-22 17:00:00,8.34,
2008-05-22 17:30:00,8.34,
2008-05-22 18:00:00,8.33,
2008-05-22 18:30:00,8.33,
2008-05-22 19:00:00,8.34,
2008-05-22 19:30:00,8.33,
2008-05-22 20:00:00,8.33,
2008-05-22 20:30:00,8.33,
2008-05-22 21:00:00,8.33,
2008-05-22 21:30:00,8.33,
2008-05-22 22:00:00,8.32,
2008-05-22 22:30:00,8.31,
2008-05-22 23:00:00,8.31,
2008-05-22 23:30:00,8.32,
2008-05-23 00:00:00,8.31,
2008-05-23 00:30:00,8.31,
2008-05-23 01:00:00,8.32,
2008-05-23 01:30:00,8.31,
2008-05-23 02:00:00,8.3,
2008-05-23 02:30:00,8.31,
2008-05-23 03:00:00,8.3,
2008-05-23 03:30:00,8.28,
2008-05-23 04:00:00,8.28,
2008-05-23 04:30:00,8.28,
2008-05-23 05:00:00,8.29,
2008-05-23 05:30:00,8.3,
2008-05-23 06:00:00,8.3,
2008-05-23 06:30:00,8.3,
2008-05-23 07:00:00,8.29,
2008-05-23 07:30:00,8.3,
2008-05-23 08:00:00,8.3,
2008-05-23 08:30:00,8.31,
2008-05-23 09:00:00,8.31,
2008-05-23 09:30:00,8.3,
2008-05-23 10:00:00,8.3,
2008-05-23 10:30:00,8.3,
2008-05-23 11:00:00,8.3,
2008-05-23 11:30:00,8.31,
2008-05-23 12:00:00,8.31,
2008-05-23 12:30:00,8.31,
2008-05-23 13:00:00,8.32,
2008-05-23 13:30:00,8.32,
2008-05-23 14:00:00,8.33,
2008-05-23 14:30:00,8.33,
2008-05-23 15:00:00,8.33,
2008-05-23 15:30:00,8.33,
2008-05-23 16:00:00,8.33,
2008-05-23 16:30:00,8.34,
2008-05-23 17:00:00,8.34,
2008-05-23 17:30:00,8.33,
2008-05-23 18:00:00,8.33,
2008-05-23 18:30:00,8.33,
2008-05-23 19:00:00,8.32,
2008-05-23 19:30:00,8.3,
2008-05-23 20:00:00,8.26,
2008-05-23 20:30:00,8.27,
2008-05-23 21:00:00,8.27,
2008-05-23 21:30:00,8.27,
2008-05-23 22:00:00,8.26,
2008-05-23 22:30:00,8.26,
2008-05-23 23:00:00,8.28,
2008-05-23 23:30:00,8.29,
2008-05-24 00:00:00,8.28,
2008-05-24 00:30:00,8.28,
2008-05-24 01:00:00,8.28,
2008-05-24 01:30:00,8.25,
2008-05-24 02:00:00,8.26,
2008-05-24 02:30:00,8.27,
2008-05-24 03:00:00,8.25,
2008-05-24 03:30:00,8.27,
2008-05-24 04:00:00,8.29,
2008-05-24 04:30:00,8.29,
2008-05-24 05:00:00,8.28,
2008-05-24 05:30:00,8.27,
2008-05-24 06:00:00,8.27,
2008-05-24 06:30:00,8.27,
2008-05-24 07:00:00,8.27,
2008-05-24 07:30:00,8.26,
2008-05-24 08:00:00,8.28,
2008-05-24 08:30:00,8.29,
2008-05-24 09:00:00,8.3,
2008-05-24 09:30:00,8.29,
2008-05-24 10:00:00,8.29,
2008-05-24 10:30:00,8.3,
2008-05-24 11:00:00,8.3,
2008-05-24 11:30:00,8.31,
2008-05-24 12:00:00,8.31,
2008-05-24 12:30:00,8.31,
2008-05-24 13:00:00,8.32,
2008-05-24 13:30:00,8.34,
2008-05-24 14:00:00,8.33,
2008-05-24 14:30:00,8.34,
2008-05-24 15:00:00,8.36,
2008-05-24 15:30:00,8.35,
2008-05-24 16:00:00,8.34,
2008-05-24 16:30:00,8.34,
2008-05-24 17:00:00,8.32,
2008-05-24 17:30:00,8.32,
2008-05-24 18:00:00,8.32,
2008-05-24 18:30:00,8.31,
2008-05-24 19:00:00,8.31,
2008-05-24 19:30:00,8.31,
2008-05-24 20:00:00,8.3,
2008-05-24 20:30:00,8.3,
2008-05-24 21:00:00,8.29,
2008-05-24 21:30:00,8.29,
2008-05-24 22:00:00,8.29,
2008-05-24 22:30:00,8.26,
2008-05-24 23:00:00,8.26,
2008-05-24 23:30:00,8.25,
2008-05-25 00:00:00,8.24,
2008-05-25 00:30:00,8.23,
2008-05-25 01:00:00,8.24,
2008-05-25 01:30:00,8.23,
2008-05-25 02:00:00,8.25,
2008-05-25 02:30:00,8.23,
2008-05-25 03:00:00,8.24,
2008-05-25 03:30:00,8.26,
2008-05-25 04:00:00,8.24,
2008-05-25 04:30:00,8.23,
2008-05-25 05:00:00,8.24,
2008-05-25 05:30:00,8.24,
2008-05-25 06:00:00,8.26,
2008-05-25 06:30:00,8.28,
2008-05-25 07:00:00,8.27,
2008-05-25 07:30:00,8.28,
2008-05-25 08:00:00,8.3,
2008-05-25 08:30:00,8.31,
2008-05-25 09:00:00,8.31,
2008-05-25 09:30:00,8.31,
2008-05-25 10:00:00,8.33,
2008-05-25 10:30:00,8.34,
2008-05-25 11:00:00,8.35,
2008-05-25 11:30:00,8.37,
2008-05-25 12:00:00,8.35,
2008-05-25 12:30:00,8.36,
2008-05-25 13:00:00,8.37,
2008-05-25 13:30:00,8.37,
2008-05-25 14:00:00,8.38,
2008-05-25 14:30:00,8.41,
2008-05-25 15:00:00,8.41,
2008-05-25 15:30:00,8.41,
2008-05-25 16:00:00,8.44,
2008-05-25 16:30:00,8.45,
2008-05-25 17:00:00,8.45,
2008-05-25 17:30:00,8.45,
2008-05-25 18:00:00,8.45,
2008-05-25 18:30:00,8.44,
2008-05-25 19:00:00,8.43,
2008-05-25 19:30:00,8.42,
2008-05-25 20:00:00,8.42,
2008-05-25 20:30:00,8.42,
2008-05-25 21:00:00,8.43,
2008-05-25 21:30:00,8.42,
2008-05-25 22:00:00,8.42,
2008-05-25 22:30:00,8.4,
2008-05-25 23:00:00,8.39,
2008-05-25 23:30:00,8.4,
2008-05-26 00:00:00,8.39,
2008-05-26 00:30:00,8.36,
2008-05-26 01:00:00,8.38,
2008-05-26 01:30:00,8.33,
2008-05-26 02:00:00,8.35,
2008-05-26 02:30:00,8.34,
2008-05-26 03:00:00,8.32,
2008-05-26 03:30:00,8.31,
2008-05-26 04:00:00,8.33,
2008-05-26 04:30:00,8.31,
2008-05-26 05:00:00,8.31,
2008-05-26 05:30:00,8.31,
2008-05-26 06:00:00,8.33,
2008-05-26 06:30:00,8.34,
2008-05-26 07:00:00,8.35,
2008-05-26 07:30:00,8.35,
2008-05-26 08:00:00,8.36,
2008-05-26 08:30:00,8.38,
2008-05-26 09:00:00,8.39,
2008-05-26 09:30:00,8.39,
2008-05-26 10:00:00,8.39,
2008-05-26 10:30:00,8.38,
2008-05-26 11:00:00,8.39,
2008-05-26 11:30:00,8.39,
2008-05-26 12:00:00,8.4,
2008-05-26 12:30:00,8.41,
2008-05-26 13:00:00,8.41,
2008-05-26 13:30:00,8.42,
2008-05-26 14:00:00,8.41,
2008-05-26 14:30:00,8.42,
2008-05-26 15:00:00,8.42,
2008-05-26 15:30:00,8.42,
2008-05-26 16:00:00,8.4,
2008-05-26 16:30:00,8.4,
2008-05-26 17:00:00,8.38,
2008-05-26 17:30:00,8.38,
2008-05-26 18:00:00,8.37,
2008-05-26 18:30:00,8.36,
2008-05-26 19:00:00,8.36,
2008-05-26 19:30:00,8.36,
2008-05-26 20:00:00,8.35,
2008-05-26 20:30:00,8.34,
2008-05-26 21:00:00,8.32,
2008-05-26 21:30:00,8.3,
2008-05-26 22:00:00,8.29,
2008-05-26 22:30:00,8.3,
2008-05-26 23:00:00,8.3,
2008-05-26 23:30:00,8.32,
2008-05-27 00:00:00,8.33,
2008-05-27 00:30:00,8.29,
2008-05-27 01:00:00,8.32,
2008-05-27 01:30:00,8.32,
2008-05-27 02:00:00,8.34,
2008-05-27 02:30:00,8.32,
2008-05-27 03:00:00,8.36,
2008-05-27 03:30:00,8.34,
2008-05-27 04:00:00,8.34,
2008-05-27 04:30:00,8.33,
2008-05-27 05:00:00,8.3,
2008-05-27 05:30:00,8.33,
2008-05-27 06:00:00,8.31,
2008-05-27 06:30:00,8.31,
2008-05-27 07:00:00,8.31,
2008-05-27 07:30:00,8.3,
2008-05-27 08:00:00,8.31,
2008-05-27 08:30:00,8.3,
2008-05-27 09:00:00,8.3,
2008-05-27 09:30:00,8.32,
2008-05-27 10:00:00,8.31,
2008-05-27 10:30:00,8.32,
2008-05-27 11:00:00,8.33,
2008-05-27 11:30:00,8.35,
2008-05-27 12:00:00,8.38,
2008-05-27 12:30:00,8.45,
2008-05-27 13:00:00,8.48,
2008-05-27 13:30:00,8.47,
2008-05-27 14:00:00,8.45,
2008-05-27 14:30:00,8.48,
2008-05-27 15:00:00,8.49,
2008-05-27 15:30:00,8.5,
2008-05-27 16:00:00,8.49,
2008-05-27 16:30:00,8.5,
2008-05-27 17:00:00,8.48,
2008-05-27 17:30:00,8.48,
2008-05-27 18:00:00,8.42,
2008-05-27 18:30:00,8.42,
2008-05-27 19:00:00,8.43,
2008-05-27 19:30:00,8.48,
2008-05-27 20:00:00,8.38,
2008-05-27 20:30:00,8.4,
2008-05-27 21:00:00,8.42,
2008-05-27 21:30:00,8.42,
2008-05-27 22:00:00,8.42,
2008-05-27 22:30:00,8.41,
2008-05-27 23:00:00,8.41,
2008-05-27 23:30:00,8.4,
2008-05-28 00:00:00,8.38,
2008-05-28 00:30:00,8.37,
2008-05-28 01:00:00,8.36,
2008-05-28 01:30:00,8.35,
2008-05-28 02:00:00,8.36,
2008-05-28 02:30:00,8.35,
2008-05-28 03:00:00,8.34,
2008-05-28 03:30:00,8.33,
2008-05-28 04:00:00,8.34,
2008-05-28 04:30:00,8.33,
2008-05-28 05:00:00,8.33,
2008-05-28 05:30:00,8.34,
2008-05-28 06:00:00,8.35,
2008-05-28 06:30:00,8.35,
2008-05-28 07:00:00,8.37,
2008-05-28 07:30:00,8.41,
2008-05-28 08:00:00,8.41,
2008-05-28 08:30:00,8.41,
2008-05-28 09:00:00,8.41,
2008-05-28 09:30:00,8.42,
2008-05-28 10:00:00,8.43,
2008-05-28 10:30:00,8.46,
2008-05-28 11:00:00,8.48,
2008-05-28 11:30:00,8.44,
2008-05-28 12:00:00,8.45,
2008-05-28 12:30:00,8.45,
2008-05-28 13:00:00,8.45,
2008-05-28 13:30:00,8.45,
2008-05-28 14:00:00,8.46,
2008-05-28 14:30:00,8.47,
2008-05-28 15:00:00,8.48,
2008-05-28 15:30:00,8.48,
2008-05-28 16:00:00,8.48,
2008-05-28 16:30:00,8.46,
2008-05-28 17:00:00,8.46,
2008-05-28 17:30:00,8.49,
2008-05-28 18:00:00,8.46,
2008-05-28 18:30:00,8.45,
2008-05-28 19:00:00,8.42,
2008-05-28 19:30:00,8.46,
2008-05-28 20:00:00,8.45,
2008-05-28 20:30:00,8.47,
2008-05-28 21:00:00,8.51,
2008-05-28 21:30:00,8.51,
2008-05-28 22:00:00,8.51,
2008-05-28 22:30:00,8.52,
2008-05-28 23:00:00,8.52,
2008-05-28 23:30:00,8.5,
2008-05-29 00:00:00,8.48,
2008-05-29 00:30:00,8.51,
2008-05-29 01:00:00,8.51,
2008-05-29 01:30:00,8.51,
2008-05-29 02:00:00,8.51,
2008-05-29 02:30:00,8.51,
2008-05-29 03:00:00,8.5,
2008-05-29 03:30:00,8.48,
2008-05-29 04:00:00,8.46,
2008-05-29 04:30:00,8.43,
2008-05-29 05:00:00,8.42,
2008-05-29 05:30:00,8.4,
2008-05-29 06:00:00,8.47,
2008-05-29 06:30:00,8.5,
2008-05-29 07:00:00,8.48,
2008-05-29 07:30:00,8.54,
2008-05-29 08:00:00,8.54,
2008-05-29 08:30:00,8.6,
2008-05-29 09:00:00,8.6,
2008-05-29 09:30:00,8.6,
2008-05-29 10:00:00,8.64,
2008-05-29 10:30:00,8.66,
2008-05-29 11:00:00,8.65,
2008-05-29 11:30:00,8.68,
2008-05-29 12:00:00,8.68,
2008-05-29 12:30:00,8.7,
2008-05-29 13:00:00,8.7,
2008-05-29 13:30:00,8.72,
2008-05-29 14:00:00,8.73,
2008-05-29 14:30:00,8.74,
2008-05-29 15:00:00,8.74,
2008-05-29 15:30:00,8.74,
2008-05-29 16:00:00,8.74,
2008-05-29 16:30:00,8.74,
2008-05-29 17:00:00,8.75,
2008-05-29 17:30:00,8.74,
2008-05-29 18:00:00,8.74,
2008-05-29 18:30:00,8.73,
2008-05-29 19:00:00,8.71,
2008-05-29 19:30:00,8.7,
2008-05-29 20:00:00,8.68,
2008-05-29 20:30:00,8.66,
2008-05-29 21:00:00,8.66,
2008-05-29 21:30:00,8.68,
2008-05-29 22:00:00,8.65,
2008-05-29 22:30:00,8.66,
2008-05-29 23:00:00,8.67,
2008-05-29 23:30:00,8.64,
2008-05-30 00:00:00,8.62,
2008-05-30 00:30:00,8.62,
2008-05-30 01:00:00,8.63,
2008-05-30 01:30:00,8.64,
2008-05-30 02:00:00,8.62,
2008-05-30 02:30:00,8.63,
2008-05-30 03:00:00,8.63,
2008-05-30 03:30:00,8.65,
2008-05-30 04:00:00,8.66,
2008-05-30 04:30:00,8.66,
2008-05-30 05:00:00,8.66,
2008-05-30 05:30:00,8.66,
2008-05-30 06:00:00,8.67,
2008-05-30 06:30:00,8.66,
2008-05-30 07:00:00,8.66,
2008-05-30 07:30:00,8.68,
2008-05-30 08:00:00,8.67,
2008-05-30 08:30:00,8.69,
2008-05-30 09:00:00,8.7,
2008-05-30 09:30:00,8.68,
2008-05-30 10:00:00,8.69,
2008-05-30 10:30:00,8.71,
2008-05-30 11:00:00,8.73,
2008-05-30 11:30:00,8.73,
2008-05-30 12:00:00,8.73,
2008-05-30 12:30:00,8.74,
2008-05-30 13:00:00,8.74,
2008-05-30 13:30:00,8.76,
2008-05-30 14:00:00,8.77,
2008-05-30 14:30:00,8.78,
2008-05-30 15:00:00,8.78,
2008-05-30 15:30:00,8.78,
2008-05-30 16:00:00,8.79,
2008-05-30 16:30:00,8.78,
2008-05-30 17:00:00,8.79,
2008-05-30 17:30:00,8.78,
2008-05-30 18:00:00,8.77,
2008-05-30 18:30:00,8.77,
2008-05-30 19:00:00,8.76,
2008-05-30 19:30:00,8.76,
2008-05-30 20:00:00,8.74,
2008-05-30 20:30:00,8.72,
2008-05-30 21:00:00,8.68,
2008-05-30 21:30:00,8.67,
2008-05-30 22:00:00,8.66,
2008-05-30 22:30:00,8.66,
2008-05-30 23:00:00,8.64,
2008-05-30 23:30:00,8.65,
2008-05-31 00:00:00,8.65,
2008-05-31 00:30:00,8.63,
2008-05-31 01:00:00,8.61,
2008-05-31 01:30:00,8.62,
2008-05-31 02:00:00,8.62,
2008-05-31 02:30:00,8.65,
2008-05-31 03:00:00,8.58,
2008-05-31 03:30:00,8.61,
2008-05-31 04:00:00,8.59,
2008-05-31 04:30:00,8.61,
2008-05-31 05:00:00,8.59,
2008-05-31 05:30:00,8.57,
2008-05-31 06:00:00,8.56,
2008-05-31 06:30:00,8.59,
2008-05-31 07:00:00,8.58,
2008-05-31 07:30:00,8.56,
2008-05-31 08:00:00,8.56,
2008-05-31 08:30:00,8.55,
2008-05-31 09:00:00,8.53,
2008-05-31 09:30:00,8.52,
2008-05-31 10:00:00,8.51,
2008-05-31 10:30:00,8.51,
2008-05-31 11:00:00,8.5,
2008-05-31 11:30:00,8.49,
2008-05-31 12:00:00,8.49,
2008-05-31 12:30:00,8.49,
2008-05-31 13:00:00,8.49,
2008-05-31 13:30:00,8.48,
2008-05-31 14:00:00,8.49,
2008-05-31 14:30:00,8.48,
2008-05-31 15:00:00,8.49,
2008-05-31 15:30:00,8.51,
2008-05-31 16:00:00,8.55,
2008-05-31 16:30:00,8.57,
2008-05-31 17:00:00,8.59,
2008-05-31 17:30:00,8.56,
2008-05-31 18:00:00,8.55,
2008-05-31 18:30:00,8.56,
2008-05-31 19:00:00,8.54,
2008-05-31 19:30:00,8.54,
2008-05-31 20:00:00,8.53,
2008-05-31 20:30:00,8.51,
2008-05-31 21:00:00,8.52,
2008-05-31 21:30:00,8.55,
2008-05-31 22:00:00,8.51,
2008-05-31 22:30:00,8.52,
2008-05-31 23:00:00,8.52,
2008-05-31 23:30:00,8.54,
2008-06-01 00:00:00,8.55,
2008-06-01 00:30:00,8.57,
2008-06-01 01:00:00,8.57,
2008-06-01 01:30:00,8.56,
2008-06-01 02:00:00,8.55,
2008-06-01 02:30:00,8.48,
2008-06-01 03:00:00,8.52,
2008-06-01 03:30:00,8.48,
2008-06-01 04:00:00,8.48,
2008-06-01 04:30:00,8.5,
2008-06-01 05:00:00,8.49,
2008-06-01 05:30:00,8.49,
2008-06-01 06:00:00,8.49,
2008-06-01 06:30:00,8.48,
2008-06-01 07:00:00,8.5,
2008-06-01 07:30:00,8.52,
2008-06-01 08:00:00,8.54,
2008-06-01 08:30:00,8.55,
2008-06-01 09:00:00,8.56,
2008-06-01 09:30:00,8.56,
2008-06-01 10:00:00,8.57,
2008-06-01 10:30:00,8.57,
2008-06-01 11:00:00,8.58,
2008-06-01 11:30:00,8.59,
2008-06-01 12:00:00,8.58,
2008-06-01 12:30:00,8.57,
2008-06-01 13:00:00,8.59,
2008-06-01 13:30:00,8.58,
2008-06-01 14:00:00,8.58,
2008-06-01 14:30:00,8.58,
2008-06-01 15:00:00,8.58,
2008-06-01 15:30:00,8.57,
2008-06-01 16:00:00,8.57,
2008-06-01 16:30:00,8.56,
2008-06-01 17:00:00,8.53,
2008-06-01 17:30:00,8.53,
2008-06-01 18:00:00,8.49,
2008-06-01 18:30:00,8.46,
2008-06-01 19:00:00,8.47,
2008-06-01 19:30:00,8.47,
2008-06-01 20:00:00,8.44,
2008-06-01 20:30:00,8.43,
2008-06-01 21:00:00,8.45,
2008-06-01 21:30:00,8.47,
2008-06-01 22:00:00,8.53,
2008-06-01 22:30:00,8.44,
2008-06-01 23:00:00,8.45,
2008-06-01 23:30:00,8.47,
2008-06-02 00:00:00,8.48,
2008-06-02 00:30:00,8.5,
2008-06-02 01:00:00,8.49,
2008-06-02 01:30:00,8.49,
2008-06-02 02:00:00,8.49,
2008-06-02 02:30:00,8.45,
2008-06-02 03:00:00,8.52,
2008-06-02 03:30:00,8.52,
2008-06-02 04:00:00,8.53,
2008-06-02 04:30:00,8.53,
2008-06-02 05:00:00,8.49,
2008-06-02 05:30:00,8.46,
2008-06-02 06:00:00,8.49,
2008-06-02 06:30:00,8.5,
2008-06-02 07:00:00,8.54,
2008-06-02 07:30:00,8.52,
2008-06-02 08:00:00,8.56,
2008-06-02 08:30:00,8.55,
2008-06-02 09:00:00,8.54,
2008-06-02 09:30:00,8.57,
2008-06-02 10:00:00,8.6,
2008-06-02 10:30:00,8.61,
2008-06-02 11:00:00,8.64,
2008-06-02 11:30:00,8.66,
2008-06-02 12:00:00,8.66,
2008-06-02 12:30:00,8.68,
2008-06-02 13:00:00,8.7,
2008-06-02 13:30:00,8.69,
2008-06-02 14:00:00,8.7,
2008-06-02 14:30:00,8.7,
2008-06-02 15:00:00,8.72,
2008-06-02 15:30:00,8.72,
2008-06-02 16:00:00,8.71,
2008-06-02 16:30:00,8.71,
2008-06-02 17:00:00,8.71,
2008-06-02 17:30:00,8.71,
2008-06-02 18:00:00,8.69,
2008-06-02 18:30:00,8.69,
2008-06-02 19:00:00,8.66,
2008-06-02 19:30:00,8.63,
2008-06-02 20:00:00,8.65,
2008-06-02 20:30:00,8.65,
2008-06-02 21:00:00,8.66,
2008-06-02 21:30:00,8.67,
2008-06-02 22:00:00,8.68,
2008-06-02 22:30:00,8.69,
2008-06-02 23:00:00,8.67,
2008-06-02 23:30:00,8.66,
2008-06-03 00:00:00,8.67,
2008-06-03 00:30:00,8.66,
2008-06-03 01:00:00,8.61,
2008-06-03 01:30:00,8.64,
2008-06-03 02:00:00,8.58,
2008-06-03 02:30:00,8.61,
2008-06-03 03:00:00,8.57,
2008-06-03 03:30:00,8.58,
2008-06-03 04:00:00,8.54,
2008-06-03 04:30:00,8.56,
2008-06-03 05:00:00,8.54,
2008-06-03 05:30:00,8.54,
2008-06-03 06:00:00,8.53,
2008-06-03 06:30:00,8.6,
2008-06-03 07:00:00,8.55,
2008-06-03 07:30:00,8.56,
2008-06-03 08:00:00,8.57,
2008-06-03 08:30:00,8.57,
2008-06-03 09:00:00,8.62,
2008-06-03 09:30:00,8.64,
2008-06-03 10:00:00,8.65,
2008-06-03 10:30:00,8.65,
2008-06-03 11:00:00,8.67,
2008-06-03 11:30:00,8.67,
2008-06-03 12:00:00,8.68,
2008-06-03 12:30:00,8.67,
2008-06-03 13:00:00,8.66,
2008-06-03 13:30:00,8.68,
2008-06-03 14:00:00,8.73,
2008-06-03 14:30:00,8.72,
2008-06-03 15:00:00,8.72,
2008-06-03 15:30:00,8.72,
2008-06-03 16:00:00,8.73,
2008-06-03 16:30:00,8.73,
2008-06-03 17:00:00,8.7,
2008-06-03 17:30:00,8.68,
2008-06-03 18:00:00,8.65,
2008-06-03 18:30:00,8.64,
2008-06-03 19:00:00,8.61,
2008-06-03 19:30:00,8.61,
2008-06-03 20:00:00,8.6,
2008-06-03 20:30:00,8.61,
2008-06-03 21:00:00,8.62,
2008-06-03 21:30:00,8.57,
2008-06-03 22:00:00,8.59,
2008-06-03 22:30:00,8.63,
2008-06-03 23:00:00,8.58,
2008-06-03 23:30:00,8.59,
2008-06-04 00:00:00,8.6,
2008-06-04 00:30:00,8.61,
2008-06-04 01:00:00,8.62,
2008-06-04 01:30:00,8.6,
2008-06-04 02:00:00,8.54,
2008-06-04 02:30:00,8.56,
2008-06-04 03:00:00,8.57,
2008-06-04 03:30:00,8.57,
2008-06-04 04:00:00,8.53,
2008-06-04 04:30:00,8.54,
2008-06-04 05:00:00,8.56,
2008-06-04 05:30:00,8.55,
2008-06-04 06:00:00,8.55,
2008-06-04 06:30:00,8.57,
2008-06-04 07:00:00,8.57,
2008-06-04 07:30:00,8.58,
2008-06-04 08:00:00,8.6,
2008-06-04 08:30:00,8.62,
2008-06-04 09:00:00,8.63,
2008-06-04 09:30:00,8.64,
2008-06-04 10:00:00,8.65,
2008-06-04 10:30:00,8.65,
2008-06-04 11:00:00,8.63,
2008-06-04 11:30:00,8.63,
2008-06-04 12:00:00,8.64,
2008-06-04 12:30:00,8.64,
2008-06-04 13:00:00,8.65,
2008-06-04 13:30:00,8.64,
2008-06-04 14:00:00,8.66,
2008-06-04 14:30:00,8.68,
2008-06-04 15:00:00,8.66,
2008-06-04 15:30:00,8.66,
2008-06-04 16:00:00,8.68,
2008-06-04 16:30:00,8.67,
2008-06-04 17:00:00,8.66,
2008-06-04 17:30:00,8.65,
2008-06-04 18:00:00,8.66,
2008-06-04 18:30:00,8.67,
2008-06-04 19:00:00,8.65,
2008-06-04 19:30:00,8.64,
2008-06-04 20:00:00,8.64,
2008-06-04 20:30:00,8.61,
2008-06-04 21:00:00,8.6,
2008-06-04 21:30:00,8.6,
2008-06-04 22:00:00,8.59,
2008-06-04 22:30:00,8.56,
2008-06-04 23:00:00,8.54,
2008-06-04 23:30:00,8.53,
2008-06-05 00:00:00,8.53,
2008-06-05 00:30:00,8.54,
2008-06-05 01:00:00,8.55,
2008-06-05 01:30:00,8.54,
2008-06-05 02:00:00,8.54,
2008-06-05 02:30:00,8.54,
2008-06-05 03:00:00,8.54,
2008-06-05 03:30:00,8.54,
2008-06-05 04:00:00,8.55,
2008-06-05 04:30:00,8.54,
2008-06-05 05:00:00,8.49,
2008-06-05 05:30:00,8.54,
2008-06-05 06:00:00,8.54,
2008-06-05 06:30:00,8.55,
2008-06-05 07:00:00,8.56,
2008-06-05 07:30:00,8.57,
2008-06-05 08:00:00,8.59,
2008-06-05 08:30:00,8.58,
2008-06-05 09:00:00,8.57,
2008-06-05 09:30:00,8.58,
2008-06-05 10:00:00,8.57,
