times,Hs,Units
2011-05-24 21:45:00,0.229,ft
2011-05-24 22:15:00,0.194,ft
2011-05-24 22:45:00,0.186,ft
2011-05-24 23:15:00,0.203,ft
2011-05-24 23:45:00,0.182,ft
2011-05-25 00:15:00,0.18,ft
2011-05-25 00:45:00,0.163,ft
2011-05-25 01:15:00,0.142,ft
2011-05-25 01:45:00,0.108,ft
2011-05-25 02:15:00,0.109,ft
2011-05-25 02:45:00,0.128,ft
2011-05-25 03:15:00,0.122,ft
2011-05-25 03:45:00,0.111,ft
2011-05-25 04:15:00,0.162,ft
2011-05-25 04:45:00,0.131,ft
2011-05-25 05:15:00,0.097,ft
2011-05-25 05:45:00,0.087,ft
2011-05-25 06:15:00,0.072,ft
2011-05-25 06:45:00,0.084,ft
2011-05-25 07:15:00,0.065,ft
2011-05-25 07:45:00,0.073,ft
2011-05-25 08:15:00,0.12,ft
2011-05-25 08:45:00,0.096,ft
2011-05-25 09:15:00,0.129,ft
2011-05-25 09:45:00,0.123,ft
2011-05-25 10:15:00,0.13,ft
2011-05-25 10:45:00,0.119,ft
2011-05-25 11:15:00,0.117,ft
2011-05-25 11:45:00,0.122,ft
2011-05-25 12:15:00,0.153,ft
2011-05-25 12:45:00,0.105,ft
2011-05-25 13:15:00,0.094,ft
2011-05-25 13:45:00,0.11,ft
2011-05-25 14:15:00,0.123,ft
2011-05-25 14:45:00,0.108,ft
2011-05-25 15:15:00,0.083,ft
2011-05-25 15:45:00,0.08,ft
2011-05-25 16:15:00,0.111,ft
2011-05-25 16:45:00,0.096,ft
2011-05-25 17:15:00,0.101,ft
2011-05-25 17:45:00,0.24,ft
2011-05-25 18:15:00,0.294,ft
2011-05-25 18:45:00,0.329,ft
2011-05-25 19:15:00,0.33,ft
2011-05-25 19:45:00,0.373,ft
2011-05-25 20:15:00,0.504,ft
2011-05-25 20:45:00,0.574,ft
2011-05-25 21:15:00,0.355,ft
2011-05-25 21:45:00,0.495,ft
2011-05-25 22:15:00,0.532,ft
2011-05-25 22:45:00,0.347,ft
2011-05-25 23:15:00,0.279,ft
2011-05-25 23:45:00,0.249,ft
2011-05-26 00:15:00,0.273,ft
2011-05-26 00:45:00,0.188,ft
2011-05-26 01:15:00,0.198,ft
2011-05-26 01:45:00,0.173,ft
2011-05-26 02:15:00,0.16,ft
2011-05-26 02:45:00,0.15,ft
2011-05-26 03:15:00,0.167,ft
2011-05-26 03:45:00,0.169,ft
2011-05-26 04:15:00,0.143,ft
2011-05-26 04:45:00,0.12,ft
2011-05-26 05:15:00,0.137,ft
2011-05-26 05:45:00,0.135,ft
2011-05-26 06:15:00,0.162,ft
2011-05-26 06:45:00,0.17,ft
2011-05-26 07:15:00,0.161,ft
2011-05-26 07:45:00,0.209,ft
2011-05-26 08:15:00,0.237,ft
2011-05-26 08:45:00,0.175,ft
2011-05-26 09:15:00,0.188,ft
2011-05-26 09:45:00,0.195,ft
2011-05-26 10:15:00,0.212,ft
2011-05-26 10:45:00,0.19,ft
2011-05-26 11:15:00,0.19,ft
2011-05-26 11:45:00,0.22,ft
2011-05-26 12:15:00,0.235,ft
2011-05-26 12:45:00,0.244,ft
2011-05-26 13:15:00,0.215,ft
2011-05-26 13:45:00,0.222,ft
2011-05-26 14:15:00,0.173,ft
2011-05-26 14:45:00,0.18,ft
2011-05-26 15:15:00,0.175,ft
2011-05-26 15:45:00,0.187,ft
2011-05-26 16:15:00,0.173,ft
2011-05-26 16:45:00,0.144,ft
2011-05-26 17:15:00,0.142,ft
2011-05-26 17:45:00,0.124,ft
2011-05-26 18:15:00,0.139,ft
2011-05-26 18:45:00,0.105,ft
2011-05-26 19:15:00,0.096,ft
2011-05-26 19:45:00,0.1,ft
2011-05-26 20:15:00,0.103,ft
2011-05-26 20:45:00,0.107,ft
2011-05-26 21:15:00,0.135,ft
2011-05-26 21:45:00,0.137,ft
2011-05-26 22:15:00,0.111,ft
2011-05-26 22:45:00,0.091,ft
2011-05-26 23:15:00,0.086,ft
2011-05-26 23:45:00,0.097,ft
2011-05-27 00:15:00,0.089,ft
2011-05-27 00:45:00,0.082,ft
2011-05-27 01:15:00,0.086,ft
2011-05-27 01:45:00,0.083,ft
2011-05-27 02:15:00,0.112,ft
2011-05-27 02:45:00,0.113,ft
2011-05-27 03:15:00,0.132,ft
2011-05-27 03:45:00,0.162,ft
2011-05-27 04:15:00,0.184,ft
2011-05-27 04:45:00,0.176,ft
2011-05-27 05:15:00,0.141,ft
2011-05-27 05:45:00,0.131,ft
2011-05-27 06:15:00,0.144,ft
2011-05-27 06:45:00,0.122,ft
2011-05-27 07:15:00,0.13,ft
2011-05-27 07:45:00,0.136,ft
2011-05-27 08:15:00,0.149,ft
2011-05-27 08:45:00,0.135,ft
2011-05-27 09:15:00,0.134,ft
2011-05-27 09:45:00,0.127,ft
2011-05-27 10:15:00,0.123,ft
2011-05-27 10:45:00,0.133,ft
2011-05-27 11:15:00,0.107,ft
2011-05-27 11:45:00,0.104,ft
2011-05-27 12:15:00,0.129,ft
2011-05-27 12:45:00,0.105,ft
2011-05-27 13:15:00,0.118,ft
2011-05-27 13:45:00,0.097,ft
2011-05-27 14:15:00,0.087,ft
2011-05-27 14:45:00,0.086,ft
2011-05-27 15:15:00,0.093,ft
2011-05-27 15:45:00,0.106,ft
2011-05-27 16:15:00,0.101,ft
2011-05-27 16:45:00,0.114,ft
2011-05-27 17:15:00,0.09,ft
2011-05-27 17:45:00,0.111,ft
2011-05-27 18:15:00,0.095,ft
2011-05-27 18:45:00,0.138,ft
2011-05-27 19:15:00,0.134,ft
2011-05-27 19:45:00,0.118,ft
2011-05-27 20:15:00,0.121,ft
2011-05-27 20:45:00,0.119,ft
2011-05-27 21:15:00,0.131,ft
2011-05-27 21:45:00,0.133,ft
2011-05-27 22:15:00,0.127,ft
2011-05-27 22:45:00,0.127,ft
2011-05-27 23:15:00,0.132,ft
2011-05-27 23:45:00,0.108,ft
2011-05-28 00:15:00,0.122,ft
2011-05-28 00:45:00,0.134,ft
2011-05-28 01:15:00,0.119,ft
2011-05-28 01:45:00,0.104,ft
2011-05-28 02:15:00,0.101,ft
2011-05-28 02:45:00,0.082,ft
2011-05-28 03:15:00,0.085,ft
2011-05-28 03:45:00,0.051,ft
2011-05-28 04:15:00,0.061,ft
2011-05-28 04:45:00,0.047,ft
2011-05-28 05:15:00,0.046,ft
2011-05-28 05:45:00,0.038,ft
2011-05-28 06:15:00,0.03,ft
2011-05-28 06:45:00,0.033,ft
2011-05-28 07:15:00,0.034,ft
2011-05-28 07:45:00,0.037,ft
2011-05-28 08:15:00,0.037,ft
2011-05-28 08:45:00,0.042,ft
2011-05-28 09:15:00,0.027,ft
2011-05-28 09:45:00,0.058,ft
2011-05-28 10:15:00,0.044,ft
2011-05-28 10:45:00,0.101,ft
2011-05-28 11:15:00,0.03,ft
2011-05-28 11:45:00,0.033,ft
2011-05-28 12:15:00,0.054,ft
2011-05-28 12:45:00,0.051,ft
2011-05-28 13:15:00,0.049,ft
2011-05-28 13:45:00,0.049,ft
2011-05-28 14:15:00,0.043,ft
2011-05-28 14:45:00,0.038,ft
2011-05-28 15:15:00,0.037,ft
2011-05-28 15:45:00,0.061,ft
2011-05-28 16:15:00,0.039,ft
2011-05-28 16:45:00,0.03,ft
2011-05-28 17:15:00,0.029,ft
2011-05-28 17:45:00,0.026,ft
2011-05-28 18:15:00,0.031,ft
2011-05-28 18:45:00,0.024,ft
2011-05-28 19:15:00,0.088,ft
2011-05-28 19:45:00,0.087,ft
2011-05-28 20:15:00,0.096,ft
2011-05-28 20:45:00,0.063,ft
2011-05-28 21:15:00,0.031,ft
2011-05-28 21:45:00,0.045,ft
2011-05-28 22:15:00,0.059,ft
2011-05-28 22:45:00,0.053,ft
2011-05-28 23:15:00,0.037,ft
2011-05-28 23:45:00,0.058,ft
2011-05-29 00:15:00,0.032,ft
2011-05-29 00:45:00,0.065,ft
2011-05-29 01:15:00,0.045,ft
2011-05-29 01:45:00,0.045,ft
2011-05-29 02:15:00,0.035,ft
2011-05-29 02:45:00,0.035,ft
2011-05-29 03:15:00,0.023,ft
2011-05-29 03:45:00,0.017,ft
2011-05-29 04:15:00,0.018,ft
2011-05-29 04:45:00,0.02,ft
2011-05-29 05:15:00,0.038,ft
2011-05-29 05:45:00,0.065,ft
2011-05-29 06:15:00,0.123,ft
2011-05-29 06:45:00,0.137,ft
2011-05-29 07:15:00,0.135,ft
2011-05-29 07:45:00,0.108,ft
2011-05-29 08:15:00,0.096,ft
2011-05-29 08:45:00,0.059,ft
2011-05-29 09:15:00,0.059,ft
2011-05-29 09:45:00,0.081,ft
2011-05-29 10:15:00,0.105,ft
2011-05-29 10:45:00,0.096,ft
2011-05-29 11:15:00,0.099,ft
2011-05-29 11:45:00,0.098,ft
2011-05-29 12:15:00,0.074,ft
2011-05-29 12:45:00,0.055,ft
2011-05-29 13:15:00,0.051,ft
2011-05-29 13:45:00,0.055,ft
2011-05-29 14:15:00,0.043,ft
2011-05-29 14:45:00,0.063,ft
2011-05-29 15:15:00,0.072,ft
2011-05-29 15:45:00,0.171,ft
2011-05-29 16:15:00,0.046,ft
2011-05-29 16:45:00,0.054,ft
2011-05-29 17:15:00,0.062,ft
2011-05-29 17:45:00,0.065,ft
2011-05-29 18:15:00,0.064,ft
2011-05-29 18:45:00,0.063,ft
2011-05-29 19:15:00,0.069,ft
2011-05-29 19:45:00,0.057,ft
2011-05-29 20:15:00,0.096,ft
2011-05-29 20:45:00,0.119,ft
2011-05-29 21:15:00,0.138,ft
2011-05-29 21:45:00,0.178,ft
2011-05-29 22:15:00,0.182,ft
2011-05-29 22:45:00,0.2,ft
2011-05-29 23:15:00,0.208,ft
2011-05-29 23:45:00,0.161,ft
2011-05-30 00:15:00,0.143,ft
2011-05-30 00:45:00,0.183,ft
2011-05-30 01:15:00,0.208,ft
2011-05-30 01:45:00,0.215,ft
2011-05-30 02:15:00,0.245,ft
2011-05-30 02:45:00,0.265,ft
2011-05-30 03:15:00,0.253,ft
2011-05-30 03:45:00,0.254,ft
2011-05-30 04:15:00,0.245,ft
2011-05-30 04:45:00,0.293,ft
2011-05-30 05:15:00,0.289,ft
2011-05-30 05:45:00,0.357,ft
2011-05-30 06:15:00,0.32,ft
2011-05-30 06:45:00,0.271,ft
2011-05-30 07:15:00,0.292,ft
2011-05-30 07:45:00,0.256,ft
2011-05-30 08:15:00,0.232,ft
2011-05-30 08:45:00,0.271,ft
2011-05-30 09:15:00,0.194,ft
2011-05-30 09:45:00,0.186,ft
2011-05-30 10:15:00,0.203,ft
2011-05-30 10:45:00,0.163,ft
2011-05-30 11:15:00,0.128,ft
2011-05-30 11:45:00,0.147,ft
2011-05-30 12:15:00,0.14,ft
2011-05-30 12:45:00,0.115,ft
2011-05-30 13:15:00,0.123,ft
2011-05-30 13:45:00,0.107,ft
2011-05-30 14:15:00,0.114,ft
2011-05-30 14:45:00,0.088,ft
2011-05-30 15:15:00,0.075,ft
2011-05-30 15:45:00,0.067,ft
2011-05-30 16:15:00,0.098,ft
2011-05-30 16:45:00,0.08,ft
2011-05-30 17:15:00,0.06,ft
2011-05-30 17:45:00,0.056,ft
2011-05-30 18:15:00,0.045,ft
2011-05-30 18:45:00,0.039,ft
2011-05-30 19:15:00,0.044,ft
2011-05-30 19:45:00,0.053,ft
2011-05-30 20:15:00,0.086,ft
2011-05-30 20:45:00,0.037,ft
2011-05-30 21:15:00,0.03,ft
2011-05-30 21:45:00,0.03,ft
2011-05-30 22:15:00,0.035,ft
2011-05-30 22:45:00,0.029,ft
2011-05-30 23:15:00,0.032,ft
2011-05-30 23:45:00,0.043,ft
2011-05-31 00:15:00,0.033,ft
2011-05-31 00:45:00,0.02,ft
2011-05-31 01:15:00,0.026,ft
2011-05-31 01:45:00,0.063,ft
2011-05-31 02:15:00,0.04,ft
2011-05-31 02:45:00,0.04,ft
2011-05-31 03:15:00,0.049,ft
2011-05-31 03:45:00,0.055,ft
2011-05-31 04:15:00,0.037,ft
2011-05-31 04:45:00,0.036,ft
2011-05-31 05:45:00,0.025,ft
2011-05-31 06:15:00,0.049,ft
2011-05-31 06:45:00,0.034,ft
2011-05-31 07:15:00,0.056,ft
2011-05-31 07:45:00,0.054,ft
2011-05-31 08:15:00,0.047,ft
2011-05-31 08:45:00,0.093,ft
2011-05-31 09:15:00,0.037,ft
2011-05-31 09:45:00,0.042,ft
2011-05-31 10:15:00,0.044,ft
2011-05-31 10:45:00,0.066,ft
2011-05-31 11:15:00,0.047,ft
2011-05-31 11:45:00,0.044,ft
2011-05-31 12:15:00,0.077,ft
2011-05-31 12:45:00,0.056,ft
2011-05-31 13:15:00,0.038,ft
2011-05-31 13:45:00,0.039,ft
2011-05-31 14:15:00,0.061,ft
2011-05-31 14:45:00,0.156,ft
2011-05-31 15:15:00,0.041,ft
2011-05-31 15:45:00,0.041,ft
2011-05-31 16:15:00,0.022,ft
2011-05-31 16:45:00,0.024,ft
2011-05-31 17:15:00,0.02,ft
2011-05-31 17:45:00,0.022,ft
2011-05-31 18:15:00,0.021,ft
2011-05-31 18:45:00,0.027,ft
2011-05-31 19:15:00,0.043,ft
2011-05-31 19:45:00,0.049,ft
2011-05-31 20:15:00,0.05,ft
2011-05-31 20:45:00,0.045,ft
2011-05-31 21:15:00,0.046,ft
2011-05-31 21:45:00,0.086,ft
2011-05-31 22:15:00,0.109,ft
2011-05-31 22:45:00,0.128,ft
2011-05-31 23:15:00,0.114,ft
2011-05-31 23:45:00,0.16,ft
2011-06-01 00:15:00,0.239,ft
2011-06-01 00:45:00,0.182,ft
2011-06-01 01:15:00,0.216,ft
2011-06-01 01:45:00,0.273,ft
2011-06-01 02:15:00,0.325,ft
2011-06-01 02:45:00,0.375,ft
2011-06-01 03:15:00,0.554,ft
2011-06-01 03:45:00,0.503,ft
2011-06-01 04:15:00,0.685,ft
2011-06-01 04:45:00,0.68,ft
2011-06-01 05:15:00,0.902,ft
2011-06-01 05:45:00,0.913,ft
2011-06-01 06:15:00,1.077,ft
2011-06-01 06:45:00,0.932,ft
2011-06-01 07:15:00,1.008,ft
2011-06-01 07:45:00,1.123,ft
2011-06-01 08:15:00,1.488,ft
2011-06-01 08:45:00,1.577,ft
2011-06-01 09:15:00,1.951,ft
2011-06-01 09:45:00,1.854,ft
2011-06-01 10:15:00,2.234,ft
2011-06-01 10:45:00,2.556,ft
2011-06-01 11:15:00,2.789,ft
2011-06-01 11:45:00,2.588,ft
2011-06-01 12:15:00,2.708,ft
2011-06-01 12:45:00,2.14,ft
2011-06-01 13:15:00,2.221,ft
2011-06-01 13:45:00,2.137,ft
2011-06-01 14:15:00,2.034,ft
2011-06-01 14:45:00,1.643,ft
2011-06-01 15:15:00,2.086,ft
2011-06-01 15:45:00,1.921,ft
2011-06-01 16:15:00,1.982,ft
2011-06-01 16:45:00,1.89,ft
2011-06-01 17:15:00,2.122,ft
2011-06-01 17:45:00,1.882,ft
2011-06-01 18:15:00,1.88,ft
2011-06-01 18:45:00,1.982,ft
2011-06-01 19:15:00,1.699,ft
2011-06-01 19:45:00,1.667,ft
2011-06-01 20:15:00,1.685,ft
2011-06-01 20:45:00,1.305,ft
2011-06-01 21:15:00,1.083,ft
2011-06-01 21:45:00,1.564,ft
2011-06-01 22:15:00,1.0,ft
2011-06-01 22:45:00,1.098,ft
2011-06-01 23:15:00,1.163,ft
2011-06-01 23:45:00,0.992,ft
2011-06-02 00:15:00,1.097,ft
2011-06-02 00:45:00,1.096,ft
2011-06-02 01:15:00,1.033,ft
2011-06-02 01:45:00,0.796,ft
2011-06-02 02:15:00,0.889,ft
2011-06-02 02:45:00,0.887,ft
2011-06-02 03:15:00,0.94,ft
2011-06-02 03:45:00,1.017,ft
2011-06-02 04:15:00,1.042,ft
2011-06-02 04:45:00,1.089,ft
2011-06-02 05:15:00,1.202,ft
2011-06-02 05:45:00,1.164,ft
2011-06-02 06:15:00,1.327,ft
2011-06-02 06:45:00,1.448,ft
2011-06-02 07:15:00,1.45,ft
2011-06-02 07:45:00,1.428,ft
2011-06-02 08:15:00,1.283,ft
2011-06-02 08:45:00,1.347,ft
2011-06-02 09:15:00,1.504,ft
2011-06-02 09:45:00,1.292,ft
2011-06-02 10:15:00,1.602,ft
2011-06-02 10:45:00,1.388,ft
2011-06-02 11:15:00,1.28,ft
2011-06-02 11:45:00,1.574,ft
2011-06-02 12:15:00,1.3,ft
2011-06-02 12:45:00,1.365,ft
2011-06-02 13:15:00,1.215,ft
2011-06-02 13:45:00,1.088,ft
2011-06-02 14:15:00,1.098,ft
2011-06-02 14:45:00,1.045,ft
2011-06-02 15:15:00,1.117,ft
2011-06-02 15:45:00,0.969,ft
2011-06-02 16:15:00,0.811,ft
2011-06-02 16:45:00,0.847,ft
2011-06-02 17:15:00,1.091,ft
2011-06-02 17:45:00,0.748,ft
2011-06-02 18:15:00,0.653,ft
2011-06-02 18:45:00,0.754,ft
2011-06-02 19:15:00,0.671,ft
2011-06-02 19:45:00,0.638,ft
2011-06-02 20:15:00,0.557,ft
2011-06-02 20:45:00,0.441,ft
2011-06-02 21:15:00,0.56,ft
2011-06-02 21:45:00,0.423,ft
2011-06-02 22:15:00,0.445,ft
2011-06-02 22:45:00,0.462,ft
2011-06-02 23:15:00,0.338,ft
2011-06-02 23:45:00,0.4,ft
2011-06-03 00:15:00,0.306,ft
2011-06-03 00:45:00,0.314,ft
2011-06-03 01:15:00,0.255,ft
2011-06-03 01:45:00,0.258,ft
2011-06-03 02:15:00,0.237,ft
2011-06-03 02:45:00,0.212,ft
2011-06-03 03:15:00,0.19,ft
2011-06-03 03:45:00,0.216,ft
2011-06-03 04:15:00,0.177,ft
2011-06-03 04:45:00,0.147,ft
2011-06-03 05:15:00,0.129,ft
2011-06-03 05:45:00,0.125,ft
2011-06-03 06:15:00,0.11,ft
2011-06-03 06:45:00,0.138,ft
2011-06-03 07:15:00,0.099,ft
2011-06-03 07:45:00,0.092,ft
2011-06-03 08:15:00,0.071,ft
2011-06-03 08:45:00,0.065,ft
2011-06-03 09:15:00,0.061,ft
2011-06-03 09:45:00,0.058,ft
2011-06-03 10:15:00,0.054,ft
2011-06-03 10:45:00,0.05,ft
2011-06-03 11:15:00,0.072,ft
2011-06-03 11:45:00,0.059,ft
2011-06-03 12:15:00,0.136,ft
2011-06-03 12:45:00,0.053,ft
2011-06-03 13:15:00,0.052,ft
2011-06-03 13:45:00,0.043,ft
2011-06-03 14:15:00,0.027,ft
2011-06-03 14:45:00,0.045,ft
2011-06-03 15:15:00,0.033,ft
2011-06-03 15:45:00,0.063,ft
2011-06-03 16:15:00,0.029,ft
2011-06-03 16:45:00,0.028,ft
2011-06-03 17:15:00,0.025,ft
2011-06-03 17:45:00,0.023,ft
2011-06-03 18:15:00,0.022,ft
2011-06-03 18:45:00,0.019,ft
2011-06-03 19:15:00,0.017,ft
2011-06-03 19:45:00,0.019,ft
2011-06-03 20:15:00,0.019,ft
2011-06-03 20:45:00,0.033,ft
2011-06-03 21:15:00,0.017,ft
2011-06-03 21:45:00,0.022,ft
2011-06-03 22:15:00,0.08,ft
2011-06-03 22:45:00,0.148,ft
2011-06-03 23:15:00,0.07,ft
2011-06-03 23:45:00,0.035,ft
2011-06-04 00:15:00,0.026,ft
2011-06-04 00:45:00,0.025,ft
2011-06-04 01:15:00,0.09,ft
2011-06-04 01:45:00,0.035,ft
2011-06-04 02:15:00,0.04,ft
2011-06-04 02:45:00,0.047,ft
2011-06-04 03:15:00,0.046,ft
2011-06-04 03:45:00,0.048,ft
2011-06-04 04:15:00,0.037,ft
2011-06-04 04:45:00,0.036,ft
2011-06-04 05:15:00,0.046,ft
2011-06-04 05:45:00,0.056,ft
2011-06-04 06:15:00,0.064,ft
2011-06-04 06:45:00,0.099,ft
2011-06-04 07:15:00,0.099,ft
2011-06-04 07:45:00,0.096,ft
2011-06-04 08:15:00,0.098,ft
2011-06-04 08:45:00,0.069,ft
2011-06-04 09:15:00,0.191,ft
2011-06-04 09:45:00,0.225,ft
2011-06-04 10:15:00,0.163,ft
2011-06-04 10:45:00,0.129,ft
2011-06-04 11:15:00,0.122,ft
2011-06-04 11:45:00,0.098,ft
2011-06-04 12:15:00,0.099,ft
2011-06-04 12:45:00,0.081,ft
2011-06-04 13:15:00,0.105,ft
2011-06-04 13:45:00,0.098,ft
2011-06-04 14:15:00,0.102,ft
2011-06-04 14:45:00,0.087,ft
2011-06-04 15:15:00,0.09,ft
2011-06-04 15:45:00,0.094,ft
2011-06-04 16:15:00,0.113,ft
2011-06-04 16:45:00,0.08,ft
2011-06-04 17:15:00,0.086,ft
2011-06-04 17:45:00,0.092,ft
2011-06-04 18:15:00,0.101,ft
2011-06-04 18:45:00,0.11,ft
2011-06-04 19:15:00,0.123,ft
2011-06-04 19:45:00,0.142,ft
2011-06-04 20:15:00,0.128,ft
2011-06-04 20:45:00,0.132,ft
2011-06-04 21:15:00,0.152,ft
2011-06-04 21:45:00,0.169,ft
2011-06-04 22:15:00,0.175,ft
2011-06-04 22:45:00,0.157,ft
2011-06-04 23:15:00,0.136,ft
2011-06-04 23:45:00,0.142,ft
2011-06-05 00:15:00,0.119,ft
2011-06-05 00:45:00,0.108,ft
2011-06-05 01:15:00,0.1,ft
2011-06-05 01:45:00,0.102,ft
2011-06-05 02:15:00,0.091,ft
2011-06-05 02:45:00,0.087,ft
2011-06-05 03:15:00,0.106,ft
2011-06-05 03:45:00,0.068,ft
2011-06-05 04:15:00,0.077,ft
2011-06-05 04:45:00,0.07,ft
2011-06-05 05:15:00,0.068,ft
2011-06-05 05:45:00,0.094,ft
2011-06-05 06:15:00,0.134,ft
2011-06-05 06:45:00,0.238,ft
2011-06-05 07:15:00,0.194,ft
2011-06-05 07:45:00,0.09,ft
2011-06-05 08:15:00,0.084,ft
2011-06-05 08:45:00,0.057,ft
2011-06-05 09:15:00,0.075,ft
2011-06-05 09:45:00,0.093,ft
2011-06-05 10:15:00,0.114,ft
2011-06-05 10:45:00,0.15,ft
2011-06-05 11:15:00,0.123,ft
2011-06-05 11:45:00,0.132,ft
2011-06-05 12:15:00,0.161,ft
2011-06-05 12:45:00,0.181,ft
2011-06-05 13:15:00,0.175,ft
2011-06-05 13:45:00,0.179,ft
2011-06-05 14:15:00,0.179,ft
2011-06-05 14:45:00,0.177,ft
2011-06-05 15:15:00,0.178,ft
2011-06-05 15:45:00,0.135,ft
2011-06-05 16:15:00,0.124,ft
2011-06-05 16:45:00,0.116,ft
2011-06-05 17:15:00,0.115,ft
2011-06-05 17:45:00,0.121,ft
2011-06-05 18:15:00,0.126,ft
2011-06-05 18:45:00,0.13,ft
2011-06-05 19:15:00,0.116,ft
2011-06-05 19:45:00,0.116,ft
2011-06-05 20:15:00,0.101,ft
2011-06-05 20:45:00,0.109,ft
2011-06-05 21:15:00,0.089,ft
2011-06-05 21:45:00,0.079,ft
2011-06-05 22:15:00,0.074,ft
2011-06-05 22:45:00,0.052,ft
2011-06-05 23:15:00,0.038,ft
2011-06-05 23:45:00,0.039,ft
2011-06-06 00:15:00,0.067,ft
2011-06-06 00:45:00,0.041,ft
2011-06-06 01:15:00,0.06,ft
2011-06-06 01:45:00,0.032,ft
2011-06-06 02:15:00,0.085,ft
2011-06-06 02:45:00,0.158,ft
2011-06-06 03:15:00,0.066,ft
2011-06-06 03:45:00,0.051,ft
2011-06-06 04:15:00,0.09,ft
2011-06-06 04:45:00,0.03,ft
2011-06-06 05:15:00,0.046,ft
2011-06-06 05:45:00,0.084,ft
2011-06-06 06:15:00,0.131,ft
2011-06-06 06:45:00,0.073,ft
2011-06-06 07:15:00,0.059,ft
2011-06-06 07:45:00,0.037,ft
2011-06-06 08:15:00,0.047,ft
2011-06-06 08:45:00,0.044,ft
2011-06-06 09:15:00,0.044,ft
2011-06-06 09:45:00,0.058,ft
2011-06-06 10:15:00,0.06,ft
2011-06-06 10:45:00,0.042,ft
2011-06-06 11:15:00,0.042,ft
2011-06-06 11:45:00,0.102,ft
2011-06-06 12:15:00,0.081,ft
2011-06-06 12:45:00,0.033,ft
2011-06-06 13:15:00,0.038,ft
2011-06-06 13:45:00,0.02,ft
2011-06-06 14:15:00,0.037,ft
2011-06-06 14:45:00,0.039,ft
2011-06-06 15:15:00,0.025,ft
2011-06-06 15:45:00,0.023,ft
2011-06-06 16:15:00,0.015,ft
2011-06-06 16:45:00,0.078,ft
2011-06-06 17:15:00,0.043,ft
2011-06-06 17:45:00,0.044,ft
2011-06-06 18:15:00,0.017,ft
2011-06-06 18:45:00,0.015,ft
2011-06-06 19:15:00,0.014,ft
2011-06-06 19:45:00,0.024,ft
2011-06-06 20:15:00,0.011,ft
2011-06-06 20:45:00,0.012,ft
2011-06-06 21:15:00,0.014,ft
2011-06-06 21:45:00,0.015,ft
2011-06-06 22:15:00,0.012,ft
2011-06-06 22:45:00,0.019,ft
2011-06-06 23:15:00,0.078,ft
2011-06-06 23:45:00,0.06,ft
2011-06-07 00:15:00,0.027,ft
2011-06-07 00:45:00,0.03,ft
2011-06-07 01:15:00,0.074,ft
2011-06-07 01:45:00,0.052,ft
2011-06-07 02:15:00,0.071,ft
2011-06-07 02:45:00,0.123,ft
2011-06-07 03:15:00,0.151,ft
2011-06-07 03:45:00,0.122,ft
2011-06-07 04:15:00,0.395,ft
2011-06-07 04:45:00,0.461,ft
2011-06-07 05:15:00,0.365,ft
2011-06-07 05:45:00,0.291,ft
2011-06-07 06:15:00,0.301,ft
2011-06-07 06:45:00,0.227,ft
2011-06-07 07:15:00,0.226,ft
2011-06-07 07:45:00,0.188,ft
2011-06-07 08:15:00,0.217,ft
2011-06-07 08:45:00,0.208,ft
2011-06-07 09:15:00,0.195,ft
2011-06-07 09:45:00,0.212,ft
2011-06-07 10:15:00,0.159,ft
2011-06-07 10:45:00,0.182,ft
2011-06-07 11:15:00,0.134,ft
2011-06-07 11:45:00,0.16,ft
2011-06-07 12:15:00,0.188,ft
2011-06-07 12:45:00,0.167,ft
2011-06-07 13:15:00,0.213,ft
2011-06-07 13:45:00,0.214,ft
2011-06-07 14:15:00,0.219,ft
2011-06-07 14:45:00,0.213,ft
2011-06-07 15:15:00,0.215,ft
2011-06-07 15:45:00,0.315,ft
2011-06-07 16:15:00,0.355,ft
2011-06-07 16:45:00,0.415,ft
2011-06-07 17:15:00,0.378,ft
2011-06-07 17:45:00,0.39,ft
2011-06-07 18:15:00,0.451,ft
2011-06-07 18:45:00,0.475,ft
2011-06-07 19:15:00,0.462,ft
2011-06-07 19:45:00,0.348,ft
2011-06-07 20:15:00,0.32,ft
2011-06-07 20:45:00,0.273,ft
2011-06-07 21:15:00,0.272,ft
2011-06-07 21:45:00,0.238,ft
2011-06-07 22:15:00,0.219,ft
2011-06-07 22:45:00,0.175,ft
2011-06-07 23:15:00,0.169,ft
2011-06-07 23:45:00,0.174,ft
2011-06-08 00:15:00,0.14,ft
2011-06-08 00:45:00,0.141,ft
2011-06-08 01:15:00,0.128,ft
2011-06-08 01:45:00,0.103,ft
2011-06-08 02:15:00,0.099,ft
2011-06-08 02:45:00,0.124,ft
2011-06-08 03:15:00,0.099,ft
2011-06-08 03:45:00,0.099,ft
2011-06-08 04:15:00,0.095,ft
2011-06-08 04:45:00,0.09,ft
2011-06-08 05:15:00,0.087,ft
2011-06-08 05:45:00,0.087,ft
2011-06-08 06:15:00,0.101,ft
2011-06-08 06:45:00,0.114,ft
2011-06-08 07:15:00,0.115,ft
2011-06-08 07:45:00,0.1,ft
2011-06-08 08:15:00,0.112,ft
2011-06-08 08:45:00,0.105,ft
2011-06-08 09:15:00,-328076.719,ft
2011-06-08 09:45:00,0.119,ft
2011-06-08 10:15:00,0.133,ft
2011-06-08 10:45:00,0.199,ft
2011-06-08 11:15:00,0.501,ft
