times,Turb+,Units
2009-06-08 12:30:00,,NTU+
2009-06-08 13:00:00,,NTU+
2009-06-08 13:30:00,,NTU+
2009-06-08 14:00:00,,NTU+
2009-06-08 14:30:00,,NTU+
2009-06-08 15:00:00,-110.97,NTU+
2009-06-08 15:30:00,-111.57,NTU+
2009-06-08 16:00:00,-110.83,NTU+
2009-06-08 16:30:00,-110.87,NTU+
2009-06-08 17:00:00,-111.63,NTU+
2009-06-08 17:30:00,-111.2,NTU+
2009-06-08 18:00:00,-110.83,NTU+
2009-06-08 18:30:00,-109.5,NTU+
2009-06-08 19:00:00,-110.07,NTU+
2009-06-08 19:30:00,-110.0,NTU+
2009-06-08 20:00:00,-109.67,NTU+
2009-06-08 20:30:00,-109.43,NTU+
2009-06-08 21:00:00,-109.47,NTU+
2009-06-08 21:30:00,-108.17,NTU+
2009-06-08 22:00:00,-107.6,NTU+
2009-06-08 22:30:00,-107.87,NTU+
2009-06-08 23:00:00,-107.9,NTU+
2009-06-08 23:30:00,-106.9,NTU+
2009-06-09 00:00:00,-106.33,NTU+
2009-06-09 00:30:00,-106.27,NTU+
2009-06-09 01:00:00,-105.53,NTU+
2009-06-09 01:30:00,-104.83,NTU+
2009-06-09 02:00:00,-104.37,NTU+
2009-06-09 02:30:00,-103.87,NTU+
2009-06-09 03:00:00,-104.17,NTU+
2009-06-09 03:30:00,-103.47,NTU+
2009-06-09 04:00:00,-103.93,NTU+
2009-06-09 04:30:00,-102.93,NTU+
2009-06-09 05:00:00,-103.0,NTU+
2009-06-09 05:30:00,-103.37,NTU+
2009-06-09 06:00:00,-104.43,NTU+
2009-06-09 06:30:00,-103.8,NTU+
2009-06-09 07:00:00,-104.2,NTU+
2009-06-09 07:30:00,,NTU+
2009-06-09 08:00:00,,NTU+
2009-06-09 08:30:00,,NTU+
2009-06-09 09:00:00,,NTU+
2009-06-09 09:30:00,,NTU+
2009-06-09 10:00:00,,NTU+
2009-06-09 10:30:00,,NTU+
2009-06-09 11:00:00,,NTU+
2009-06-09 11:30:00,,NTU+
2009-06-09 12:00:00,,NTU+
2009-06-09 12:30:00,,NTU+
2009-06-09 13:00:00,,NTU+
2009-06-09 13:30:00,,NTU+
2009-06-09 14:00:00,-110.1,NTU+
2009-06-09 14:30:00,-110.4,NTU+
2009-06-09 15:00:00,-111.07,NTU+
2009-06-09 15:30:00,-110.63,NTU+
2009-06-09 16:00:00,-110.8,NTU+
2009-06-09 16:30:00,-110.6,NTU+
2009-06-09 17:00:00,-110.2,NTU+
2009-06-09 17:30:00,-110.17,NTU+
2009-06-09 18:00:00,-109.67,NTU+
2009-06-09 18:30:00,-109.67,NTU+
2009-06-09 19:00:00,-109.03,NTU+
2009-06-09 19:30:00,-107.8,NTU+
2009-06-09 20:00:00,-106.5,NTU+
2009-06-09 20:30:00,-107.33,NTU+
2009-06-09 21:00:00,-102.63,NTU+
2009-06-09 21:30:00,-103.73,NTU+
2009-06-09 22:00:00,-103.03,NTU+
2009-06-09 22:30:00,-103.37,NTU+
2009-06-09 23:00:00,-102.7,NTU+
2009-06-09 23:30:00,-103.17,NTU+
2009-06-10 00:00:00,-102.57,NTU+
2009-06-10 00:30:00,-104.3,NTU+
2009-06-10 01:00:00,-104.17,NTU+
2009-06-10 01:30:00,-103.77,NTU+
2009-06-10 02:00:00,-104.1,NTU+
2009-06-10 02:30:00,-103.6,NTU+
2009-06-10 03:00:00,-103.97,NTU+
2009-06-10 03:30:00,-102.93,NTU+
2009-06-10 04:00:00,-101.27,NTU+
2009-06-10 04:30:00,-100.13,NTU+
2009-06-10 05:00:00,-102.77,NTU+
2009-06-10 05:30:00,-99.77,NTU+
2009-06-10 06:00:00,-100.3,NTU+
2009-06-10 06:30:00,-101.33,NTU+
2009-06-10 07:00:00,-102.23,NTU+
2009-06-10 07:30:00,-103.07,NTU+
2009-06-10 08:00:00,,NTU+
2009-06-10 08:30:00,,NTU+
2009-06-10 09:00:00,,NTU+
2009-06-10 09:30:00,,NTU+
2009-06-10 10:00:00,,NTU+
2009-06-10 10:30:00,,NTU+
2009-06-10 11:00:00,,NTU+
2009-06-10 11:30:00,,NTU+
2009-06-10 12:00:00,,NTU+
2009-06-10 12:30:00,,NTU+
2009-06-10 13:00:00,,NTU+
2009-06-10 13:30:00,-108.33,NTU+
2009-06-10 14:00:00,-109.17,NTU+
2009-06-10 14:30:00,-106.77,NTU+
2009-06-10 15:00:00,-107.47,NTU+
2009-06-10 15:30:00,-107.83,NTU+
2009-06-10 16:00:00,-106.97,NTU+
2009-06-10 16:30:00,-107.7,NTU+
2009-06-10 17:00:00,-108.17,NTU+
2009-06-10 17:30:00,-108.13,NTU+
2009-06-10 18:00:00,-108.8,NTU+
2009-06-10 18:30:00,-109.0,NTU+
2009-06-10 19:00:00,-108.47,NTU+
2009-06-10 19:30:00,-107.43,NTU+
2009-06-10 20:00:00,-104.07,NTU+
2009-06-10 20:30:00,-105.17,NTU+
2009-06-10 21:00:00,-106.03,NTU+
2009-06-10 21:30:00,-107.53,NTU+
2009-06-10 22:00:00,-107.3,NTU+
2009-06-10 22:30:00,-107.1,NTU+
2009-06-10 23:00:00,-105.27,NTU+
2009-06-10 23:30:00,-105.57,NTU+
2009-06-11 00:00:00,-104.73,NTU+
2009-06-11 00:30:00,-104.4,NTU+
2009-06-11 01:00:00,-103.83,NTU+
2009-06-11 01:30:00,-103.93,NTU+
2009-06-11 02:00:00,-103.7,NTU+
2009-06-11 02:30:00,-104.4,NTU+
2009-06-11 03:00:00,-104.33,NTU+
2009-06-11 03:30:00,-105.4,NTU+
2009-06-11 04:00:00,-106.1,NTU+
2009-06-11 04:30:00,-106.1,NTU+
2009-06-11 05:00:00,-106.37,NTU+
2009-06-11 05:30:00,-107.03,NTU+
2009-06-11 06:00:00,-107.0,NTU+
2009-06-11 06:30:00,-107.43,NTU+
2009-06-11 07:00:00,-107.4,NTU+
2009-06-11 07:30:00,-106.53,NTU+
2009-06-11 08:00:00,-106.5,NTU+
2009-06-11 08:30:00,-106.47,NTU+
2009-06-11 09:00:00,-106.2,NTU+
2009-06-11 09:30:00,-106.97,NTU+
2009-06-11 10:00:00,-106.7,NTU+
2009-06-11 10:30:00,-108.23,NTU+
2009-06-11 11:00:00,-108.1,NTU+
2009-06-11 11:30:00,-108.43,NTU+
2009-06-11 12:00:00,-108.93,NTU+
2009-06-11 12:30:00,-108.93,NTU+
2009-06-11 13:00:00,-109.47,NTU+
2009-06-11 13:30:00,-109.57,NTU+
2009-06-11 14:00:00,-111.07,NTU+
2009-06-11 14:30:00,-109.7,NTU+
2009-06-11 15:00:00,-109.77,NTU+
2009-06-11 15:30:00,-109.53,NTU+
2009-06-11 16:00:00,-109.7,NTU+
2009-06-11 16:30:00,-109.23,NTU+
2009-06-11 17:00:00,-108.43,NTU+
2009-06-11 17:30:00,-108.17,NTU+
2009-06-11 18:00:00,-108.2,NTU+
2009-06-11 18:30:00,-107.07,NTU+
2009-06-11 19:00:00,-106.7,NTU+
2009-06-11 19:30:00,-106.47,NTU+
2009-06-11 20:00:00,-106.4,NTU+
2009-06-11 20:30:00,-105.83,NTU+
2009-06-11 21:00:00,-105.6,NTU+
2009-06-11 21:30:00,-103.77,NTU+
2009-06-11 22:00:00,-103.33,NTU+
2009-06-11 22:30:00,-104.37,NTU+
2009-06-11 23:00:00,-103.5,NTU+
2009-06-11 23:30:00,-104.33,NTU+
2009-06-12 00:00:00,-103.37,NTU+
2009-06-12 00:30:00,-101.67,NTU+
2009-06-12 01:00:00,-102.67,NTU+
2009-06-12 01:30:00,-100.97,NTU+
2009-06-12 02:00:00,-100.87,NTU+
2009-06-12 02:30:00,-99.73,NTU+
2009-06-12 03:00:00,-101.4,NTU+
2009-06-12 03:30:00,-100.8,NTU+
2009-06-12 04:00:00,-101.37,NTU+
2009-06-12 04:30:00,-101.5,NTU+
2009-06-12 05:00:00,-101.67,NTU+
2009-06-12 05:30:00,-102.23,NTU+
2009-06-12 06:00:00,-102.63,NTU+
2009-06-12 06:30:00,-101.97,NTU+
2009-06-12 07:00:00,-102.37,NTU+
2009-06-12 07:30:00,-103.0,NTU+
2009-06-12 08:00:00,-103.17,NTU+
2009-06-12 08:30:00,-103.03,NTU+
2009-06-12 09:00:00,,NTU+
2009-06-12 09:30:00,,NTU+
2009-06-12 10:00:00,,NTU+
2009-06-12 10:30:00,,NTU+
2009-06-12 11:00:00,,NTU+
2009-06-12 11:30:00,,NTU+
2009-06-12 12:00:00,,NTU+
2009-06-12 12:30:00,,NTU+
2009-06-12 13:00:00,,NTU+
2009-06-12 13:30:00,-107.83,NTU+
2009-06-12 14:00:00,-109.3,NTU+
2009-06-12 14:30:00,-109.8,NTU+
2009-06-12 15:00:00,-110.4,NTU+
2009-06-12 15:30:00,-110.03,NTU+
2009-06-12 16:00:00,-108.77,NTU+
2009-06-12 16:30:00,-108.63,NTU+
2009-06-12 17:00:00,-109.73,NTU+
2009-06-12 17:30:00,-109.57,NTU+
2009-06-12 18:00:00,-109.63,NTU+
2009-06-12 18:30:00,-109.43,NTU+
2009-06-12 19:00:00,-108.87,NTU+
2009-06-12 19:30:00,-108.9,NTU+
2009-06-12 20:00:00,-108.93,NTU+
2009-06-12 20:30:00,-108.7,NTU+
2009-06-12 21:00:00,-108.67,NTU+
2009-06-12 21:30:00,-107.53,NTU+
2009-06-12 22:00:00,-107.2,NTU+
2009-06-12 22:30:00,-106.47,NTU+
2009-06-12 23:00:00,-105.3,NTU+
2009-06-12 23:30:00,-106.4,NTU+
2009-06-13 00:00:00,-105.23,NTU+
2009-06-13 00:30:00,-104.2,NTU+
2009-06-13 01:00:00,-103.1,NTU+
2009-06-13 01:30:00,-103.43,NTU+
2009-06-13 02:00:00,-103.1,NTU+
2009-06-13 02:30:00,-102.87,NTU+
2009-06-13 03:00:00,-103.37,NTU+
2009-06-13 03:30:00,-101.8,NTU+
2009-06-13 04:00:00,-102.17,NTU+
2009-06-13 04:30:00,-102.7,NTU+
2009-06-13 05:00:00,-103.23,NTU+
2009-06-13 05:30:00,-102.87,NTU+
2009-06-13 06:00:00,-103.3,NTU+
2009-06-13 06:30:00,-104.43,NTU+
2009-06-13 07:00:00,-107.13,NTU+
2009-06-13 07:30:00,,NTU+
2009-06-13 08:00:00,,NTU+
2009-06-13 08:30:00,,NTU+
2009-06-13 09:00:00,,NTU+
2009-06-13 09:30:00,,NTU+
2009-06-13 10:00:00,,NTU+
2009-06-13 10:30:00,,NTU+
2009-06-13 11:00:00,,NTU+
2009-06-13 11:30:00,,NTU+
2009-06-13 12:00:00,,NTU+
2009-06-13 12:30:00,-110.5,NTU+
2009-06-13 13:00:00,-108.7,NTU+
2009-06-13 13:30:00,-110.57,NTU+
2009-06-13 14:00:00,-114.0,NTU+
2009-06-13 14:30:00,-112.73,NTU+
2009-06-13 15:00:00,-111.23,NTU+
2009-06-13 15:30:00,-113.47,NTU+
2009-06-13 16:00:00,-113.37,NTU+
2009-06-13 16:30:00,-113.0,NTU+
2009-06-13 17:00:00,-112.83,NTU+
2009-06-13 17:30:00,-113.47,NTU+
2009-06-13 18:00:00,-112.8,NTU+
2009-06-13 18:30:00,-113.2,NTU+
2009-06-13 19:00:00,-112.77,NTU+
2009-06-13 19:30:00,-110.27,NTU+
2009-06-13 20:00:00,-110.43,NTU+
2009-06-13 20:30:00,-110.43,NTU+
2009-06-13 21:00:00,-110.17,NTU+
2009-06-13 21:30:00,-108.83,NTU+
2009-06-13 22:00:00,-108.43,NTU+
2009-06-13 22:30:00,-109.2,NTU+
2009-06-13 23:00:00,-108.93,NTU+
2009-06-13 23:30:00,-107.9,NTU+
2009-06-14 00:00:00,-107.9,NTU+
2009-06-14 00:30:00,-107.6,NTU+
2009-06-14 01:00:00,-107.17,NTU+
2009-06-14 01:30:00,-107.4,NTU+
2009-06-14 02:00:00,-107.3,NTU+
2009-06-14 02:30:00,-106.7,NTU+
2009-06-14 03:00:00,-104.43,NTU+
2009-06-14 03:30:00,-102.77,NTU+
2009-06-14 04:00:00,-102.43,NTU+
2009-06-14 04:30:00,-102.67,NTU+
2009-06-14 05:00:00,-103.17,NTU+
2009-06-14 05:30:00,-103.13,NTU+
2009-06-14 06:00:00,-104.2,NTU+
2009-06-14 06:30:00,-105.17,NTU+
2009-06-14 07:00:00,-106.43,NTU+
2009-06-14 07:30:00,-106.17,NTU+
2009-06-14 08:00:00,-106.6,NTU+
2009-06-14 08:30:00,-106.93,NTU+
2009-06-14 09:00:00,-108.2,NTU+
2009-06-14 09:30:00,-108.5,NTU+
2009-06-14 10:00:00,,NTU+
2009-06-14 10:30:00,,NTU+
2009-06-14 11:00:00,,NTU+
2009-06-14 11:30:00,-111.6,NTU+
2009-06-14 12:00:00,-110.7,NTU+
2009-06-14 12:30:00,-110.13,NTU+
2009-06-14 13:00:00,-111.8,NTU+
2009-06-14 13:30:00,-112.0,NTU+
2009-06-14 14:00:00,-113.67,NTU+
2009-06-14 14:30:00,-113.53,NTU+
2009-06-14 15:00:00,-113.83,NTU+
2009-06-14 15:30:00,-114.07,NTU+
2009-06-14 16:00:00,-114.07,NTU+
2009-06-14 16:30:00,-114.8,NTU+
2009-06-14 17:00:00,-116.63,NTU+
2009-06-14 17:30:00,-114.67,NTU+
2009-06-14 18:00:00,-114.23,NTU+
2009-06-14 18:30:00,-113.8,NTU+
2009-06-14 19:00:00,-112.97,NTU+
2009-06-14 19:30:00,-112.6,NTU+
2009-06-14 20:00:00,-112.43,NTU+
2009-06-14 20:30:00,-111.63,NTU+
2009-06-14 21:00:00,-113.43,NTU+
2009-06-14 21:30:00,-112.83,NTU+
2009-06-14 22:00:00,-111.23,NTU+
2009-06-14 22:30:00,-111.67,NTU+
2009-06-14 23:00:00,-110.63,NTU+
2009-06-14 23:30:00,-111.23,NTU+
2009-06-15 00:00:00,-110.23,NTU+
2009-06-15 00:30:00,-109.9,NTU+
2009-06-15 01:00:00,-109.13,NTU+
2009-06-15 01:30:00,-109.57,NTU+
2009-06-15 02:00:00,-108.87,NTU+
2009-06-15 02:30:00,-106.47,NTU+
2009-06-15 03:00:00,-105.07,NTU+
2009-06-15 03:30:00,-106.47,NTU+
2009-06-15 04:00:00,-107.47,NTU+
2009-06-15 04:30:00,-107.9,NTU+
2009-06-15 05:00:00,-108.0,NTU+
2009-06-15 05:30:00,-108.37,NTU+
2009-06-15 06:00:00,-106.87,NTU+
2009-06-15 06:30:00,-105.27,NTU+
2009-06-15 07:00:00,-107.0,NTU+
2009-06-15 07:30:00,-109.77,NTU+
2009-06-15 08:00:00,-111.03,NTU+
2009-06-15 08:30:00,-112.2,NTU+
2009-06-15 09:00:00,-112.43,NTU+
2009-06-15 09:30:00,,NTU+
2009-06-15 10:00:00,,NTU+
2009-06-15 10:30:00,,NTU+
2009-06-15 11:00:00,,NTU+
2009-06-15 11:30:00,,NTU+
2009-06-15 12:00:00,,NTU+
2009-06-15 12:30:00,-109.43,NTU+
2009-06-15 13:00:00,-110.87,NTU+
2009-06-15 13:30:00,-111.57,NTU+
2009-06-15 14:00:00,-111.67,NTU+
2009-06-15 14:30:00,-112.2,NTU+
2009-06-15 15:00:00,-112.6,NTU+
2009-06-15 15:30:00,-113.67,NTU+
2009-06-15 16:00:00,-112.53,NTU+
2009-06-15 16:30:00,-112.8,NTU+
2009-06-15 17:00:00,-110.6,NTU+
2009-06-15 17:30:00,-113.1,NTU+
2009-06-15 18:00:00,-115.43,NTU+
2009-06-15 18:30:00,-114.43,NTU+
2009-06-15 19:00:00,-110.87,NTU+
2009-06-15 19:30:00,-110.87,NTU+
2009-06-15 20:00:00,-111.03,NTU+
2009-06-15 20:30:00,-111.73,NTU+
2009-06-15 21:00:00,-112.6,NTU+
2009-06-15 21:30:00,-112.37,NTU+
2009-06-15 22:00:00,-112.0,NTU+
2009-06-15 22:30:00,-112.23,NTU+
2009-06-15 23:00:00,-111.83,NTU+
2009-06-15 23:30:00,-113.47,NTU+
2009-06-16 00:00:00,-112.77,NTU+
2009-06-16 00:30:00,-111.8,NTU+
2009-06-16 01:00:00,-109.83,NTU+
2009-06-16 01:30:00,-109.83,NTU+
2009-06-16 02:00:00,-109.77,NTU+
2009-06-16 02:30:00,-110.37,NTU+
2009-06-16 03:00:00,-109.8,NTU+
2009-06-16 03:30:00,-110.0,NTU+
2009-06-16 04:00:00,-110.4,NTU+
2009-06-16 04:30:00,-109.73,NTU+
2009-06-16 05:00:00,-110.03,NTU+
2009-06-16 05:30:00,-108.1,NTU+
2009-06-16 06:00:00,-107.23,NTU+
2009-06-16 06:30:00,-109.43,NTU+
2009-06-16 07:00:00,-109.4,NTU+
2009-06-16 07:30:00,-110.13,NTU+
2009-06-16 08:00:00,-111.0,NTU+
2009-06-16 08:30:00,-111.43,NTU+
2009-06-16 09:00:00,-112.0,NTU+
2009-06-16 09:30:00,-112.47,NTU+
2009-06-16 10:00:00,,NTU+
2009-06-16 10:30:00,,NTU+
2009-06-16 11:00:00,,NTU+
2009-06-16 11:30:00,,NTU+
2009-06-16 12:00:00,,NTU+
2009-06-16 12:30:00,-108.17,NTU+
2009-06-16 13:00:00,-108.03,NTU+
2009-06-16 13:30:00,-106.17,NTU+
2009-06-16 14:00:00,-107.53,NTU+
2009-06-16 14:30:00,-108.03,NTU+
2009-06-16 15:00:00,-105.83,NTU+
2009-06-16 15:30:00,-104.73,NTU+
2009-06-16 16:00:00,-108.4,NTU+
2009-06-16 16:30:00,-107.73,NTU+
2009-06-16 17:00:00,-109.93,NTU+
2009-06-16 17:30:00,-106.6,NTU+
2009-06-16 18:00:00,-105.9,NTU+
2009-06-16 18:30:00,-107.73,NTU+
2009-06-16 19:00:00,-107.97,NTU+
2009-06-16 19:30:00,-108.97,NTU+
2009-06-16 20:00:00,-108.3,NTU+
2009-06-16 20:30:00,-107.07,NTU+
2009-06-16 21:00:00,-106.97,NTU+
2009-06-16 21:30:00,-107.43,NTU+
2009-06-16 22:00:00,-106.63,NTU+
2009-06-16 22:30:00,-106.67,NTU+
2009-06-16 23:00:00,-106.33,NTU+
2009-06-16 23:30:00,-106.53,NTU+
2009-06-17 00:00:00,-106.43,NTU+
2009-06-17 00:30:00,-105.73,NTU+
2009-06-17 01:00:00,-105.27,NTU+
2009-06-17 01:30:00,-105.37,NTU+
2009-06-17 02:00:00,-105.7,NTU+
2009-06-17 02:30:00,-105.7,NTU+
2009-06-17 03:00:00,-105.73,NTU+
2009-06-17 03:30:00,-105.6,NTU+
2009-06-17 04:00:00,-105.8,NTU+
2009-06-17 04:30:00,-105.87,NTU+
2009-06-17 05:00:00,-105.93,NTU+
2009-06-17 05:30:00,-106.23,NTU+
2009-06-17 06:00:00,-105.83,NTU+
2009-06-17 06:30:00,-105.33,NTU+
2009-06-17 07:00:00,-106.17,NTU+
2009-06-17 07:30:00,-106.3,NTU+
2009-06-17 08:00:00,-106.6,NTU+
2009-06-17 08:30:00,-106.53,NTU+
2009-06-17 09:00:00,-106.53,NTU+
2009-06-17 09:30:00,-106.87,NTU+
2009-06-17 10:00:00,-106.73,NTU+
2009-06-17 10:30:00,-105.73,NTU+
2009-06-17 11:00:00,-104.5,NTU+
2009-06-17 11:30:00,-102.43,NTU+
2009-06-17 12:00:00,-100.83,NTU+
2009-06-17 12:30:00,-101.0,NTU+
2009-06-17 13:00:00,-102.4,NTU+
2009-06-17 13:30:00,-102.6,NTU+
2009-06-17 14:00:00,-101.43,NTU+
2009-06-17 14:30:00,-101.7,NTU+
2009-06-17 15:00:00,-101.67,NTU+
2009-06-17 15:30:00,-100.93,NTU+
2009-06-17 16:00:00,-102.87,NTU+
2009-06-17 16:30:00,-103.27,NTU+
2009-06-17 17:00:00,-102.63,NTU+
2009-06-17 17:30:00,-103.6,NTU+
2009-06-17 18:00:00,-103.07,NTU+
2009-06-17 18:30:00,-102.7,NTU+
2009-06-17 19:00:00,-103.33,NTU+
2009-06-17 19:30:00,-102.73,NTU+
2009-06-17 20:00:00,-103.17,NTU+
2009-06-17 20:30:00,-103.17,NTU+
2009-06-17 21:00:00,-102.9,NTU+
2009-06-17 21:30:00,-102.57,NTU+
2009-06-17 22:00:00,-102.43,NTU+
2009-06-17 22:30:00,-101.83,NTU+
2009-06-17 23:00:00,-101.53,NTU+
2009-06-17 23:30:00,-101.2,NTU+
2009-06-18 00:00:00,-100.37,NTU+
2009-06-18 00:30:00,-101.33,NTU+
2009-06-18 01:00:00,-99.97,NTU+
2009-06-18 01:30:00,-100.23,NTU+
2009-06-18 02:00:00,-99.63,NTU+
2009-06-18 02:30:00,-99.3,NTU+
2009-06-18 03:00:00,-98.53,NTU+
2009-06-18 03:30:00,-98.7,NTU+
2009-06-18 04:00:00,-98.63,NTU+
2009-06-18 04:30:00,-99.67,NTU+
2009-06-18 05:00:00,-98.87,NTU+
2009-06-18 05:30:00,-102.93,NTU+
2009-06-18 06:00:00,-99.93,NTU+
2009-06-18 06:30:00,-100.97,NTU+
2009-06-18 07:00:00,-101.57,NTU+
2009-06-18 07:30:00,-100.47,NTU+
2009-06-18 08:00:00,-101.27,NTU+
2009-06-18 08:30:00,-101.53,NTU+
2009-06-18 09:00:00,-101.03,NTU+
2009-06-18 09:30:00,-101.03,NTU+
2009-06-18 10:00:00,-101.33,NTU+
2009-06-18 10:30:00,-101.5,NTU+
2009-06-18 11:00:00,-101.5,NTU+
2009-06-18 11:30:00,-102.03,NTU+
2009-06-18 12:00:00,-102.3,NTU+
2009-06-18 12:30:00,-102.83,NTU+
2009-06-18 13:00:00,-103.17,NTU+
2009-06-18 13:30:00,-102.8,NTU+
2009-06-18 14:00:00,-103.13,NTU+
2009-06-18 14:30:00,-103.0,NTU+
2009-06-18 15:00:00,-103.23,NTU+
2009-06-18 15:30:00,-103.33,NTU+
2009-06-18 16:00:00,-102.77,NTU+
2009-06-18 16:30:00,-102.23,NTU+
2009-06-18 17:00:00,-102.03,NTU+
2009-06-18 17:30:00,-102.03,NTU+
2009-06-18 18:00:00,-101.6,NTU+
2009-06-18 18:30:00,-101.3,NTU+
2009-06-18 19:00:00,-100.6,NTU+
2009-06-18 19:30:00,-100.07,NTU+
2009-06-18 20:00:00,-99.57,NTU+
2009-06-18 20:30:00,-99.23,NTU+
2009-06-18 21:00:00,-98.87,NTU+
2009-06-18 21:30:00,-99.5,NTU+
2009-06-18 22:00:00,-100.47,NTU+
2009-06-18 22:30:00,-99.43,NTU+
2009-06-18 23:00:00,-97.3,NTU+
2009-06-18 23:30:00,-97.2,NTU+
2009-06-19 00:00:00,-99.43,NTU+
2009-06-19 00:30:00,-101.8,NTU+
2009-06-19 01:00:00,-103.0,NTU+
2009-06-19 01:30:00,-103.7,NTU+
2009-06-19 02:00:00,-104.47,NTU+
2009-06-19 02:30:00,-102.77,NTU+
2009-06-19 03:00:00,-99.97,NTU+
2009-06-19 03:30:00,-100.33,NTU+
2009-06-19 04:00:00,-100.43,NTU+
2009-06-19 04:30:00,-99.8,NTU+
2009-06-19 05:00:00,-98.63,NTU+
2009-06-19 05:30:00,-99.43,NTU+
2009-06-19 06:00:00,-100.8,NTU+
2009-06-19 06:30:00,-101.7,NTU+
2009-06-19 07:00:00,-102.8,NTU+
2009-06-19 07:30:00,-102.57,NTU+
2009-06-19 08:00:00,-103.33,NTU+
2009-06-19 08:30:00,-101.53,NTU+
2009-06-19 09:00:00,-103.47,NTU+
2009-06-19 09:30:00,-103.7,NTU+
2009-06-19 10:00:00,-104.7,NTU+
2009-06-19 10:30:00,-104.6,NTU+
2009-06-19 11:00:00,-106.73,NTU+
2009-06-19 11:30:00,-106.5,NTU+
2009-06-19 12:00:00,-107.27,NTU+
2009-06-19 12:30:00,-105.63,NTU+
2009-06-19 13:00:00,-107.53,NTU+
2009-06-19 13:30:00,-107.27,NTU+
2009-06-19 14:00:00,-108.67,NTU+
2009-06-19 14:30:00,-106.47,NTU+
2009-06-19 15:00:00,-108.3,NTU+
2009-06-19 15:30:00,-108.33,NTU+
2009-06-19 16:00:00,-104.57,NTU+
2009-06-19 16:30:00,-105.07,NTU+
2009-06-19 17:00:00,-106.47,NTU+
2009-06-19 17:30:00,-107.07,NTU+
2009-06-19 18:00:00,-105.93,NTU+
2009-06-19 18:30:00,-103.8,NTU+
2009-06-19 19:00:00,-104.7,NTU+
2009-06-19 19:30:00,-104.57,NTU+
2009-06-19 20:00:00,-104.67,NTU+
2009-06-19 20:30:00,-105.43,NTU+
2009-06-19 21:00:00,-104.8,NTU+
2009-06-19 21:30:00,-102.77,NTU+
2009-06-19 22:00:00,-102.0,NTU+
2009-06-19 22:30:00,-103.33,NTU+
2009-06-19 23:00:00,-103.17,NTU+
2009-06-19 23:30:00,-101.73,NTU+
2009-06-20 00:00:00,-101.33,NTU+
2009-06-20 00:30:00,-101.47,NTU+
2009-06-20 01:00:00,-102.63,NTU+
2009-06-20 01:30:00,-104.33,NTU+
2009-06-20 02:00:00,-103.5,NTU+
2009-06-20 02:30:00,-102.93,NTU+
2009-06-20 03:00:00,-102.8,NTU+
2009-06-20 03:30:00,-103.77,NTU+
2009-06-20 04:00:00,-102.77,NTU+
2009-06-20 04:30:00,-102.1,NTU+
2009-06-20 05:00:00,-101.4,NTU+
2009-06-20 05:30:00,-102.37,NTU+
2009-06-20 06:00:00,-102.6,NTU+
2009-06-20 06:30:00,-102.17,NTU+
2009-06-20 07:00:00,-102.33,NTU+
2009-06-20 07:30:00,-102.33,NTU+
2009-06-20 08:00:00,-103.0,NTU+
2009-06-20 08:30:00,-103.1,NTU+
2009-06-20 09:00:00,-103.4,NTU+
2009-06-20 09:30:00,-102.7,NTU+
2009-06-20 10:00:00,-102.6,NTU+
2009-06-20 10:30:00,-102.4,NTU+
2009-06-20 11:00:00,,NTU+
2009-06-20 11:30:00,-105.13,NTU+
2009-06-20 12:00:00,-105.0,NTU+
2009-06-20 12:30:00,-104.63,NTU+
2009-06-20 13:00:00,,NTU+
2009-06-20 13:30:00,-104.77,NTU+
2009-06-20 14:00:00,-105.23,NTU+
2009-06-20 14:30:00,-105.37,NTU+
2009-06-20 15:00:00,-104.67,NTU+
2009-06-20 15:30:00,-104.2,NTU+
2009-06-20 16:00:00,-104.53,NTU+
2009-06-20 16:30:00,-103.17,NTU+
2009-06-20 17:00:00,-102.63,NTU+
2009-06-20 17:30:00,-101.03,NTU+
2009-06-20 18:00:00,-100.27,NTU+
2009-06-20 18:30:00,-100.23,NTU+
2009-06-20 19:00:00,-99.57,NTU+
2009-06-20 19:30:00,-99.4,NTU+
2009-06-20 20:00:00,-99.3,NTU+
2009-06-20 20:30:00,-99.27,NTU+
2009-06-20 21:00:00,-99.3,NTU+
2009-06-20 21:30:00,-98.67,NTU+
2009-06-20 22:00:00,-98.9,NTU+
2009-06-20 22:30:00,-99.27,NTU+
2009-06-20 23:00:00,-98.97,NTU+
2009-06-20 23:30:00,-99.4,NTU+
2009-06-21 00:00:00,-100.23,NTU+
2009-06-21 00:30:00,-100.07,NTU+
2009-06-21 01:00:00,-99.83,NTU+
2009-06-21 01:30:00,-99.37,NTU+
2009-06-21 02:00:00,-99.2,NTU+
2009-06-21 02:30:00,-98.37,NTU+
2009-06-21 03:00:00,-97.73,NTU+
2009-06-21 03:30:00,-97.13,NTU+
2009-06-21 04:00:00,-96.73,NTU+
2009-06-21 04:30:00,-97.03,NTU+
2009-06-21 05:00:00,-97.07,NTU+
2009-06-21 05:30:00,-97.73,NTU+
2009-06-21 06:00:00,-97.53,NTU+
2009-06-21 06:30:00,-98.3,NTU+
2009-06-21 07:00:00,-98.77,NTU+
2009-06-21 07:30:00,-99.47,NTU+
2009-06-21 08:00:00,,NTU+
2009-06-21 08:30:00,,NTU+
2009-06-21 09:00:00,,NTU+
2009-06-21 09:30:00,,NTU+
2009-06-21 10:00:00,,NTU+
