times,Turb+,Units
2008-05-20 06:00:00,,NTU+
2008-05-20 06:30:00,2.73,NTU+
2008-05-20 07:00:00,1.57,NTU+
2008-05-20 07:30:00,67.4,NTU+
2008-05-20 08:00:00,25.9,NTU+
2008-05-20 08:30:00,22.0,NTU+
2008-05-20 09:00:00,19.6,NTU+
2008-05-20 09:30:00,19.07,NTU+
2008-05-20 10:00:00,18.07,NTU+
2008-05-20 10:30:00,18.77,NTU+
2008-05-20 11:00:00,19.0,NTU+
2008-05-20 11:30:00,22.33,NTU+
2008-05-20 12:00:00,27.47,NTU+
2008-05-20 12:30:00,28.43,NTU+
2008-05-20 13:00:00,32.07,NTU+
2008-05-20 13:30:00,36.63,NTU+
2008-05-20 14:00:00,36.93,NTU+
2008-05-20 14:30:00,39.1,NTU+
2008-05-20 15:00:00,41.93,NTU+
2008-05-20 15:30:00,43.53,NTU+
2008-05-20 16:00:00,42.13,NTU+
2008-05-20 16:30:00,41.67,NTU+
2008-05-20 17:00:00,41.87,NTU+
2008-05-20 17:30:00,38.3,NTU+
2008-05-20 18:00:00,39.7,NTU+
2008-05-20 18:30:00,39.23,NTU+
2008-05-20 19:00:00,38.03,NTU+
2008-05-20 19:30:00,41.3,NTU+
2008-05-20 20:00:00,47.97,NTU+
2008-05-20 20:30:00,47.43,NTU+
2008-05-20 21:00:00,43.53,NTU+
2008-05-20 21:30:00,39.2,NTU+
2008-05-20 22:00:00,40.87,NTU+
2008-05-20 22:30:00,36.87,NTU+
2008-05-20 23:00:00,30.87,NTU+
2008-05-20 23:30:00,23.8,NTU+
2008-05-21 00:00:00,34.87,NTU+
2008-05-21 00:30:00,32.67,NTU+
2008-05-21 01:00:00,25.37,NTU+
2008-05-21 01:30:00,30.3,NTU+
2008-05-21 02:00:00,31.6,NTU+
2008-05-21 02:30:00,33.5,NTU+
2008-05-21 03:00:00,32.8,NTU+
2008-05-21 03:30:00,30.9,NTU+
2008-05-21 04:00:00,33.27,NTU+
2008-05-21 04:30:00,28.2,NTU+
2008-05-21 05:00:00,26.77,NTU+
2008-05-21 05:30:00,21.33,NTU+
2008-05-21 06:00:00,19.2,NTU+
2008-05-21 06:30:00,18.1,NTU+
2008-05-21 07:00:00,20.67,NTU+
2008-05-21 07:30:00,21.37,NTU+
2008-05-21 08:00:00,21.13,NTU+
2008-05-21 08:30:00,21.63,NTU+
2008-05-21 09:00:00,20.03,NTU+
2008-05-21 09:30:00,19.2,NTU+
2008-05-21 10:00:00,17.83,NTU+
2008-05-21 10:30:00,21.6,NTU+
2008-05-21 11:00:00,22.1,NTU+
2008-05-21 11:30:00,22.43,NTU+
2008-05-21 12:00:00,23.67,NTU+
2008-05-21 12:30:00,24.8,NTU+
2008-05-21 13:00:00,27.9,NTU+
2008-05-21 13:30:00,28.5,NTU+
2008-05-21 14:00:00,30.5,NTU+
2008-05-21 14:30:00,31.77,NTU+
2008-05-21 15:00:00,33.23,NTU+
2008-05-21 15:30:00,35.47,NTU+
2008-05-21 16:00:00,40.13,NTU+
2008-05-21 16:30:00,41.47,NTU+
2008-05-21 17:00:00,44.53,NTU+
2008-05-21 17:30:00,48.77,NTU+
2008-05-21 18:00:00,52.4,NTU+
2008-05-21 18:30:00,52.8,NTU+
2008-05-21 19:00:00,56.07,NTU+
2008-05-21 19:30:00,59.6,NTU+
2008-05-21 20:00:00,62.43,NTU+
2008-05-21 20:30:00,64.53,NTU+
2008-05-21 21:00:00,65.43,NTU+
2008-05-21 21:30:00,62.8,NTU+
2008-05-21 22:00:00,65.3,NTU+
2008-05-21 22:30:00,61.87,NTU+
2008-05-21 23:00:00,52.2,NTU+
2008-05-21 23:30:00,49.4,NTU+
2008-05-22 00:00:00,46.23,NTU+
2008-05-22 00:30:00,47.63,NTU+
2008-05-22 01:00:00,41.8,NTU+
2008-05-22 01:30:00,41.3,NTU+
2008-05-22 02:00:00,44.2,NTU+
2008-05-22 02:30:00,45.13,NTU+
2008-05-22 03:00:00,46.1,NTU+
2008-05-22 03:30:00,43.2,NTU+
2008-05-22 04:00:00,45.07,NTU+
2008-05-22 04:30:00,41.93,NTU+
2008-05-22 05:00:00,42.2,NTU+
2008-05-22 05:30:00,42.93,NTU+
2008-05-22 06:00:00,43.53,NTU+
2008-05-22 06:30:00,44.77,NTU+
2008-05-22 07:00:00,42.77,NTU+
2008-05-22 07:30:00,43.9,NTU+
2008-05-22 08:00:00,44.67,NTU+
2008-05-22 08:30:00,45.63,NTU+
2008-05-22 09:00:00,46.0,NTU+
2008-05-22 09:30:00,49.3,NTU+
2008-05-22 10:00:00,52.57,NTU+
2008-05-22 10:30:00,55.87,NTU+
2008-05-22 11:00:00,56.83,NTU+
2008-05-22 11:30:00,56.93,NTU+
2008-05-22 12:00:00,57.03,NTU+
2008-05-22 12:30:00,58.6,NTU+
2008-05-22 13:00:00,59.47,NTU+
2008-05-22 13:30:00,60.37,NTU+
2008-05-22 14:00:00,62.7,NTU+
2008-05-22 14:30:00,65.37,NTU+
2008-05-22 15:00:00,64.93,NTU+
2008-05-22 15:30:00,65.9,NTU+
2008-05-22 16:00:00,67.17,NTU+
2008-05-22 16:30:00,66.27,NTU+
2008-05-22 17:00:00,66.03,NTU+
2008-05-22 17:30:00,65.1,NTU+
2008-05-22 18:00:00,64.3,NTU+
2008-05-22 18:30:00,61.67,NTU+
2008-05-22 19:00:00,62.57,NTU+
2008-05-22 19:30:00,61.93,NTU+
2008-05-22 20:00:00,59.5,NTU+
2008-05-22 20:30:00,58.83,NTU+
2008-05-22 21:00:00,54.4,NTU+
2008-05-22 21:30:00,53.73,NTU+
2008-05-22 22:00:00,49.47,NTU+
2008-05-22 22:30:00,47.27,NTU+
2008-05-22 23:00:00,47.27,NTU+
2008-05-22 23:30:00,44.27,NTU+
2008-05-23 00:00:00,42.37,NTU+
2008-05-23 00:30:00,42.0,NTU+
2008-05-23 01:00:00,42.7,NTU+
2008-05-23 01:30:00,40.33,NTU+
2008-05-23 02:00:00,37.53,NTU+
2008-05-23 02:30:00,38.57,NTU+
2008-05-23 03:00:00,32.53,NTU+
2008-05-23 03:30:00,28.8,NTU+
2008-05-23 04:00:00,30.57,NTU+
2008-05-23 04:30:00,26.17,NTU+
2008-05-23 05:00:00,26.57,NTU+
2008-05-23 05:30:00,26.3,NTU+
2008-05-23 06:00:00,24.67,NTU+
2008-05-23 06:30:00,25.3,NTU+
2008-05-23 07:00:00,19.9,NTU+
2008-05-23 07:30:00,21.17,NTU+
2008-05-23 08:00:00,19.47,NTU+
2008-05-23 08:30:00,22.57,NTU+
2008-05-23 09:00:00,19.1,NTU+
2008-05-23 09:30:00,13.7,NTU+
2008-05-23 10:00:00,12.93,NTU+
2008-05-23 10:30:00,13.33,NTU+
2008-05-23 11:00:00,14.4,NTU+
2008-05-23 11:30:00,14.07,NTU+
2008-05-23 12:00:00,14.57,NTU+
2008-05-23 12:30:00,14.83,NTU+
2008-05-23 13:00:00,13.4,NTU+
2008-05-23 13:30:00,13.8,NTU+
2008-05-23 14:00:00,13.97,NTU+
2008-05-23 14:30:00,13.93,NTU+
2008-05-23 15:00:00,14.37,NTU+
2008-05-23 15:30:00,14.8,NTU+
2008-05-23 16:00:00,16.17,NTU+
2008-05-23 16:30:00,15.43,NTU+
2008-05-23 17:00:00,17.03,NTU+
2008-05-23 17:30:00,18.03,NTU+
2008-05-23 18:00:00,18.1,NTU+
2008-05-23 18:30:00,20.17,NTU+
2008-05-23 19:00:00,20.2,NTU+
2008-05-23 19:30:00,20.6,NTU+
2008-05-23 20:00:00,20.8,NTU+
2008-05-23 20:30:00,19.77,NTU+
2008-05-23 21:00:00,20.77,NTU+
2008-05-23 21:30:00,20.73,NTU+
2008-05-23 22:00:00,22.77,NTU+
2008-05-23 22:30:00,19.9,NTU+
2008-05-23 23:00:00,20.97,NTU+
2008-05-23 23:30:00,21.27,NTU+
2008-05-24 00:00:00,18.87,NTU+
2008-05-24 00:30:00,20.3,NTU+
2008-05-24 01:00:00,19.7,NTU+
2008-05-24 01:30:00,16.6,NTU+
2008-05-24 02:00:00,16.83,NTU+
2008-05-24 02:30:00,17.87,NTU+
2008-05-24 03:00:00,15.4,NTU+
2008-05-24 03:30:00,18.03,NTU+
2008-05-24 04:00:00,19.27,NTU+
2008-05-24 04:30:00,17.8,NTU+
2008-05-24 05:00:00,16.5,NTU+
2008-05-24 05:30:00,14.5,NTU+
2008-05-24 06:00:00,14.13,NTU+
2008-05-24 06:30:00,14.1,NTU+
2008-05-24 07:00:00,12.9,NTU+
2008-05-24 07:30:00,11.1,NTU+
2008-05-24 08:00:00,6.9,NTU+
2008-05-24 08:30:00,7.03,NTU+
2008-05-24 09:00:00,8.77,NTU+
2008-05-24 09:30:00,8.6,NTU+
2008-05-24 10:00:00,7.8,NTU+
2008-05-24 10:30:00,8.13,NTU+
2008-05-24 11:00:00,7.9,NTU+
2008-05-24 11:30:00,7.8,NTU+
2008-05-24 12:00:00,7.77,NTU+
2008-05-24 12:30:00,7.13,NTU+
2008-05-24 13:00:00,6.6,NTU+
2008-05-24 13:30:00,6.67,NTU+
2008-05-24 14:00:00,6.97,NTU+
2008-05-24 14:30:00,7.2,NTU+
2008-05-24 15:00:00,5.6,NTU+
2008-05-24 15:30:00,5.9,NTU+
2008-05-24 16:00:00,6.13,NTU+
2008-05-24 16:30:00,5.47,NTU+
2008-05-24 17:00:00,6.5,NTU+
2008-05-24 17:30:00,11.13,NTU+
2008-05-24 18:00:00,12.6,NTU+
2008-05-24 18:30:00,14.7,NTU+
2008-05-24 19:00:00,14.33,NTU+
2008-05-24 19:30:00,14.7,NTU+
2008-05-24 20:00:00,14.67,NTU+
2008-05-24 20:30:00,13.47,NTU+
2008-05-24 21:00:00,15.23,NTU+
2008-05-24 21:30:00,12.13,NTU+
2008-05-24 22:00:00,11.13,NTU+
2008-05-24 22:30:00,11.7,NTU+
2008-05-24 23:00:00,12.37,NTU+
2008-05-24 23:30:00,10.9,NTU+
2008-05-25 00:00:00,9.3,NTU+
2008-05-25 00:30:00,8.3,NTU+
2008-05-25 01:00:00,8.17,NTU+
2008-05-25 01:30:00,7.53,NTU+
2008-05-25 02:00:00,8.3,NTU+
2008-05-25 02:30:00,6.57,NTU+
2008-05-25 03:00:00,7.43,NTU+
2008-05-25 03:30:00,8.9,NTU+
2008-05-25 04:00:00,6.87,NTU+
2008-05-25 04:30:00,5.5,NTU+
2008-05-25 05:00:00,5.17,NTU+
2008-05-25 05:30:00,5.47,NTU+
2008-05-25 06:00:00,6.1,NTU+
2008-05-25 06:30:00,4.33,NTU+
2008-05-25 07:00:00,4.7,NTU+
2008-05-25 07:30:00,4.2,NTU+
2008-05-25 08:00:00,4.0,NTU+
2008-05-25 08:30:00,3.87,NTU+
2008-05-25 09:00:00,4.97,NTU+
2008-05-25 09:30:00,3.27,NTU+
2008-05-25 10:00:00,3.37,NTU+
2008-05-25 10:30:00,3.63,NTU+
2008-05-25 11:00:00,3.6,NTU+
2008-05-25 11:30:00,3.43,NTU+
2008-05-25 12:00:00,4.1,NTU+
2008-05-25 12:30:00,4.27,NTU+
2008-05-25 13:00:00,3.83,NTU+
2008-05-25 13:30:00,4.43,NTU+
2008-05-25 14:00:00,3.73,NTU+
2008-05-25 14:30:00,3.17,NTU+
2008-05-25 15:00:00,3.17,NTU+
2008-05-25 15:30:00,3.27,NTU+
2008-05-25 16:00:00,2.87,NTU+
2008-05-25 16:30:00,2.8,NTU+
2008-05-25 17:00:00,2.6,NTU+
2008-05-25 17:30:00,2.6,NTU+
2008-05-25 18:00:00,2.5,NTU+
2008-05-25 18:30:00,2.3,NTU+
2008-05-25 19:00:00,2.23,NTU+
2008-05-25 19:30:00,2.43,NTU+
2008-05-25 20:00:00,2.57,NTU+
2008-05-25 20:30:00,2.4,NTU+
2008-05-25 21:00:00,2.37,NTU+
2008-05-25 21:30:00,2.47,NTU+
2008-05-25 22:00:00,2.23,NTU+
2008-05-25 22:30:00,2.13,NTU+
2008-05-25 23:00:00,2.17,NTU+
2008-05-25 23:30:00,2.27,NTU+
2008-05-26 00:00:00,2.03,NTU+
2008-05-26 00:30:00,1.93,NTU+
2008-05-26 01:00:00,2.13,NTU+
2008-05-26 01:30:00,1.97,NTU+
2008-05-26 02:00:00,2.4,NTU+
2008-05-26 02:30:00,2.4,NTU+
2008-05-26 03:00:00,2.53,NTU+
2008-05-26 03:30:00,2.57,NTU+
2008-05-26 04:00:00,3.7,NTU+
2008-05-26 04:30:00,2.7,NTU+
2008-05-26 05:00:00,3.2,NTU+
2008-05-26 05:30:00,2.93,NTU+
2008-05-26 06:00:00,3.57,NTU+
2008-05-26 06:30:00,4.37,NTU+
2008-05-26 07:00:00,5.37,NTU+
2008-05-26 07:30:00,4.33,NTU+
2008-05-26 08:00:00,3.97,NTU+
2008-05-26 08:30:00,4.97,NTU+
2008-05-26 09:00:00,4.23,NTU+
2008-05-26 09:30:00,6.13,NTU+
2008-05-26 10:00:00,5.9,NTU+
2008-05-26 10:30:00,5.33,NTU+
2008-05-26 11:00:00,4.7,NTU+
2008-05-26 11:30:00,4.3,NTU+
2008-05-26 12:00:00,4.17,NTU+
2008-05-26 12:30:00,3.43,NTU+
2008-05-26 13:00:00,4.43,NTU+
2008-05-26 13:30:00,3.8,NTU+
2008-05-26 14:00:00,3.53,NTU+
2008-05-26 14:30:00,3.37,NTU+
2008-05-26 15:00:00,3.73,NTU+
2008-05-26 15:30:00,4.03,NTU+
2008-05-26 16:00:00,3.63,NTU+
2008-05-26 16:30:00,4.87,NTU+
2008-05-26 17:00:00,4.93,NTU+
2008-05-26 17:30:00,5.07,NTU+
2008-05-26 18:00:00,4.7,NTU+
2008-05-26 18:30:00,4.73,NTU+
2008-05-26 19:00:00,4.17,NTU+
2008-05-26 19:30:00,4.17,NTU+
2008-05-26 20:00:00,4.53,NTU+
2008-05-26 20:30:00,4.7,NTU+
2008-05-26 21:00:00,7.0,NTU+
2008-05-26 21:30:00,5.37,NTU+
2008-05-26 22:00:00,5.23,NTU+
2008-05-26 22:30:00,4.73,NTU+
2008-05-26 23:00:00,4.53,NTU+
2008-05-26 23:30:00,7.2,NTU+
2008-05-27 00:00:00,5.53,NTU+
2008-05-27 00:30:00,5.1,NTU+
2008-05-27 01:00:00,5.9,NTU+
2008-05-27 01:30:00,7.47,NTU+
2008-05-27 02:00:00,6.4,NTU+
2008-05-27 02:30:00,7.87,NTU+
2008-05-27 03:00:00,5.93,NTU+
2008-05-27 03:30:00,6.6,NTU+
2008-05-27 04:00:00,7.43,NTU+
2008-05-27 04:30:00,8.4,NTU+
2008-05-27 05:00:00,10.17,NTU+
2008-05-27 05:30:00,8.8,NTU+
2008-05-27 06:00:00,8.83,NTU+
2008-05-27 06:30:00,8.97,NTU+
2008-05-27 07:00:00,8.37,NTU+
2008-05-27 07:30:00,7.7,NTU+
2008-05-27 08:00:00,7.57,NTU+
2008-05-27 08:30:00,8.47,NTU+
2008-05-27 09:00:00,8.33,NTU+
2008-05-27 09:30:00,6.97,NTU+
2008-05-27 10:00:00,9.07,NTU+
2008-05-27 10:30:00,8.97,NTU+
2008-05-27 11:00:00,10.3,NTU+
2008-05-27 11:30:00,10.43,NTU+
2008-05-27 12:00:00,8.87,NTU+
2008-05-27 12:30:00,4.9,NTU+
2008-05-27 13:00:00,4.27,NTU+
2008-05-27 13:30:00,5.03,NTU+
2008-05-27 14:00:00,5.83,NTU+
2008-05-27 14:30:00,4.63,NTU+
2008-05-27 15:00:00,5.23,NTU+
2008-05-27 15:30:00,5.57,NTU+
2008-05-27 16:00:00,4.47,NTU+
2008-05-27 16:30:00,3.1,NTU+
2008-05-27 17:00:00,3.47,NTU+
2008-05-27 17:30:00,3.63,NTU+
2008-05-27 18:00:00,5.53,NTU+
2008-05-27 18:30:00,5.37,NTU+
2008-05-27 19:00:00,4.23,NTU+
2008-05-27 19:30:00,4.4,NTU+
2008-05-27 20:00:00,6.03,NTU+
2008-05-27 20:30:00,9.47,NTU+
2008-05-27 21:00:00,11.23,NTU+
2008-05-27 21:30:00,13.07,NTU+
2008-05-27 22:00:00,14.8,NTU+
2008-05-27 22:30:00,20.1,NTU+
2008-05-27 23:00:00,22.07,NTU+
2008-05-27 23:30:00,21.77,NTU+
2008-05-28 00:00:00,23.03,NTU+
2008-05-28 00:30:00,23.77,NTU+
2008-05-28 01:00:00,21.57,NTU+
2008-05-28 01:30:00,21.37,NTU+
2008-05-28 02:00:00,14.23,NTU+
2008-05-28 02:30:00,12.93,NTU+
2008-05-28 03:00:00,12.93,NTU+
2008-05-28 03:30:00,13.13,NTU+
2008-05-28 04:00:00,13.07,NTU+
2008-05-28 04:30:00,12.33,NTU+
2008-05-28 05:00:00,11.53,NTU+
2008-05-28 05:30:00,11.53,NTU+
2008-05-28 06:00:00,10.2,NTU+
2008-05-28 06:30:00,8.77,NTU+
2008-05-28 07:00:00,9.07,NTU+
2008-05-28 07:30:00,7.93,NTU+
2008-05-28 08:00:00,8.53,NTU+
2008-05-28 08:30:00,7.93,NTU+
2008-05-28 09:00:00,8.3,NTU+
2008-05-28 09:30:00,8.5,NTU+
2008-05-28 10:00:00,8.53,NTU+
2008-05-28 10:30:00,7.73,NTU+
2008-05-28 11:00:00,7.9,NTU+
2008-05-28 11:30:00,7.67,NTU+
2008-05-28 12:00:00,7.13,NTU+
2008-05-28 12:30:00,7.67,NTU+
2008-05-28 13:00:00,7.47,NTU+
2008-05-28 13:30:00,6.7,NTU+
2008-05-28 14:00:00,6.83,NTU+
2008-05-28 14:30:00,6.17,NTU+
2008-05-28 15:00:00,6.17,NTU+
2008-05-28 15:30:00,5.77,NTU+
2008-05-28 16:00:00,5.77,NTU+
2008-05-28 16:30:00,4.97,NTU+
2008-05-28 17:00:00,4.5,NTU+
2008-05-28 17:30:00,4.63,NTU+
2008-05-28 18:00:00,3.7,NTU+
2008-05-28 18:30:00,3.8,NTU+
2008-05-28 19:00:00,3.67,NTU+
2008-05-28 19:30:00,3.67,NTU+
2008-05-28 20:00:00,3.4,NTU+
2008-05-28 20:30:00,3.43,NTU+
2008-05-28 21:00:00,3.33,NTU+
2008-05-28 21:30:00,4.17,NTU+
2008-05-28 22:00:00,3.37,NTU+
2008-05-28 22:30:00,3.2,NTU+
2008-05-28 23:00:00,3.07,NTU+
2008-05-28 23:30:00,2.73,NTU+
2008-05-29 00:00:00,2.8,NTU+
2008-05-29 00:30:00,2.9,NTU+
2008-05-29 01:00:00,3.0,NTU+
2008-05-29 01:30:00,2.93,NTU+
2008-05-29 02:00:00,3.07,NTU+
2008-05-29 02:30:00,3.03,NTU+
2008-05-29 03:00:00,2.6,NTU+
2008-05-29 03:30:00,2.7,NTU+
2008-05-29 04:00:00,2.1,NTU+
2008-05-29 04:30:00,2.43,NTU+
2008-05-29 05:00:00,2.23,NTU+
2008-05-29 05:30:00,2.23,NTU+
2008-05-29 06:00:00,2.23,NTU+
2008-05-29 06:30:00,2.13,NTU+
2008-05-29 07:00:00,1.93,NTU+
2008-05-29 07:30:00,2.07,NTU+
2008-05-29 08:00:00,2.13,NTU+
2008-05-29 08:30:00,2.4,NTU+
2008-05-29 09:00:00,2.5,NTU+
2008-05-29 09:30:00,3.1,NTU+
2008-05-29 10:00:00,3.27,NTU+
2008-05-29 10:30:00,3.77,NTU+
2008-05-29 11:00:00,4.33,NTU+
2008-05-29 11:30:00,4.07,NTU+
2008-05-29 12:00:00,3.53,NTU+
2008-05-29 12:30:00,3.8,NTU+
2008-05-29 13:00:00,3.73,NTU+
2008-05-29 13:30:00,3.63,NTU+
2008-05-29 14:00:00,3.87,NTU+
2008-05-29 14:30:00,3.47,NTU+
2008-05-29 15:00:00,3.73,NTU+
2008-05-29 15:30:00,3.5,NTU+
2008-05-29 16:00:00,3.23,NTU+
2008-05-29 16:30:00,3.07,NTU+
2008-05-29 17:00:00,3.03,NTU+
2008-05-29 17:30:00,3.03,NTU+
2008-05-29 18:00:00,3.03,NTU+
2008-05-29 18:30:00,2.6,NTU+
2008-05-29 19:00:00,2.2,NTU+
2008-05-29 19:30:00,2.5,NTU+
2008-05-29 20:00:00,2.3,NTU+
2008-05-29 20:30:00,2.23,NTU+
2008-05-29 21:00:00,2.43,NTU+
2008-05-29 21:30:00,2.27,NTU+
2008-05-29 22:00:00,2.23,NTU+
2008-05-29 22:30:00,2.4,NTU+
2008-05-29 23:00:00,2.83,NTU+
2008-05-29 23:30:00,3.07,NTU+
2008-05-30 00:00:00,2.63,NTU+
2008-05-30 00:30:00,2.17,NTU+
2008-05-30 01:00:00,2.7,NTU+
2008-05-30 01:30:00,2.4,NTU+
2008-05-30 02:00:00,2.17,NTU+
2008-05-30 02:30:00,2.17,NTU+
2008-05-30 03:00:00,2.3,NTU+
2008-05-30 03:30:00,2.37,NTU+
2008-05-30 04:00:00,2.33,NTU+
2008-05-30 04:30:00,2.07,NTU+
2008-05-30 05:00:00,2.03,NTU+
2008-05-30 05:30:00,1.93,NTU+
2008-05-30 06:00:00,1.8,NTU+
2008-05-30 06:30:00,1.9,NTU+
2008-05-30 07:00:00,1.87,NTU+
2008-05-30 07:30:00,1.73,NTU+
2008-05-30 08:00:00,1.87,NTU+
2008-05-30 08:30:00,1.97,NTU+
2008-05-30 09:00:00,2.0,NTU+
2008-05-30 09:30:00,1.87,NTU+
2008-05-30 10:00:00,1.8,NTU+
2008-05-30 10:30:00,1.8,NTU+
2008-05-30 11:00:00,1.97,NTU+
2008-05-30 11:30:00,1.97,NTU+
2008-05-30 12:00:00,1.9,NTU+
2008-05-30 12:30:00,2.0,NTU+
2008-05-30 13:00:00,2.1,NTU+
2008-05-30 13:30:00,1.9,NTU+
2008-05-30 14:00:00,1.83,NTU+
2008-05-30 14:30:00,1.83,NTU+
2008-05-30 15:00:00,1.93,NTU+
2008-05-30 15:30:00,1.87,NTU+
2008-05-30 16:00:00,1.87,NTU+
2008-05-30 16:30:00,1.87,NTU+
2008-05-30 17:00:00,1.7,NTU+
2008-05-30 17:30:00,1.63,NTU+
2008-05-30 18:00:00,1.93,NTU+
2008-05-30 18:30:00,1.77,NTU+
2008-05-30 19:00:00,1.73,NTU+
2008-05-30 19:30:00,1.83,NTU+
2008-05-30 20:00:00,1.93,NTU+
2008-05-30 20:30:00,1.9,NTU+
2008-05-30 21:00:00,1.83,NTU+
2008-05-30 21:30:00,2.13,NTU+
2008-05-30 22:00:00,2.2,NTU+
2008-05-30 22:30:00,2.4,NTU+
2008-05-30 23:00:00,2.53,NTU+
2008-05-30 23:30:00,2.9,NTU+
2008-05-31 00:00:00,3.27,NTU+
2008-05-31 00:30:00,3.13,NTU+
2008-05-31 01:00:00,2.37,NTU+
2008-05-31 01:30:00,2.23,NTU+
2008-05-31 02:00:00,2.17,NTU+
2008-05-31 02:30:00,1.77,NTU+
2008-05-31 03:00:00,2.5,NTU+
2008-05-31 03:30:00,2.83,NTU+
2008-05-31 04:00:00,5.0,NTU+
2008-05-31 04:30:00,5.37,NTU+
2008-05-31 05:00:00,11.43,NTU+
2008-05-31 05:30:00,17.27,NTU+
2008-05-31 06:00:00,21.63,NTU+
2008-05-31 06:30:00,24.2,NTU+
2008-05-31 07:00:00,23.53,NTU+
2008-05-31 07:30:00,25.3,NTU+
2008-05-31 08:00:00,27.27,NTU+
2008-05-31 08:30:00,27.7,NTU+
2008-05-31 09:00:00,27.87,NTU+
2008-05-31 09:30:00,26.1,NTU+
2008-05-31 10:00:00,25.83,NTU+
2008-05-31 10:30:00,23.07,NTU+
2008-05-31 11:00:00,21.1,NTU+
2008-05-31 11:30:00,20.83,NTU+
2008-05-31 12:00:00,20.4,NTU+
2008-05-31 12:30:00,17.47,NTU+
2008-05-31 13:00:00,17.5,NTU+
2008-05-31 13:30:00,19.2,NTU+
2008-05-31 14:00:00,21.73,NTU+
2008-05-31 14:30:00,22.1,NTU+
2008-05-31 15:00:00,23.47,NTU+
2008-05-31 15:30:00,23.03,NTU+
2008-05-31 16:00:00,16.6,NTU+
2008-05-31 16:30:00,16.07,NTU+
2008-05-31 17:00:00,15.53,NTU+
2008-05-31 17:30:00,16.93,NTU+
2008-05-31 18:00:00,17.63,NTU+
2008-05-31 18:30:00,20.37,NTU+
2008-05-31 19:00:00,21.77,NTU+
2008-05-31 19:30:00,19.17,NTU+
2008-05-31 20:00:00,20.2,NTU+
2008-05-31 20:30:00,22.37,NTU+
2008-05-31 21:00:00,20.1,NTU+
2008-05-31 21:30:00,14.17,NTU+
2008-05-31 22:00:00,16.5,NTU+
2008-05-31 22:30:00,13.3,NTU+
2008-05-31 23:00:00,12.7,NTU+
2008-05-31 23:30:00,10.37,NTU+
2008-06-01 00:00:00,9.0,NTU+
2008-06-01 00:30:00,8.07,NTU+
2008-06-01 01:00:00,7.37,NTU+
2008-06-01 01:30:00,7.03,NTU+
2008-06-01 02:00:00,6.8,NTU+
2008-06-01 02:30:00,9.73,NTU+
2008-06-01 03:00:00,8.27,NTU+
2008-06-01 03:30:00,8.37,NTU+
2008-06-01 04:00:00,8.8,NTU+
2008-06-01 04:30:00,8.1,NTU+
2008-06-01 05:00:00,8.17,NTU+
2008-06-01 05:30:00,8.57,NTU+
2008-06-01 06:00:00,8.8,NTU+
2008-06-01 06:30:00,6.57,NTU+
2008-06-01 07:00:00,6.67,NTU+
2008-06-01 07:30:00,6.3,NTU+
2008-06-01 08:00:00,6.27,NTU+
2008-06-01 08:30:00,6.7,NTU+
2008-06-01 09:00:00,7.13,NTU+
2008-06-01 09:30:00,7.4,NTU+
2008-06-01 10:00:00,8.1,NTU+
2008-06-01 10:30:00,7.97,NTU+
2008-06-01 11:00:00,8.4,NTU+
2008-06-01 11:30:00,8.0,NTU+
2008-06-01 12:00:00,8.27,NTU+
2008-06-01 12:30:00,8.27,NTU+
2008-06-01 13:00:00,8.0,NTU+
2008-06-01 13:30:00,8.1,NTU+
2008-06-01 14:00:00,7.63,NTU+
2008-06-01 14:30:00,7.9,NTU+
2008-06-01 15:00:00,7.9,NTU+
2008-06-01 15:30:00,7.77,NTU+
2008-06-01 16:00:00,8.13,NTU+
2008-06-01 16:30:00,8.03,NTU+
2008-06-01 17:00:00,7.73,NTU+
2008-06-01 17:30:00,8.4,NTU+
2008-06-01 18:00:00,7.5,NTU+
2008-06-01 18:30:00,7.17,NTU+
2008-06-01 19:00:00,7.47,NTU+
2008-06-01 19:30:00,6.97,NTU+
2008-06-01 20:00:00,6.2,NTU+
2008-06-01 20:30:00,6.17,NTU+
2008-06-01 21:00:00,5.93,NTU+
2008-06-01 21:30:00,6.13,NTU+
2008-06-01 22:00:00,6.07,NTU+
2008-06-01 22:30:00,6.0,NTU+
2008-06-01 23:00:00,5.5,NTU+
2008-06-01 23:30:00,4.8,NTU+
2008-06-02 00:00:00,4.47,NTU+
2008-06-02 00:30:00,4.13,NTU+
2008-06-02 01:00:00,4.27,NTU+
2008-06-02 01:30:00,3.97,NTU+
2008-06-02 02:00:00,3.77,NTU+
2008-06-02 02:30:00,3.93,NTU+
2008-06-02 03:00:00,4.6,NTU+
2008-06-02 03:30:00,4.37,NTU+
2008-06-02 04:00:00,4.67,NTU+
2008-06-02 04:30:00,4.7,NTU+
2008-06-02 05:00:00,4.97,NTU+
2008-06-02 05:30:00,5.8,NTU+
2008-06-02 06:00:00,4.67,NTU+
2008-06-02 06:30:00,3.9,NTU+
2008-06-02 07:00:00,4.6,NTU+
2008-06-02 07:30:00,5.03,NTU+
2008-06-02 08:00:00,4.23,NTU+
2008-06-02 08:30:00,3.97,NTU+
2008-06-02 09:00:00,4.9,NTU+
2008-06-02 09:30:00,4.4,NTU+
2008-06-02 10:00:00,4.6,NTU+
2008-06-02 10:30:00,4.2,NTU+
2008-06-02 11:00:00,3.73,NTU+
2008-06-02 11:30:00,3.93,NTU+
